,geohydro_pflash,geohydro_pbinary,undisc_pflash,undisc_pbinary,NF-EGS_pflash,NF-EGS_pbinary,deep-egs_pflash,deep-egs_pbinary
2010,1,1,1,1,1,1,1,1
2011,1,1,1,1,1,1,1,1
2012,1,1,1,1,1,1,1,1
2013,1,1,1,1,1,1,1,1
2014,1,1,1,1,1,1,1,1
2015,1,1,1,1,1,1,1,1
2016,1,1,1,1,1,1,1,1
2017,1,1,1,1,1,1,1,1
2018,1,1,1,1,1,1,1,1
2019,1,1,1,1,1,1,1,1
2020,1,1,1,1,1,1,1,1
2021,1,1,1,1,1,1,1,1
2022,1,1,1,1,1,1,1,1
2023,1,1,1,1,1,1,1,1
2024,1,1,1,1,1,1,1,1
2025,1,1,1,1,1,1,1,1
2026,1,1,1,1,1,1,1,1
2027,1,1,1,1,1,1,1,1
2028,1,1,1,1,1,1,1,1
2029,1,1,1,1,1,1,1,1
2030,1,1,1,1,1,1,1,1
2031,1,1,1,1,1,1,1,1
2032,1,1,1,1,1,1,1,1
2033,1,1,1,1,1,1,1,1
2034,1,1,1,1,1,1,1,1
2035,1,1,1,1,1,1,1,1
2036,1,1,1,1,1,1,1,1
2037,1,1,1,1,1,1,1,1
2038,1,1,1,1,1,1,1,1
2039,1,1,1,1,1,1,1,1
2040,1,1,1,1,1,1,1,1
2041,1,1,1,1,1,1,1,1
2042,1,1,1,1,1,1,1,1
2043,1,1,1,1,1,1,1,1
2044,1,1,1,1,1,1,1,1
2045,1,1,1,1,1,1,1,1
2046,1,1,1,1,1,1,1,1
2047,1,1,1,1,1,1,1,1
2048,1,1,1,1,1,1,1,1
2049,1,1,1,1,1,1,1,1
2050,1,1,1,1,1,1,1,1
