*tech,region,year,sc_point_gid,capacity
upv_2,p1,2010,9166,0.5
upv_1,p80,2010,36731,9.0
upv_1,p122,2010,37579,3.0
upv_4,p9,2010,38386,1.0
upv_1,p122,2010,38715,0.9
upv_4,p9,2010,39152,0.9
upv_4,p9,2010,39908,1.1
upv_4,p9,2010,40290,0.9
upv_4,p9,2010,40291,2.0
upv_4,p9,2010,40298,3.0
upv_4,p9,2010,40670,1.0
upv_2,p126,2010,41001,2.3
upv_4,p9,2010,41059,1.0
upv_4,p9,2010,41430,0.9
upv_4,p9,2010,41439,1.0
upv_4,p9,2010,41818,1.0
upv_4,p9,2010,41824,0.3
upv_4,p9,2010,42200,0.3
upv_4,p9,2010,42201,0.3
upv_4,p9,2010,42578,0.3
upv_4,p9,2010,42956,0.4
upv_4,p33,2010,43075,1.5
upv_4,p9,2010,43337,0.9
upv_3,p33,2010,43432,0.4
upv_4,p9,2010,43711,0.4
upv_4,p9,2010,43718,0.5
upv_4,p33,2010,43834,1.9
upv_4,p9,2010,44101,0.5
upv_3,p33,2010,44191,0.9
upv_4,p9,2010,44473,0.5
upv_4,p9,2010,44479,0.5
upv_4,p10,2010,44489,0.9
upv_4,p10,2010,44490,0.9
upv_5,p10,2010,44491,0.9
upv_4,p9,2010,44846,0.4
upv_4,p9,2010,44851,0.5
upv_4,p9,2010,44858,0.5
upv_4,p9,2010,45235,0.5
upv_4,p9,2010,45619,1.0
upv_4,p9,2010,45621,0.9
upv_4,p9,2010,45622,0.9
upv_4,p9,2010,46372,0.5
upv_4,p9,2010,46378,1.0
upv_4,p9,2010,46750,0.5
upv_3,p9,2010,47129,0.5
upv_4,p9,2010,47889,0.9
upv_4,p34,2010,48012,1.5
upv_4,p9,2010,48267,0.8
upv_4,p34,2010,51043,1.0
upv_4,p34,2010,52183,6.7
upv_5,p13,2010,52869,10.0
upv_2,p97,2010,55020,1.0
upv_1,p97,2010,56537,0.5
upv_2,p97,2010,56917,0.5
upv_2,p97,2010,57680,1.2
upv_5,p28,2010,60492,3.0
upv_5,p29,2010,63175,3.7
upv_5,p10,2010,63512,21.0
upv_5,p28,2010,65432,0.1
upv_5,p28,2010,65433,0.4
upv_5,p28,2010,65812,0.1
upv_5,p30,2010,70379,3.0
upv_4,p101,2010,89992,25.0
upv_2,p1,2011,9166,0.5
upv_1,p80,2011,36731,9.0
upv_1,p122,2011,37579,3.0
upv_4,p9,2011,38386,1.0
upv_1,p122,2011,38715,0.9
upv_4,p9,2011,39152,0.9
upv_4,p9,2011,39908,1.1
upv_4,p9,2011,40290,0.9
upv_4,p9,2011,40291,2.0
upv_4,p9,2011,40298,3.0
upv_4,p9,2011,40670,1.0
upv_2,p126,2011,41001,2.3
upv_4,p9,2011,41059,1.0
upv_4,p9,2011,41430,0.9
upv_4,p9,2011,41439,1.0
upv_4,p9,2011,41818,1.0
upv_4,p9,2011,41824,0.3
upv_4,p9,2011,42200,0.3
upv_4,p9,2011,42201,0.3
upv_4,p9,2011,42578,0.3
upv_4,p9,2011,42956,0.4
upv_4,p33,2011,43075,1.5
upv_4,p9,2011,43337,0.9
upv_3,p33,2011,43432,0.4
upv_4,p9,2011,43711,0.4
upv_4,p9,2011,43718,0.5
upv_4,p33,2011,43834,1.9
upv_4,p9,2011,44101,0.5
