region,year,capacity
p04001,2010,1.4
p04013,2010,3.5
p04019,2010,2.1
p06001,2010,1.6
p06017,2010,2.7
p06019,2010,5.0
p06053,2010,1.0
p06061,2010,0.5
p06067,2010,3.0
p06075,2010,4.5
p06079,2010,1.1
p06095,2010,1.0
p08003,2010,9.0
p08013,2010,0.9
p08109,2010,10.0
p12001,2010,1.2
p12009,2010,10.0
p12031,2010,12.5
p24029,2010,1.4
p32003,2010,48.0
p34003,2010,2.7
p34009,2010,2.2
p34035,2010,3.6
p34041,2010,1.0
p35007,2010,30.6
p37003,2010,1.0
p37057,2010,1.0
p37081,2010,1.3
p37111,2010,1.0
p37119,2010,2.9
p39165,2010,1.1
p39175,2010,10.0
p42029,2010,1.3
p42133,2010,1.6
p48029,2010,13.5
p04013,2011,41.8
p04015,2011,1.5
p04019,2011,7.4
p04021,2011,12.0
p04025,2011,25.7
p04027,2011,4.7
p06017,2011,0.8
p06019,2011,50.0
p06029,2011,3.0
p06031,2011,45.0
p06039,2011,1.0
p06059,2011,1.1
p06065,2011,3.5
p06067,2011,18.0
p06071,2011,4.5
p06073,2011,6.3
p06077,2011,5.8
p06095,2011,1.0
p08001,2011,3.4
p08003,2011,35.0
p08041,2011,5.5
p10001,2011,11.2
p10005,2011,1.3
p12001,2011,1.6
p12057,2011,2.3
p12095,2011,5.1
p12117,2011,10.0
p13063,2011,0.6
p18097,2011,2.0
p24005,2011,1.0
p24019,2011,1.0
p24033,2011,2.0
p24039,2011,2.1
p25003,2011,2.7
p34001,2011,2.4
p34005,2011,12.5632
p34011,2011,23.0
p34015,2011,16.5
p34019,2011,7.9
p34021,2011,12.0
p34027,2011,7.1
p34029,2011,3.7368
p34031,2011,7.9
p34033,2011,17.7
p34035,2011,12.5
p34037,2011,2.5
p34039,2011,3.8
p35001,2011,2.0
p35005,2011,1.7
p35013,2011,25.0
p35015,2011,10.1
p35025,2011,40.1
p35029,2011,5.0
p35035,2011,4.9
p35043,2011,1.0
p35047,2011,5.0
p35055,2011,1.0
p35061,2011,5.0
p36027,2011,1.0
p36059,2011,2.0
p36079,2011,1.0
p36103,2011,31.5
p36119,2011,1.5
p37025,2011,4.9
p37031,2011,3.0
p37039,2011,2.7
p37071,2011,4.0
p37081,2011,1.1
p37145,2011,2.5
p37157,2011,3.0
p37171,2011,1.2
p39069,2011,8.0
p41053,2011,1.6
p41071,2011,1.0
p42011,2011,2.2
p42029,2011,1.6
p42091,2011,1.0
p42095,2011,1.0
p42097,2011,1.0
p42107,2011,1.8
p48453,2011,30.0
p50007,2011,3.5
p04013,2012,184.8
p04015,2012,9.0
p04019,2012,34.5
p04021,2012,3.0
p04025,2012,19.0
p04027,2012,226.7
p06005,2012,3.4
p06017,2012,4.0
p06019,2012,51.5
p06025,2012,31.0
p06029,2012,120.9614
p06037,2012,1.5
p06059,2012,2.5
p06061,2012,3.0
p06065,2012,8.4
p06067,2012,33.0
p06071,2012,18.4728
p06073,2012,2.0
p06077,2012,20.9
p06079,2012,17.6658
p06095,2012,2.8
p06099,2012,25.0
p06107,2012,74.0
p06113,2012,10.0
p08001,2012,1.8
p08003,2012,30.0
p08085,2012,1.0
p10001,2012,11.8
p12057,2012,3.5
p13293,2012,1.0
p17099,2012,20.0
p17141,2012,2.6
p18033,2012,1.0
p18039,2012,1.5
p18089,2012,2.5
p18127,2012,2.5
p24005,2012,0.8
p24017,2012,5.5
p24021,2012,13.7
p24029,2012,2.0
p24035,2012,1.0
p25003,2012,2.8
p25009,2012,8.0
p25017,2012,4.0
p25021,2012,5.0
p25023,2012,4.7
p32001,2012,21.8
p32003,2012,164.0
p34001,2012,4.9
p34005,2012,5.5
p34009,2012,2.3
p34011,2012,3.1
p34021,2012,5.2
p34023,2012,6.0
p34025,2012,16.0
p34037,2012,8.2
p34041,2012,3.0
p35013,2012,18.1
p35028,2012,1.0
p35035,2012,11.3
p35039,2012,1.3
p35055,2012,1.3
p36047,2012,1.5
p36059,2012,5.0
p37007,2012,2.0
p37013,2012,12.4
p37015,2012,5.0
p37019,2012,1.5
p37021,2012,1.5
p37035,2012,5.0
p37037,2012,2.0
p37045,2012,4.0
p37047,2012,8.5
p37049,2012,1.2
p37059,2012,5.0
p37063,2012,4.0
p37081,2012,1.0
p37085,2012,3.5
p37093,2012,9.9
p37145,2012,2.5
p37155,2012,14.9
p37163,2012,2.0
p37171,2012,3.5
p37183,2012,4.0
p39023,2012,1.5
p39069,2012,3.5
p39107,2012,4.0
p39171,2012,1.8
p41037,2012,6.4
p41051,2012,1.7
p42007,2012,1.3
p42025,2012,10.0
p42029,2012,1.4
p42071,2012,6.0
p42089,2012,0.8
p47047,2012,4.2
p47065,2012,7.6
p48013,2012,5.6
p48029,2012,24.8
p49035,2012,1.3
p50003,2012,2.0
p50017,2012,2.0
p50027,2012,1.8
p04013,2013,156.6
p04019,2013,38.0
