filename,filetype,ignore,aggfunc,rb_col,fix_cols,wide,header,key,notes
acp_prices.csv,.csv,1,ignore,ignore,st,1,0,,done
aggreg.csv,.csv,1,ignore,ignore,,0,0,,done
aggreg2anchorreg.csv,.csv,1,ignore,ignore,,0,0,,done
aggregate_region_files.csv,.csv,1,ignore,ignore,,0,0,,so meta
alpha.csv,.csv,1,,,,1,0,,done
bio_supplycurve.csv,.csv,1,,,,,0,,done
bir.csv,.csv,1,,,,0,0,,done
can_exports_h_frac.csv,.csv,1,,,,,0,,done
can_exports.csv,.csv,0,sum,r,wide,1,0,,done
can_hourly.csv,.csv,0,sum,*r,"h,t",0,0,,done
can_imports_szn_frac.csv,.csv,1,,,,,0,,done
can_imports.csv,.csv,0,sum,r,wide,1,0,,done
cangrowth.csv,.csv,1,,,Unnamed: 0,1,0,,done
canmexload.csv,.csv,0,sum,r,wide,1,0,,done
cap_cost_mult_for_ratebase.csv,.csv,0,mean,r,"*i,t",0,0,,done
cap_cost_mult_noITC.csv,.csv,0,mean,r,"*i,t",0,0,,done
cap_cost_mult.csv,.csv,0,mean,r,"*i,t",0,0,,done
capnonrsc.csv,.csv,0,sum,r,i,0,0,,done
cappayments_ba.csv,.csv,1,,,*r,0,0,,not done but not used
caprsc.csv,.csv,0,sum,r,i,0,0,,done
capture_rates.csv,.csv,1,,,,9999,0,,done
ccmult.csv,.csv,1,,,,9999,0,,done
ccreg.csv,.csv,1,,,,9999,0,,done
ccs_link.csv,.csv,1,,,,9999,0,,done
ccsflex_perf.csv,.csv,1,,,,9999,0,,done
cd_beta0_allsector.csv,.csv,1,,,,9999,0,,done
cd_beta0.csv,.csv,1,,,,9999,0,,done
cendivweights.csv,.csv,0,mean,rb,wide,1,0,,done
ces_fraction.csv,.csv,1,,,st,1,0,,done
cf_cspns.csv,.csv,1,,,,9999,0,,done
cf_hourly.csv,.csv,0,mean_cap,r,"*i,h",0,0,,done (TODO: double-check)
cfout.csv,.csv,0,mean_cap,r,"i,wide",1,0,,done (TODO: double-check)
climate_heuristics_finalyear.csv,.csv,1,,,,9999,0,,done
climate_heuristics_yearfrac.csv,.csv,1,,,,9999,0,,done
climate_hydadjann.csv,.csv,1,,,r,1,0,,not done but rarely used; ignore for now
climate_hydadjsea.csv,.csv,1,,,"r,szn",1,0,,not done but rarely used; ignore for now
climate_loaddelta_timeslice.csv,.csv,1,,,"r,h",1,0,,not done but rarely used; ignore for now
climate_UnappWaterMult.csv,.csv,1,,,"wst,r,szn",1,0,,not done but rarely used; ignore for now
climate_UnappWaterMultAnn.csv,.csv,1,,,"wst,r",1,0,,not done but rarely used; ignore for now
climate_UnappWaterSeaAnnDistr.csv,.csv,1,,,"wst,r,szn",1,0,,not done but rarely used; ignore for now
co2_cap.csv,.csv,1,,,,0,0,,done
co2_capture_incentive.csv,.csv,1,,,,9999,0,,done
co2_site_char.csv,.csv,1,,,,0,,,done
