*i,t,parameter,value
SMR,2040,stortran_adder,120
SMR,2041,stortran_adder,120
SMR,2042,stortran_adder,120
SMR,2043,stortran_adder,120
SMR,2044,stortran_adder,120
SMR,2045,stortran_adder,120
SMR,2046,stortran_adder,120
SMR,2047,stortran_adder,120
SMR,2048,stortran_adder,120
SMR,2049,stortran_adder,120
SMR,2050,stortran_adder,120
SMR_CCS,2010,stortran_adder,310
SMR_CCS,2011,stortran_adder,310
SMR_CCS,2012,stortran_adder,310
SMR_CCS,2013,stortran_adder,310
SMR_CCS,2014,stortran_adder,310
SMR_CCS,2015,stortran_adder,310
SMR_CCS,2016,stortran_adder,310
SMR_CCS,2017,stortran_adder,310
SMR_CCS,2018,stortran_adder,310
SMR_CCS,2019,stortran_adder,310
SMR_CCS,2020,stortran_adder,310
SMR_CCS,2021,stortran_adder,294
SMR_CCS,2022,stortran_adder,278
SMR_CCS,2023,stortran_adder,262
SMR_CCS,2024,stortran_adder,246
SMR_CCS,2025,stortran_adder,230
SMR_CCS,2026,stortran_adder,214
SMR_CCS,2027,stortran_adder,198
SMR_CCS,2028,stortran_adder,182
SMR_CCS,2029,stortran_adder,166
SMR_CCS,2030,stortran_adder,150
SMR_CCS,2031,stortran_adder,147
SMR_CCS,2032,stortran_adder,144
SMR_CCS,2033,stortran_adder,141
SMR_CCS,2034,stortran_adder,138
SMR_CCS,2035,stortran_adder,135
SMR_CCS,2036,stortran_adder,132
SMR_CCS,2037,stortran_adder,129
SMR_CCS,2038,stortran_adder,126
SMR_CCS,2039,stortran_adder,123
SMR_CCS,2040,stortran_adder,120
SMR_CCS,2041,stortran_adder,120
SMR_CCS,2042,stortran_adder,120
SMR_CCS,2043,stortran_adder,120
SMR_CCS,2044,stortran_adder,120
SMR_CCS,2045,stortran_adder,120
SMR_CCS,2046,stortran_adder,120
SMR_CCS,2047,stortran_adder,120
SMR_CCS,2048,stortran_adder,120
SMR_CCS,2049,stortran_adder,120
SMR_CCS,2050,stortran_adder,120
electrolyzer,2010,stortran_adder,1740
electrolyzer,2011,stortran_adder,1740
electrolyzer,2012,stortran_adder,1740
electrolyzer,2013,stortran_adder,1740
electrolyzer,2014,stortran_adder,1740
electrolyzer,2015,stortran_adder,1740
electrolyzer,2016,stortran_adder,1740
electrolyzer,2017,stortran_adder,1740
electrolyzer,2018,stortran_adder,1740
electrolyzer,2019,stortran_adder,1740
electrolyzer,2020,stortran_adder,1740
electrolyzer,2021,stortran_adder,1624
electrolyzer,2022,stortran_adder,1508
electrolyzer,2023,stortran_adder,1392
electrolyzer,2024,stortran_adder,1276
electrolyzer,2025,stortran_adder,1160
electrolyzer,2026,stortran_adder,1044
electrolyzer,2027,stortran_adder,928
electrolyzer,2028,stortran_adder,812
electrolyzer,2029,stortran_adder,696
electrolyzer,2030,stortran_adder,580
electrolyzer,2031,stortran_adder,561
electrolyzer,2032,stortran_adder,542
electrolyzer,2033,stortran_adder,523
electrolyzer,2034,stortran_adder,504
electrolyzer,2035,stortran_adder,485
electrolyzer,2036,stortran_adder,466
electrolyzer,2037,stortran_adder,447
electrolyzer,2038,stortran_adder,428
electrolyzer,2039,stortran_adder,409
electrolyzer,2040,stortran_adder,390
electrolyzer,2041,stortran_adder,390
electrolyzer,2042,stortran_adder,390
electrolyzer,2043,stortran_adder,390
electrolyzer,2044,stortran_adder,390
electrolyzer,2045,stortran_adder,390
electrolyzer,2046,stortran_adder,390
electrolyzer,2047,stortran_adder,390
electrolyzer,2048,stortran_adder,390
electrolyzer,2049,stortran_adder,390
electrolyzer,2050,stortran_adder,390
