PCA_REG,FIPS,i,fracdata
p1,p53007,hydUD,0.16290661070304302
p1,p53033,hydUD,0.03384050367261281
p1,p53057,hydUD,0.2759706190975865
p1,p53061,hydUD,0.2518363064008395
p1,p53073,hydUD,0.27544596012591815
p10,p06051,hydUD,0.9518518518518518
p10,p06111,hydUD,0.04814814814814814
p101,p12039,hydUD,1.0
p103,p26069,hydUD,1.0
p118,p51089,hydUD,0.40414507772020725
p118,p51141,hydUD,0.272020725388601
p118,p51680,hydUD,0.3238341968911917
p122,p42103,hydUD,1.0
p127,p36001,hydUD,0.02761149356480096
p127,p36043,hydUD,0.005986231667165519
p127,p36045,hydUD,0.0258156240646513
p127,p36049,hydUD,0.023421131397785094
p127,p36083,hydUD,0.013768332834480692
p127,p36089,hydUD,0.7450613588745885
p127,p36091,hydUD,0.130724334031727
p127,p36113,hydUD,0.02761149356480095
p129,p50001,hydUD,0.034214618973561435
p129,p50019,hydUD,0.06220839813374806
p129,p50023,hydUD,0.1990668740279938
p129,p50025,hydUD,0.7045101088646967
p13,p32003,hydUD,1.0
p130,p33001,hydUD,1.0
p131,p25003,hydUD,0.47091932457786123
p131,p25011,hydUD,0.5290806754221389
p132,p09120,hydUD,0.4105113636363636
p132,p09140,hydUD,0.5894886363636364
p134,p23001,hydUD,0.019552191737622203
p134,p23003,hydUD,0.004415011037527593
p134,p23009,hydUD,0.0293282876064333
p134,p23011,hydUD,0.013875748975086723
p134,p23019,hydUD,0.36549984232103433
p134,p23025,hydUD,0.5547146010722169
p134,p23031,hydUD,0.012614317250078838
p14,p16017,hydUD,0.9442852594715059
p14,p16055,hydUD,0.05571474052849411
p15,p16001,hydUD,0.0025146689019279133
p15,p16035,hydUD,0.3543397089080241
p15,p16039,hydUD,0.030480835174883793
p15,p16045,hydUD,0.007772612969595367
p15,p16067,hydUD,0.021107978358607025
p15,p16073,hydUD,0.07071553760573039
p15,p16087,hydUD,0.5130686580812314
p16,p16019,hydUD,0.7853962600178094
p16,p16029,hydUD,0.21460373998219054
p17,p30007,hydUD,0.0062307297019527225
p17,p30029,hydUD,0.27492291880781083
p17,p30039,hydUD,0.0012846865364850974
p17,p30053,hydUD,0.3372302158273381
p17,p30057,hydUD,0.007322713257965056
p17,p30089,hydUD,0.37300873586844807
p18,p30003,hydUD,0.46543629593653874
p18,p30013,hydUD,0.41201230370730124
p18,p30049,hydUD,0.12255140035615993
p19,p30105,hydUD,1.0
p2,p53005,hydUD,0.013413816230717638
p2,p53015,hydUD,0.18287502794545046
p2,p53041,hydUD,0.5667337357478203
p2,p53045,hydUD,0.16431924882629112
p2,p53059,hydUD,0.07265817124972054
p21,p56013,hydUD,0.3981481481481481
p21,p56029,hydUD,0.6018518518518519
p24,p56007,hydUD,0.36627906976744184
p24,p56025,hydUD,0.44933554817275745
p24,p56031,hydUD,0.18438538205980068
p25,p49003,hydUD,1.0
p26,p49009,hydUD,0.9656488549618321
p26,p49051,hydUD,0.03435114503816794
p27,p04015,hydUD,1.0
p28,p04005,hydUD,0.8617405582922825
p28,p04012,hydUD,0.07881773399014778
p28,p04013,hydUD,0.059441707717569785
p3,p53043,hydUD,0.07500209503058745
p3,p53051,hydUD,0.9249979049694126
p33,p08013,hydUD,0.040268456375838924
p33,p08019,hydUD,0.008260196179659266
p33,p08069,hydUD,0.7372225090345895
p33,p08077,hydUD,0.08002065049044914
p33,p08117,hydUD,0.1342281879194631
p34,p08051,hydUD,0.32214765100671144
p34,p08067,hydUD,0.01715137956748695
p34,p08083,hydUD,0.0044742729306487695
p34,p08085,hydUD,0.6457867263236391
p34,p08113,hydUD,0.010439970171513796
p36,p38057,hydUD,1.0
p38,p46023,hydUD,0.2258469259723965
p38,p46065,hydUD,0.4479297365119197
p38,p46085,hydUD,0.32622333751568383
p4,p53017,hydUD,0.1735242688677291
p4,p53025,hydUD,0.8264757311322709
p40,p31141,hydUD,1.0
p43,p27017,hydUD,0.815845824411135
p43,p27075,hydUD,0.043897216274089934
p43,p27137,hydUD,0.14025695931477516
p46,p55017,hydUD,1.0
p5,p41031,hydUD,0.4407005520654864
p5,p41039,hydUD,0.06044165238911099
p5,p41047,hydUD,0.09518370454978109
p5,p41063,hydUD,0.4036740909956216
p50,p40061,hydUD,0.39731285988483683
p50,p40089,hydUD,0.44145873320537427
p50,p40135,hydUD,0.16122840690978887
p51,p40097,hydUD,1.0
p55,p29213,hydUD,1.0
p56,p05015,hydUD,0.5886654478976234
p56,p05023,hydUD,0.41133455210237657
p6,p41019,hydUD,0.9180952380952382
p6,p41029,hydUD,0.0819047619047619
p63,p48181,hydUD,0.6818181818181818
p63,p48217,hydUD,0.3181818181818182
p66,p48241,hydUD,0.6658130601792575
p66,p48373,hydUD,0.33418693982074266
p7,p41001,hydUD,1.0
p70,p19125,hydUD,1.0
p72,p29131,hydUD,1.0
p74,p26071,hydUD,0.6014492753623188
p74,p26103,hydUD,0.39855072463768115
p75,p55069,hydUD,0.5038167938931297
p75,p55073,hydUD,0.13740458015267176
p75,p55075,hydUD,0.22900763358778622
p75,p55097,hydUD,0.12977099236641218
p76,p55001,hydUD,0.3271028037383178
p76,p55057,hydUD,0.4672897196261683
p76,p55141,hydUD,0.205607476635514
p85,p05005,hydUD,0.8602561651691837
p85,p05051,hydUD,0.1179506786465303
p85,p05059,hydUD,0.021793156184285983
p89,p01077,hydUD,0.5295917010240724
p89,p01095,hydUD,0.16318659396196303
p89,p01125,hydUD,0.07048809682138582
p89,p01127,hydUD,0.2367336081925788
p9,p06005,hydUD,0.0619065485295391
p9,p06007,hydUD,0.02020260324973304
p9,p06009,hydUD,0.07371064099974026
p9,p06017,hydUD,0.006003059251349246
p9,p06019,hydUD,0.05656728909925251
p9,p06039,hydUD,0.036768737914514134
p9,p06063,hydUD,0.03636468584951947
p9,p06067,hydUD,0.0620797137002511
p9,p06089,hydUD,0.4609656844353373
p9,p06103,hydUD,0.004329129267799937
p9,p06105,hydUD,0.04040520649946608
p9,p06109,hydUD,0.14069670120349795
p90,p01015,hydUD,0.07848548404901202
p90,p01019,hydUD,0.08941384258748207
p90,p01051,hydUD,0.20101556463185782
p90,p01081,hydUD,0.2513522463848107
p90,p01085,hydUD,0.09051771718732753
p90,p01111,hydUD,0.14681532177944587
p90,p01121,hydUD,0.14239982338006402
p92,p47001,hydUD,0.07347836149039572
p92,p47009,hydUD,0.0902568849803286
p92,p47019,hydUD,0.0387641749595001
p92,p47051,hydUD,0.023258504975700065
p92,p47057,hydUD,0.08192548021291365
p92,p47065,hydUD,0.08192548021291365
p92,p47071,hydUD,0.14134459615829664
p92,p47105,hydUD,0.0973154362416107
p92,p47123,hydUD,0.029507058551261272
p92,p47139,hydUD,0.013885674612358246
p92,p47143,hydUD,0.11363110391113164
p92,p47155,hydUD,0.1029275630641055
p92,p47163,hydUD,0.025688498032862755
p92,p47177,hydUD,0.020481370053228413
p92,p47179,hydUD,0.06560981254339271
p93,p21157,hydUD,1.0
p94,p13015,hydUD,0.04032483898067768
p94,p13035,hydUD,0.012769532343881266
p94,p13105,hydUD,0.18818258190982917
p94,p13111,hydUD,0.009689162699523943
p94,p13117,hydUD,0.07101652198263791
p94,p13121,hydUD,0.005880705684682162
p94,p13137,hydUD,0.06995239428731448
p94,p13147,hydUD,0.22682721926631197
p94,p13151,hydUD,0.09409129095491459
p94,p13213,hydUD,0.13441612993559227
p94,p13215,hydUD,0.052310277233268
p94,p13241,hydUD,0.018594231307756934
p94,p13257,hydUD,0.01596191542985158
p94,p13285,hydUD,0.048725847101652196
p94,p13291,hydUD,0.011257350882105851
p95,p45001,hydUD,0.049523809523809526
p95,p45021,hydUD,0.5238095238095237
p95,p45023,hydUD,0.08380952380952382
p95,p45087,hydUD,0.34285714285714286
p96,p45071,hydUD,1.0
p97,p37039,hydUD,0.08853220270543105
p97,p37043,hydUD,0.01584898041590955
p97,p37057,hydUD,0.03937007874015748
p97,p37075,hydUD,0.2695336159903089
p97,p37087,hydUD,0.11306279022814456
p97,p37099,hydUD,0.05007066424389258
p97,p37113,hydUD,0.04684029880880274
p97,p37167,hydUD,0.06965475469412477
p97,p37173,hydUD,0.3070866141732284
p98,p37083,hydUD,0.6069364161849711
p98,p37123,hydUD,0.3930635838150289
p99,p51117,hydUD,0.427008350129571
p99,p51143,hydUD,0.572991649870429
p1,p53007,hydUND,0.30273131993743235
p1,p53033,hydUND,0.09361087715076405
p1,p53053,hydUND,0.0843460474070509
p1,p53061,hydUND,0.004752737336060644
p1,p53067,hydUND,0.007459992780652149
p1,p53073,hydUND,0.50709902538804
p10,p06025,hydUND,0.07525544202576633
p10,p06027,hydUND,0.07099067081297201
p10,p06029,hydUND,0.1163038649489116
p10,p06037,hydUND,0.28671701466015104
p10,p06051,hydUND,0.06574855619724566
p10,p06059,hydUND,0.010928476232785428
p10,p06065,hydUND,0.0438916037316748
p10,p06071,hydUND,0.29462461128387385
p10,p06107,hydUND,0.034651266103953804
p10,p06111,hydUND,0.000888494002665482
p100,p51139,hydUND,1.0
p101,p12073,hydUND,1.0
p103,p26001,hydUND,0.01919122686771762
p103,p26005,hydUND,0.00959561343385881
p103,p26007,hydUND,0.04934886908841674
p103,p26025,hydUND,0.0013708019191226873
p103,p26031,hydUND,0.012337217272104186
p103,p26033,hydUND,0.3413296778615489
p103,p26051,hydUND,0.04934886908841674
p103,p26057,hydUND,0.0027416038382453746
p103,p26067,hydUND,0.008224811514736124
p103,p26069,hydUND,0.10143934201507886
p103,p26081,hydUND,0.020562028786840308
p103,p26101,hydUND,0.07196710075394108
p103,p26107,hydUND,0.016449623029472248
p103,p26111,hydUND,0.024674434544208368
p103,p26123,hydUND,0.24948594928032908
p103,p26135,hydUND,0.010966415352981498
p103,p26163,hydUND,0.010966415352981498
p104,p26021,hydUND,0.6938775510204083
p104,p26149,hydUND,0.3061224489795918
p105,p18015,hydUND,0.38961038961038963
p105,p18039,hydUND,0.0909090909090909
p105,p18141,hydUND,0.2597402597402597
p105,p18181,hydUND,0.2597402597402597
p107,p18155,hydUND,1.0
p109,p21023,hydUND,0.3421309872922776
p109,p21065,hydUND,0.008145975887911371
p109,p21111,hydUND,0.32844574780058644
p109,p21113,hydUND,0.00749429781687846
p109,p21125,hydUND,0.19876181166503745
p109,p21129,hydUND,0.012381883349625287
p109,p21167,hydUND,0.10263929618768328
p11,p06073,hydUND,1.0
p110,p21193,hydUND,1.0
p112,p39039,hydUND,0.045045045045045036
p112,p39041,hydUND,0.05205205205205205
p112,p39105,hydUND,0.20020020020020018
p112,p39145,hydUND,0.7027027027027027
p114,p39017,hydUND,1.0
p115,p42003,hydUND,0.044651131442821276
p115,p42005,hydUND,0.43892904682471484
p115,p42007,hydUND,0.04549360562098773
p115,p42051,hydUND,0.43808657264654843
p115,p42129,hydUND,0.0328396434649278
p116,p54003,hydUND,0.005254860746190226
p116,p54037,hydUND,0.022595901208617968
p116,p54067,hydUND,0.42038885969521805
p116,p54073,hydUND,0.23121387283236994
p116,p54103,hydUND,0.09984235417761429
p116,p54107,hydUND,0.22070415133998944
p117,p54039,hydUND,0.6063157894736843
p117,p54079,hydUND,0.39368421052631586
p118,p51009,hydUND,0.060658578856152515
p118,p51035,hydUND,0.35181975736568455
p118,p51077,hydUND,0.043327556325823226
p118,p51089,hydUND,0.010398613518197574
p118,p51155,hydUND,0.5181975736568458
p118,p51161,hydUND,0.01559792027729636
p12,p32001,hydUND,0.4552845528455284
p12,p32019,hydUND,0.2032520325203252
p12,p32029,hydUND,0.3414634146341463
p121,p24023,hydUND,1.0
p122,p42031,hydUND,0.042916235780765255
p122,p42061,hydUND,0.01447776628748707
p122,p42071,hydUND,0.8615563598759048
p122,p42111,hydUND,0.01577042399172699
p122,p42115,hydUND,0.0019389865563598759
p122,p42123,hydUND,0.038779731127197514
p122,p42133,hydUND,0.024560496380558426
p123,p24025,hydUND,1.0
p126,p34031,hydUND,1.0
p127,p36001,hydUND,0.005843405437226594
p127,p36003,hydUND,0.00031081943815035074
p127,p36011,hydUND,0.0004973111010405613
p127,p36019,hydUND,0.01672208577248887
