allt,i,cost_cap,cost_fom,cost_vom,heat_rate
2017,WIND,85511139.0,2515034.0,0.0,0.0
2018,WIND,85511139.0,2515034.0,0.0,0.0
2019,WIND,85511139.0,2515034.0,0.0,0.0
2020,WIND,85511139.0,2515034.0,0.0,0.0
2021,WIND,82516495.0,2491345.0,0.0,0.0
2022,WIND,79521850.0,2467657.0,0.0,0.0
2023,WIND,76527205.0,2443969.0,0.0,0.0
2024,WIND,73532561.0,2420281.0,0.0,0.0
2025,WIND,70537916.0,2396593.0,0.0,0.0
2026,WIND,67543272.0,2372905.0,0.0,0.0
2027,WIND,64548627.0,2349217.0,0.0,0.0
2028,WIND,61553983.0,2325529.0,0.0,0.0
2029,WIND,58559338.0,2301841.0,0.0,0.0
2030,WIND,55564694.0,2278152.0,0.0,0.0
2031,WIND,55009047.0,2261066.0,0.0,0.0
2032,WIND,54453400.0,2243980.0,0.0,0.0
2033,WIND,53897753.0,2226894.0,0.0,0.0
2034,WIND,53342106.0,2209808.0,0.0,0.0
2035,WIND,52786459.0,2192722.0,0.0,0.0
2036,WIND,52230812.0,2175636.0,0.0,0.0
2037,WIND,51675165.0,2158549.0,0.0,0.0
2038,WIND,51119518.0,2141463.0,0.0,0.0
2039,WIND,50563871.0,2124377.0,0.0,0.0
2040,WIND,50008224.0,2107291.0,0.0,0.0
2041,WIND,49452577.0,2090205.0,0.0,0.0
2042,WIND,48896930.0,2073119.0,0.0,0.0
2043,WIND,48341283.0,2056033.0,0.0,0.0
2044,WIND,47785637.0,2038946.0,0.0,0.0
2045,WIND,47229990.0,2021860.0,0.0,0.0
2046,WIND,46674343.0,2004774.0,0.0,0.0
2047,WIND,46118696.0,1987688.0,0.0,0.0
2048,WIND,45563049.0,1970602.0,0.0,0.0
2049,WIND,45007402.0,1953516.0,0.0,0.0
2050,WIND,44451755.0,1936430.0,0.0,0.0
2017,UPV,77985016.0,1323240.0,0.0,0.0
2018,UPV,77985016.0,1323240.0,0.0,0.0
2019,UPV,77985016.0,1323240.0,0.0,0.0
2020,UPV,77985016.0,1323240.0,0.0,0.0
2021,UPV,68193373.0,1202350.0,0.0,0.0
2022,UPV,64630066.0,1153160.0,0.0,0.0
2023,UPV,61066758.0,1104731.0,0.0,0.0
2024,UPV,57503450.0,1056691.0,0.0,0.0
2025,UPV,53940143.0,1009009.0,0.0,0.0
2026,UPV,50376835.0,961658.0,0.0,0.0
2027,UPV,46813527.0,914614.0,0.0,0.0
2028,UPV,43250219.0,867856.0,0.0,0.0
2029,UPV,39686912.0,821363.0,0.0,0.0
2030,UPV,36123604.0,775117.0,0.0,0.0
2031,UPV,35679323.0,767777.0,0.0,0.0
2032,UPV,35235042.0,760479.0,0.0,0.0
2033,UPV,34790761.0,753225.0,0.0,0.0
2034,UPV,34346479.0,746011.0,0.0,0.0
2035,UPV,33902198.0,738837.0,0.0,0.0
2036,UPV,33457917.0,731702.0,0.0,0.0
2037,UPV,33013636.0,724605.0,0.0,0.0
2038,UPV,32569355.0,717544.0,0.0,0.0
2039,UPV,32125074.0,710520.0,0.0,0.0
2040,UPV,31680793.0,703529.0,0.0,0.0
2041,UPV,31236512.0,696573.0,0.0,0.0
2042,UPV,30792231.0,689650.0,0.0,0.0
2043,UPV,30347949.0,682758.0,0.0,0.0
2044,UPV,29903668.0,675898.0,0.0,0.0
2045,UPV,29459387.0,669068.0,0.0,0.0
2046,UPV,29015106.0,662267.0,0.0,0.0
2047,UPV,28570825.0,655495.0,0.0,0.0
2048,UPV,28126544.0,648752.0,0.0,0.0
2049,UPV,27682263.0,642035.0,0.0,0.0
2050,UPV,27237982.0,635346.0,0.0,0.0
2017,DISTPV,104323882.0,1098319.0,0.0,0.0
2018,DISTPV,104323882.0,1098319.0,0.0,0.0
2019,DISTPV,104323882.0,1098319.0,0.0,0.0
2020,DISTPV,104323882.0,1098319.0,0.0,0.0
2021,DISTPV,93469658.0,1048126.0,0.0,0.0
2022,DISTPV,87691402.0,994129.0,0.0,0.0
2023,DISTPV,81913145.0,940133.0,0.0,0.0
2024,DISTPV,76134889.0,886136.0,0.0,0.0
2025,DISTPV,70356632.0,832139.0,0.0,0.0
2026,DISTPV,64578376.0,778143.0,0.0,0.0
2027,DISTPV,58800120.0,724146.0,0.0,0.0
2028,DISTPV,53021863.0,670149.0,0.0,0.0
2029,DISTPV,47243607.0,616152.0,0.0,0.0
2030,DISTPV,41465350.0,562156.0,0.0,0.0
2031,DISTPV,40930918.0,557162.0,0.0,0.0
2032,DISTPV,40396487.0,552167.0,0.0,0.0
2033,DISTPV,39862055.0,547173.0,0.0,0.0
2034,DISTPV,39327624.0,542179.0,0.0,0.0
2035,DISTPV,38793192.0,537185.0,0.0,0.0
2036,DISTPV,38258761.0,532191.0,0.0,0.0
2037,DISTPV,37724329.0,527197.0,0.0,0.0
2038,DISTPV,37189897.0,522202.0,0.0,0.0
2039,DISTPV,36655466.0,517208.0,0.0,0.0
2040,DISTPV,36121034.0,512214.0,0.0,0.0
2041,DISTPV,35586603.0,507220.0,0.0,0.0
2042,DISTPV,35052171.0,502226.0,0.0,0.0
