allt,i,cost_cap,cost_fom,cost_vom,heat_rate
2017,BATTERY_10,230679614.00,5766990.00,0.00,0.00
2018,BATTERY_10,230679614.00,5766990.00,0.00,0.00
2019,BATTERY_10,230679614.00,5766990.00,0.00,0.00
2020,BATTERY_10,230679614.00,5766990.00,0.00,0.00
2021,BATTERY_10,194843984.00,4871100.00,0.00,0.00
2022,BATTERY_10,179166054.00,4479151.00,0.00,0.00
2023,BATTERY_10,162876081.00,4071902.00,0.00,0.00
2024,BATTERY_10,148798895.00,3719972.00,0.00,0.00
2025,BATTERY_10,140347886.00,3508697.00,0.00,0.00
2026,BATTERY_10,132814944.00,3320374.00,0.00,0.00
2027,BATTERY_10,126270701.00,3156768.00,0.00,0.00
2028,BATTERY_10,119420436.00,2985511.00,0.00,0.00
2029,BATTERY_10,113182215.00,2829555.00,0.00,0.00
2030,BATTERY_10,107626672.00,2690667.00,0.00,0.00
2031,BATTERY_10,106324417.00,2658110.00,0.00,0.00
2032,BATTERY_10,104979084.00,2624477.00,0.00,0.00
2033,BATTERY_10,103633751.00,2590844.00,0.00,0.00
2034,BATTERY_10,102288417.00,2557210.00,0.00,0.00
2035,BATTERY_10,100943084.00,2523577.00,0.00,0.00
2036,BATTERY_10,99597750.00,2489944.00,0.00,0.00
2037,BATTERY_10,98252417.00,2456310.00,0.00,0.00
2038,BATTERY_10,96907084.00,2422677.00,0.00,0.00
2039,BATTERY_10,95561750.00,2389044.00,0.00,0.00
2040,BATTERY_10,94216417.00,2355410.00,0.00,0.00
2041,BATTERY_10,92871083.00,2321777.00,0.00,0.00
2042,BATTERY_10,91525750.00,2288144.00,0.00,0.00
2043,BATTERY_10,90180417.00,2254510.00,0.00,0.00
2044,BATTERY_10,88835083.00,2220877.00,0.00,0.00
2045,BATTERY_10,87489750.00,2187244.00,0.00,0.00
2046,BATTERY_10,86144416.00,2153610.00,0.00,0.00
2047,BATTERY_10,84799083.00,2119977.00,0.00,0.00
2048,BATTERY_10,83453750.00,2086344.00,0.00,0.00
2049,BATTERY_10,82108416.00,2052710.00,0.00,0.00
2050,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2051,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2052,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2053,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2054,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2055,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2056,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2057,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2058,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2059,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2060,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2061,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2062,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2063,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2064,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2065,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2066,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2067,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2068,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2069,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2070,BATTERY_10,80746016.00,2018650.00,0.00,0.00
2017,BATTERY_2,57806097.00,1445152.00,0.00,0.00
2018,BATTERY_2,57806097.00,1445152.00,0.00,0.00
2019,BATTERY_2,57806097.00,1445152.00,0.00,0.00
2020,BATTERY_2,57806097.00,1445152.00,0.00,0.00
2021,BATTERY_2,50116322.00,1252908.00,0.00,0.00
2022,BATTERY_2,47181709.00,1179543.00,0.00,0.00
2023,BATTERY_2,43635051.00,1090876.00,0.00,0.00
2024,BATTERY_2,41390945.00,1034774.00,0.00,0.00
2025,BATTERY_2,39311594.00,982790.00,0.00,0.00
2026,BATTERY_2,38150310.00,953758.00,0.00,0.00
2027,BATTERY_2,37067488.00,926687.00,0.00,0.00
2028,BATTERY_2,35678644.00,891966.00,0.00,0.00
2029,BATTERY_2,34901845.00,872546.00,0.00,0.00
2030,BATTERY_2,33897486.00,847437.00,0.00,0.00
2031,BATTERY_2,33494090.00,837352.00,0.00,0.00
2032,BATTERY_2,33070372.00,826759.00,0.00,0.00
2033,BATTERY_2,32646653.00,816166.00,0.00,0.00
2034,BATTERY_2,32222935.00,805573.00,0.00,0.00
2035,BATTERY_2,31799216.00,794980.00,0.00,0.00
2036,BATTERY_2,31375497.00,784387.00,0.00,0.00
2037,BATTERY_2,30951779.00,773794.00,0.00,0.00
2038,BATTERY_2,30528060.00,763202.00,0.00,0.00
2039,BATTERY_2,30104342.00,752609.00,0.00,0.00
2040,BATTERY_2,29680623.00,742016.00,0.00,0.00
2041,BATTERY_2,29256905.00,731423.00,0.00,0.00
2042,BATTERY_2,28833186.00,720830.00,0.00,0.00
2043,BATTERY_2,28409467.00,710237.00,0.00,0.00
2044,BATTERY_2,27985749.00,699644.00,0.00,0.00
2045,BATTERY_2,27562030.00,689051.00,0.00,0.00
2046,BATTERY_2,27138312.00,678458.00,0.00,0.00
2047,BATTERY_2,26714593.00,667865.00,0.00,0.00
2048,BATTERY_2,26290875.00,657272.00,0.00,0.00
2049,BATTERY_2,25867156.00,646679.00,0.00,0.00
2050,BATTERY_2,25449126.00,636228.00,0.00,0.00
2051,BATTERY_2,25449126.00,636228.00,0.00,0.00
2052,BATTERY_2,25449126.00,636228.00,0.00,0.00
2053,BATTERY_2,25449126.00,636228.00,0.00,0.00
2054,BATTERY_2,25449126.00,636228.00,0.00,0.00
2055,BATTERY_2,25449126.00,636228.00,0.00,0.00
2056,BATTERY_2,25449126.00,636228.00,0.00,0.00
2057,BATTERY_2,25449126.00,636228.00,0.00,0.00
2058,BATTERY_2,25449126.00,636228.00,0.00,0.00
2059,BATTERY_2,25449126.00,636228.00,0.00,0.00
2060,BATTERY_2,25449126.00,636228.00,0.00,0.00
2061,BATTERY_2,25449126.00,636228.00,0.00,0.00
2062,BATTERY_2,25449126.00,636228.00,0.00,0.00
2063,BATTERY_2,25449126.00,636228.00,0.00,0.00
2064,BATTERY_2,25449126.00,636228.00,0.00,0.00
2065,BATTERY_2,25449126.00,636228.00,0.00,0.00
2066,BATTERY_2,25449126.00,636228.00,0.00,0.00
2067,BATTERY_2,25449126.00,636228.00,0.00,0.00
2068,BATTERY_2,25449126.00,636228.00,0.00,0.00
2069,BATTERY_2,25449126.00,636228.00,0.00,0.00
2070,BATTERY_2,25449126.00,636228.00,0.00,0.00
2017,BATTERY_4,101024477.00,2525612.00,0.00,0.00
2018,BATTERY_4,101024477.00,2525612.00,0.00,0.00
2019,BATTERY_4,101024477.00,2525612.00,0.00,0.00
2020,BATTERY_4,101024477.00,2525612.00,0.00,0.00
2021,BATTERY_4,86298238.00,2157456.00,0.00,0.00
2022,BATTERY_4,80177795.00,2004445.00,0.00,0.00
2023,BATTERY_4,73445309.00,1836133.00,0.00,0.00
2024,BATTERY_4,68242933.00,1706073.00,0.00,0.00
2025,BATTERY_4,64570667.00,1614267.00,0.00,0.00
2026,BATTERY_4,61816468.00,1545412.00,0.00,0.00
2027,BATTERY_4,59368291.00,1484207.00,0.00,0.00
2028,BATTERY_4,56614092.00,1415352.00,0.00,0.00
2029,BATTERY_4,54471937.00,1361798.00,0.00,0.00
2030,BATTERY_4,52329783.00,1308245.00,0.00,0.00
2031,BATTERY_4,51701672.00,1292542.00,0.00,0.00
2032,BATTERY_4,51047550.00,1276189.00,0.00,0.00
2033,BATTERY_4,50393428.00,1259836.00,0.00,0.00
2034,BATTERY_4,49739305.00,1243483.00,0.00,0.00
2035,BATTERY_4,49085183.00,1227130.00,0.00,0.00
2036,BATTERY_4,48431061.00,1210777.00,0.00,0.00
2037,BATTERY_4,47776938.00,1194423.00,0.00,0.00
2038,BATTERY_4,47122816.00,1178070.00,0.00,0.00
2039,BATTERY_4,46468694.00,1161717.00,0.00,0.00
2040,BATTERY_4,45814572.00,1145364.00,0.00,0.00
2041,BATTERY_4,45160449.00,1129011.00,0.00,0.00
2042,BATTERY_4,44506327.00,1112658.00,0.00,0.00
2043,BATTERY_4,43852205.00,1096305.00,0.00,0.00
2044,BATTERY_4,43198082.00,1079952.00,0.00,0.00
2045,BATTERY_4,42543960.00,1063599.00,0.00,0.00
2046,BATTERY_4,41889838.00,1047246.00,0.00,0.00
2047,BATTERY_4,41235716.00,1030893.00,0.00,0.00
2048,BATTERY_4,40581593.00,1014540.00,0.00,0.00
