allt,i,cost_cap,cost_fom,cost_vom,heat_rate
2017,WIND,85511139.0,2515034.0,0.0,0.0
2018,WIND,85511139.0,2515034.0,0.0,0.0
2019,WIND,85511139.0,2515034.0,0.0,0.0
2020,WIND,85511139.0,2515034.0,0.0,0.0
2021,WIND,82808940.0,2515034.0,0.0,0.0
2022,WIND,80106742.0,2515034.0,0.0,0.0
2023,WIND,77404543.0,2515034.0,0.0,0.0
2024,WIND,74702344.0,2515034.0,0.0,0.0
2025,WIND,72000145.0,2515034.0,0.0,0.0
2026,WIND,69297946.0,2515034.0,0.0,0.0
2027,WIND,66595748.0,2515034.0,0.0,0.0
2028,WIND,63893549.0,2515034.0,0.0,0.0
2029,WIND,61191350.0,2515034.0,0.0,0.0
2030,WIND,58489151.0,2515034.0,0.0,0.0
2031,WIND,58196705.0,2509329.0,0.0,0.0
2032,WIND,57904260.0,2503625.0,0.0,0.0
2033,WIND,57611814.0,2497921.0,0.0,0.0
2034,WIND,57319368.0,2492217.0,0.0,0.0
2035,WIND,57026922.0,2486513.0,0.0,0.0
2036,WIND,56734477.0,2480809.0,0.0,0.0
2037,WIND,56442031.0,2475104.0,0.0,0.0
2038,WIND,56149585.0,2469400.0,0.0,0.0
2039,WIND,55857139.0,2463696.0,0.0,0.0
2040,WIND,55564694.0,2457992.0,0.0,0.0
2041,WIND,55272248.0,2452288.0,0.0,0.0
2042,WIND,54979802.0,2446584.0,0.0,0.0
2043,WIND,54687356.0,2440879.0,0.0,0.0
2044,WIND,54394911.0,2435175.0,0.0,0.0
2045,WIND,54102465.0,2429471.0,0.0,0.0
2046,WIND,53810019.0,2423767.0,0.0,0.0
2047,WIND,53517573.0,2418063.0,0.0,0.0
2048,WIND,53225128.0,2412359.0,0.0,0.0
2049,WIND,52932682.0,2406655.0,0.0,0.0
2050,WIND,52640236.0,2400950.0,0.0,0.0
2017,UPV,77985016.0,1323240.0,0.0,0.0
2018,UPV,77985016.0,1323240.0,0.0,0.0
2019,UPV,77985016.0,1323240.0,0.0,0.0
2020,UPV,77985016.0,1323240.0,0.0,0.0
2021,UPV,68193373.0,1202350.0,0.0,0.0
2022,UPV,68059093.0,1197964.0,0.0,0.0
2023,UPV,67924812.0,1193962.0,0.0,0.0
2024,UPV,67790532.0,1190003.0,0.0,0.0
2025,UPV,67656251.0,1186086.0,0.0,0.0
2026,UPV,67521970.0,1182209.0,0.0,0.0
2027,UPV,67387690.0,1178372.0,0.0,0.0
2028,UPV,67253409.0,1174573.0,0.0,0.0
2029,UPV,67119128.0,1170812.0,0.0,0.0
2030,UPV,66984848.0,1167087.0,0.0,0.0
2031,UPV,65833485.0,1153222.0,0.0,0.0
2032,UPV,64682123.0,1139360.0,0.0,0.0
2033,UPV,63530761.0,1125500.0,0.0,0.0
2034,UPV,62379398.0,1111643.0,0.0,0.0
2035,UPV,61228036.0,1097789.0,0.0,0.0
2036,UPV,60076674.0,1083938.0,0.0,0.0
2037,UPV,58925311.0,1070090.0,0.0,0.0
2038,UPV,57773949.0,1056244.0,0.0,0.0
2039,UPV,56622587.0,1042401.0,0.0,0.0
2040,UPV,55471224.0,1028560.0,0.0,0.0
2041,UPV,54319862.0,1014722.0,0.0,0.0
2042,UPV,53168500.0,1000887.0,0.0,0.0
2043,UPV,52017137.0,987054.0,0.0,0.0
2044,UPV,50865775.0,973224.0,0.0,0.0
2045,UPV,49714413.0,959397.0,0.0,0.0
2046,UPV,48563050.0,945572.0,0.0,0.0
2047,UPV,47411688.0,931749.0,0.0,0.0
2048,UPV,46260326.0,917929.0,0.0,0.0
2049,UPV,45108963.0,904112.0,0.0,0.0
2050,UPV,43957601.0,890297.0,0.0,0.0
2017,DISTPV,104323882.0,1098319.0,0.0,0.0
2018,DISTPV,104323882.0,1098319.0,0.0,0.0
2019,DISTPV,104323882.0,1098319.0,0.0,0.0
2020,DISTPV,104323882.0,1098319.0,0.0,0.0
2021,DISTPV,93469658.0,1048126.0,0.0,0.0
2022,DISTPV,92756671.0,1041463.0,0.0,0.0
2023,DISTPV,92043683.0,1034801.0,0.0,0.0
2024,DISTPV,91330696.0,1028138.0,0.0,0.0
2025,DISTPV,90617708.0,1021475.0,0.0,0.0
2026,DISTPV,89904721.0,1014812.0,0.0,0.0
2027,DISTPV,89191733.0,1008150.0,0.0,0.0
2028,DISTPV,88478745.0,1001487.0,0.0,0.0
2029,DISTPV,87765758.0,994824.0,0.0,0.0
2030,DISTPV,87052770.0,988161.0,0.0,0.0
2031,DISTPV,85400769.0,972724.0,0.0,0.0
2032,DISTPV,83748768.0,957286.0,0.0,0.0
2033,DISTPV,82096767.0,941849.0,0.0,0.0
2034,DISTPV,80444766.0,926411.0,0.0,0.0
2035,DISTPV,78792765.0,910973.0,0.0,0.0
2036,DISTPV,77140764.0,895536.0,0.0,0.0
2037,DISTPV,75488763.0,880098.0,0.0,0.0
2038,DISTPV,73836761.0,864660.0,0.0,0.0
2039,DISTPV,72184760.0,849223.0,0.0,0.0
2040,DISTPV,70532759.0,833785.0,0.0,0.0
2041,DISTPV,68880758.0,818347.0,0.0,0.0
2042,DISTPV,67228757.0,802910.0,0.0,0.0
