*tech,region,sc_point_gid,year,capacity
wind-ons_9,p30035,7317,2010,101.4
wind-ons_8,p30101,7697,2010,104.2
wind-ons_9,p23003,9109,2010,42
wind-ons_5,p53037,9165,2010,44
wind-ons_7,p53037,9166,2010,168
wind-ons_8,p53037,9546,2010,60.6
wind-ons_10,p38019,10440,2010,118.5
wind-ons_10,p38019,10441,2010,40.5
wind-ons_7,p38069,10810,2010,149
wind-ons_10,p38071,10820,2010,40.5
wind-ons_6,p30013,12258,2010,9
wind-ons_10,p38101,12702,2010,115.5
wind-ons_9,p23029,12911,2010,57
wind-ons_7,p53013,12978,2010,149.4
wind-ons_8,p53013,12979,2010,78
wind-ons_10,p38101,13080,2010,2.6
wind-ons_10,p38101,13082,2010,4.5
wind-ons_9,p38049,13085,2010,11.9
wind-ons_5,p53039,13339,2010,136.3
wind-ons_6,p53039,13342,2010,199
wind-ons_6,p53005,13350,2010,95
wind-ons_7,p53013,13358,2010,7.2
wind-ons_8,p53013,13359,2010,156
wind-ons_7,p53039,13718,2010,262.2
wind-ons_7,p53039,13720,2010,94
wind-ons_6,p53039,13721,2010,98.9
wind-ons_7,p53039,13722,2010,204
wind-ons_6,p53071,13731,2010,176.9
wind-ons_7,p41021,14100,2010,163.3
wind-ons_5,p41049,14104,2010,9.9
wind-ons_3,p41049,14107,2010,5
wind-ons_3,p41059,14110,2010,25
wind-ons_6,p41059,14111,2010,122.8
wind-ons_6,p41059,14112,2010,43
wind-ons_7,p41055,14478,2010,81
wind-ons_7,p41055,14480,2010,221
wind-ons_6,p41049,14484,2010,98.7
wind-ons_5,p41049,14485,2010,1.7
wind-ons_5,p41049,14486,2010,8.3
wind-ons_5,p41049,14487,2010,10
wind-ons_6,p41059,14493,2010,98.9
wind-ons_9,p27137,14655,2010,25
wind-ons_7,p41055,14858,2010,24
wind-ons_8,p41055,14859,2010,125.4
wind-ons_8,p41055,14860,2010,102.9
wind-ons_6,p41021,14861,2010,102.9
wind-ons_6,p41049,14864,2010,72
wind-ons_6,p41049,14865,2010,3.3
wind-ons_5,p41049,14866,2010,9.9
wind-ons_6,p41059,14867,2010,10
wind-ons_10,p23007,15175,2010,66
wind-ons_7,p41055,15239,2010,100.8
wind-ons_5,p41021,15241,2010,76.5
wind-ons_6,p41021,15242,2010,100.5
wind-ons_6,p41049,15247,2010,9.9
wind-ons_6,p41059,15248,2010,6.6
wind-ons_10,p38091,15383,2010,49.5
wind-ons_10,p38065,15742,2010,50.6
wind-ons_9,p38065,15743,2010,48
wind-ons_10,p38015,15745,2010,49.5
wind-ons_10,p38015,15746,2010,18
wind-ons_10,p38039,15762,2010,120
wind-ons_5,p41021,16000,2010,24.6
wind-ons_6,p41021,16001,2010,25.2
wind-ons_7,p30107,16069,2010,135
wind-ons_9,p38015,16126,2010,31.5
wind-ons_10,p38003,16143,2010,148.5
wind-ons_9,p38003,16522,2010,48
wind-ons_8,p27027,16532,2010,0.931
wind-ons_9,p27027,16910,2010,0.7
wind-ons_9,p27027,16912,2010,0.969
wind-ons_9,p27027,17290,2010,0.7
wind-ons_7,p23027,17465,2010,4.5
wind-ons_8,p23009,17850,2010,4.5
wind-ons_8,p41001,18295,2010,100.7
wind-ons_9,p36019,18576,2010,60
wind-ons_9,p30025,18763,2010,30
wind-ons_8,p36033,18954,2010,10.5
wind-ons_9,p36019,18956,2010,54
wind-ons_8,p36019,18957,2010,97.5
wind-ons_8,p26097,19265,2010,1.8
wind-ons_9,p36033,19334,2010,46.5
wind-ons_10,p36033,19335,2010,96
wind-ons_10,p38021,19556,2010,61.5
wind-ons_9,p36033,19715,2010,21
wind-ons_10,p38021,20696,2010,180
wind-ons_9,p27149,22235,2010,0.4
wind-ons_6,p36049,23128,2010,45.5
wind-ons_6,p36049,23509,2010,54
wind-ons_9,p36049,23888,2010,36
wind-ons_6,p36049,23889,2010,32.5
wind-ons_6,p36049,23890,2010,16.5
wind-ons_8,p27073,24132,2010,0.931
wind-ons_8,p27073,24133,2010,0.931
wind-ons_9,p27067,24140,2010,2
wind-ons_9,p27067,24141,2010,2
wind-ons_6,p36049,24270,2010,30.55
wind-ons_10,p33019,24291,2010,24
wind-ons_8,p27073,24512,2010,0.931
wind-ons_8,p27073,24513,2010,0.931
wind-ons_9,p27073,24514,2010,0.931
wind-ons_9,p55029,24568,2010,0.1
wind-ons_7,p36075,24646,2010,14.5
wind-ons_8,p27073,24892,2010,0.969
wind-ons_8,p27073,24893,2010,0.969
wind-ons_9,p27073,24894,2010,0.931
wind-ons_9,p27073,24895,2010,0.931
wind-ons_9,p27073,24896,2010,0.931
wind-ons_9,p27023,24897,2010,0.017
wind-ons_10,p55029,24948,2010,0.7
wind-ons_9,p55029,24949,2010,0.7
wind-ons_7,p36049,25027,2010,30.55
wind-ons_7,p36049,25028,2010,45.5
wind-ons_8,p36049,25029,2010,16.5
wind-ons_8,p27073,25272,2010,0.969
wind-ons_8,p27073,25273,2010,0.969
wind-ons_8,p27073,25274,2010,0.969
wind-ons_9,p27073,25275,2010,0.969
wind-ons_9,p27129,25278,2010,0.017
wind-ons_9,p27173,25656,2010,0.969
wind-ons_8,p50003,25806,2010,5.2
wind-ons_10,p27173,26032,2010,8.4
wind-ons_9,p27173,26033,2010,2.95
wind-ons_9,p27173,26034,2010,1.683
wind-ons_9,p27173,26035,2010,1.683
wind-ons_9,p27173,26036,2010,0.969
wind-ons_9,p27173,26037,2010,0.969
wind-ons_9,p27127,26039,2010,0.017
wind-ons_10,p46069,26392,2010,40.5
wind-ons_9,p46059,26394,2010,25
