region,year,capacity
s64,2012,184.6
s1,2010,6.0
s1,2022,29.5953
s3,2020,92.0802
s5,2022,97.9047
s4,2012,4.3
s4,2010,119.2337
s5,2020,43.9198
s97,2020,498.2
s99,2015,148.0
s7,2010,71.4663
s7,2021,49.377
s97,2017,150.0
s8,2020,144.0
s8,2012,105.3
s355,2015,171.2794
s8,2021,76.623
s64,2014,10.0
s64,2016,25.0
s355,2010,91.5
s5,2010,50.0
s9,2014,266.8
s9,2012,342.7
s64,2020,4.6943
s66,2012,60.0
s5,2024,60.0
s5,2011,201.2
s66,2020,75.3057
s99,2018,100.0
s120,2020,4.6
s356,2011,60.0
s356,2016,100.0
s16,2010,334.8
s16,2021,200.0
s16,2011,201.0
s16,2012,845.0
s16,2016,10.0
s16,2019,200.0
s16,2020,340.0
s355,2016,186.0
s102,2016,195.0
s356,2012,34.5
s356,2020,72.6
s67,2018,111.9252
s66,2021,160.0
s100,2010,139.2
s100,2012,255.0
s355,2014,8.5
s67,2012,9.6
s66,2014,9.7
s100,2019,106.7
s100,2015,205.0
s100,2017,99.3
s102,2010,62.4
s355,2021,15.3
s355,2017,19.3494
s66,2018,0.8748
s98,2016,328.67
s100,2016,75.33
s355,2011,20.0
s355,2012,50.6
s351,2012,60.9356
s351,2011,40.0
s353,2012,146.6598
s191,2020,125.9366
s211,2020,19.3634
s211,2012,28.0
s350,2012,14.0644
s356,2015,2.4206
s356,2017,3.4506
s120,2014,50.0
s338,2012,215.0
s338,2021,185.5658
s353,2016,12.1
s121,2018,2.0
s67,2021,160.0
s98,2010,19.5
s101,2019,200.0
s337,2021,14.4342
s98,2018,48.0
s101,2020,300.0
s19,2017,50.0
s98,2015,107.5
s19,2011,3.0
s67,2020,240.0
s109,2015,97.8
s121,2010,20.0
s216,2014,10.8875
s216,2016,12.0042
s124,2016,78.0
s216,2017,29.7918
s216,2012,10.6646
s336,2020,26.2167
s336,2018,31.9561
s354,2012,0.3402
s112,2020,563.8843
s214,2017,42.5455
s112,2010,309.0
s112,2019,298.1
s121,2011,20.3
s214,2016,17.7117
s214,2012,33.8774
s337,2018,47.9439
s109,2019,200.0
s109,2020,244.3157
s214,2014,10.8378
s354,2019,28.8
s95,2020,103.5
s124,2011,20.0
s216,2018,7.8489
s337,2020,7.9947
s109,2014,19.5
s214,2018,21.6683
s334,2020,43.7886
s348,2012,11.4263
s122,2018,44.6
s122,2011,10.0
s127,2011,2.5
s337,2016,74.3709
s337,2011,26.9487
s338,2016,3.3291
s352,2017,30.0
s347,2011,20.0065
s347,2012,30.0972
s348,2011,0.7776
s44,2012,177.9
s123,2020,650.0
s123,2011,55.0
s122,2020,5.0
s197,2010,20.0
s218,2012,244.858
s218,2017,176.6627
s334,2011,20.5886
s338,2011,11.8341
s347,2019,9.6
s347,2010,3.0
s110,2020,250.2
s123,2017,200.0
s123,2021,189.8096
s122,2021,69.3661
s217,2018,1.6281
s218,2013,175.1
s218,2014,297.7514
s218,2016,49.6841
s333,2013,92.5086
s334,2013,1.7943
s47,2010,124.5
s47,2012,115.8
s214,2020,208.5912
s339,2011,14.6286
s44,2011,55.4219
s176,2021,140.8242
s212,2012,100.8
s218,2019,82.2012
s218,2011,90.0
s334,2021,5.3946
s339,2021,93.9924
