t,st,rps_all,rps_solar,rps_wind
2010,AZ,0.014699825,0,0
2011,AZ,0.017571947,0,0
2012,AZ,0.020739902,0,0
2013,AZ,0.023478094,0,0
2014,AZ,0.026080094,0,0
2015,AZ,0.029287116,0,0
2016,AZ,0.034897819,0,0
2017,AZ,0.040517344,0,0
2018,AZ,0.04589746,0,0
2019,AZ,0.050606453,0,0
2020,AZ,0.057829773,0,0
2021,AZ,0.063572809,0,0
2022,AZ,0.069352156,0,0
2023,AZ,0.075131502,0,0
2024,AZ,0.080910848,0,0
2025,AZ,0.086690195,0,0
2026,AZ,0.086690195,0,0
2027,AZ,0.086690195,0,0
2028,AZ,0.086690195,0,0
2029,AZ,0.086690195,0,0
2030,AZ,0.086690195,0,0
2031,AZ,0.086690195,0,0
2032,AZ,0.086690195,0,0
2033,AZ,0.086690195,0,0
2034,AZ,0.086690195,0,0
2035,AZ,0.086690195,0,0
2036,AZ,0.086690195,0,0
2037,AZ,0.086690195,0,0
2038,AZ,0.086690195,0,0
2039,AZ,0.086690195,0,0
2040,AZ,0.086690195,0,0
2041,AZ,0.086690195,0,0
2042,AZ,0.086690195,0,0
2043,AZ,0.086690195,0,0
2044,AZ,0.086690195,0,0
2045,AZ,0.086690195,0,0
2046,AZ,0.086690195,0,0
2047,AZ,0.086690195,0,0
2048,AZ,0.086690195,0,0
2049,AZ,0.086690195,0,0
2050,AZ,0.086690195,0,0
2010,CA,0.167825243,0,0
2011,CA,0.196646793,0,0
2012,CA,0.196608593,0,0
2013,CA,0.193974156,0,0
2014,CA,0.207861202,0,0
2015,CA,0.219527831,0,0
2016,CA,0.242832834,0,0
2017,CA,0.261122666,0,0
2018,CA,0.28033585,0,0
2019,CA,0.297907719,0,0
2020,CA,0.314693891,0,0
2021,CA,0.34095031,0,0
2022,CA,0.366661628,0,0
2023,CA,0.39333604,0,0
2024,CA,0.419052505,0,0
2025,CA,0.447622503,0,0
2026,CA,0.46857337,0,0
2027,CA,0.495240433,0,0
2028,CA,0.520001638,0,0
2029,CA,0.544762979,0,0
2030,CA,0.571429838,0,0
2031,CA,0.571430458,0,0
2032,CA,0.571430667,0,0
2033,CA,0.571430871,0,0
2034,CA,0.571430567,0,0
2035,CA,0.571430146,0,0
2036,CA,0.571429371,0,0
2037,CA,0.571428482,0,0
2038,CA,0.571427573,0,0
2039,CA,0.571426524,0,0
2040,CA,0.571425757,0,0
2041,CA,0.571425255,0,0
2042,CA,0.571425077,0,0
2043,CA,0.571425444,0,0
2044,CA,0.571426057,0,0
2045,CA,0.571425514,0,0
2046,CA,0.571425664,0,0
2047,CA,0.571425417,0,0
2048,CA,0.571425268,0,0
2049,CA,0.571424707,0,0
2050,CA,0.571423823,0,0
2010,CO,0.024639923,0,0
2011,CO,0.06107997,0,0
2012,CO,0.06222483,0,0
2013,CO,0.062745152,0,0
2014,CO,0.062568409,0,0
2015,CO,0.106926153,0,0
2016,CO,0.106294156,0,0
2017,CO,0.105949049,0,0
2018,CO,0.106535949,0,0
2019,CO,0.10464691,0,0
2020,CO,0.193329948,0,0
2021,CO,0.193286412,0,0
2022,CO,0.193953725,0,0
2023,CO,0.194774301,0,0
2024,CO,0.195272412,0,0
2025,CO,0.195712274,0,0
2026,CO,0.196086891,0,0
2027,CO,0.196416229,0,0
2028,CO,0.196816321,0,0
2029,CO,0.197161897,0,0
2030,CO,0.197471993,0,0
2031,CO,0.197814631,0,0
2032,CO,0.198188006,0,0
2033,CO,0.198528977,0,0
2034,CO,0.198884134,0,0
2035,CO,0.199270443,0,0
2036,CO,0.199630227,0,0
2037,CO,0.199953512,0,0
2038,CO,0.200234076,0,0
2039,CO,0.20050084,0,0
2040,CO,0.200772282,0,0
2041,CO,0.201092184,0,0
2042,CO,0.201422021,0,0
2043,CO,0.201781657,0,0
2044,CO,0.20212559,0,0
2045,CO,0.202600254,0,0
2046,CO,0.202919872,0,0
2047,CO,0.203268687,0,0
2048,CO,0.203603897,0,0
2049,CO,0.203933498,0,0
2050,CO,0.20428859,0,0
2010,CT,0.099872627,0,0
2011,CT,0.109933497,0,0
2012,CT,0.119835667,0,0
2013,CT,0.129677651,0,0
2014,CT,0.139935305,0,0
2015,CT,0.154789077,0,0
2016,CT,0.169498328,0,0
2017,CT,0.184234101,0,0
2018,CT,0.208793717,0,0
2019,CT,0.233195798,0,0
2020,CT,0.247624372,0,0
2021,CT,0.262112063,0,0
2022,CT,0.276948595,0,0
2023,CT,0.296730637,0,0
2024,CT,0.31651268,0,0
2025,CT,0.336294722,0,0
2026,CT,0.356076765,0,0
2027,CT,0.375858807,0,0
2028,CT,0.395640849,0,0
2029,CT,0.415422892,0,0
2030,CT,0.435204934,0,0
2031,CT,0.435204934,0,0
2032,CT,0.435204934,0,0
2033,CT,0.435204934,0,0
2034,CT,0.435204934,0,0
2035,CT,0.435204934,0,0
2036,CT,0.435204934,0,0
2037,CT,0.435204934,0,0
2038,CT,0.435204934,0,0
2039,CT,0.435204934,0,0
2040,CT,0.435204934,0,0
2041,CT,0.435204934,0,0
2042,CT,0.435204934,0,0
2043,CT,0.435204934,0,0
2044,CT,0.435204934,0,0
2045,CT,0.435204934,0,0
2046,CT,0.435204934,0,0
2047,CT,0.435204934,0,0
2048,CT,0.435204934,0,0
2049,CT,0.435204934,0,0
2050,CT,0.435204934,0,0
2010,DE,0.023865762,8.37E-05,0
2011,DE,0.033084653,0.000110108,0
2012,DE,0.045039348,0.001191896,0
2013,DE,0.056191786,0.002452665,0
2014,DE,0.064552326,0.004689766,0
2015,DE,0.06731478,0.006751079,0
2016,DE,0.082432533,0.008797505,0
2017,DE,0.093431631,0.010786336,0
2018,DE,0.098393214,0.011973691,0
2019,DE,0.122923837,0.015158215,0
2020,DE,0.136144406,0.017378455,0
2021,DE,0.13444741,0.018274017,0
2022,DE,0.147391973,0.020742487,0
2023,DE,0.160303489,0.023360253,0
2024,DE,0.165625109,0.025010991,0
2025,DE,0.175451804,0.027217642,0
2026,DE,0.183480245,0.029172938,0
2027,DE,0.18791351,0.031239931,0
2028,DE,0.192299117,0.033293804,0
2029,DE,0.197044179,0.035404254,0
2030,DE,0.20162871,0.037493221,0
2031,DE,0.210477652,0.041652971,0
2032,DE,0.228138628,0.048310856,0
2033,DE,0.245901797,0.054989952,0
2034,DE,0.263529892,0.061641666,0
2035,DE,0.289776871,0.069894533,0
2036,DE,0.315867473,0.083187405,0
2037,DE,0.315836259,0.083111365,0
2038,DE,0.316567158,0.083227443,0
2039,DE,0.317087072,0.083301899,0
2040,DE,0.316909931,0.083202188,0
2041,DE,0.316902081,0.083135968,0
2042,DE,0.316978599,0.08308492,0
2043,DE,0.317246443,0.083078887,0
2044,DE,0.317437328,0.08305268,0
2045,DE,0.317572899,0.083009806,0
2046,DE,0.317844356,0.082998503,0
2047,DE,0.317918664,0.082935315,0
2048,DE,0.318267792,0.0829379,0
2049,DE,0.318366467,0.08287643,0
2050,DE,0.318264569,0.082757401,0
2010,IA,0.006508928,0,0
2011,IA,0.006479045,0,0
2012,IA,0.006471359,0,0
2013,IA,0.00633334,0,0
2014,IA,0.006266703,0,0
2015,IA,0.006273955,0,0
2016,IA,0.006107634,0,0
2017,IA,0.00604636,0,0
2018,IA,0.005776142,0,0
2019,IA,0.005795097,0,0
2020,IA,0.005841248,0,0
2021,IA,0.005592394,0,0
2022,IA,0.005423358,0,0
2023,IA,0.005452028,0,0
2024,IA,0.005478758,0,0
2025,IA,0.005454992,0,0
2026,IA,0.005414402,0,0
2027,IA,0.00537475,0,0
2028,IA,0.00534624,0,0
2029,IA,0.005325909,0,0
2030,IA,0.005299603,0,0
2031,IA,0.005276215,0,0
2032,IA,0.00524526,0,0
2033,IA,0.005219235,0,0
2034,IA,0.005190213,0,0
2035,IA,0.005154037,0,0
2036,IA,0.005123356,0,0
2037,IA,0.005095058,0,0
2038,IA,0.00506844,0,0
2039,IA,0.005051974,0,0
2040,IA,0.005035845,0,0
2041,IA,0.005012189,0,0
2042,IA,0.004982555,0,0
2043,IA,0.004949602,0,0
2044,IA,0.004920172,0,0
2045,IA,0.00489043,0,0
2046,IA,0.004857897,0,0
2047,IA,0.004820552,0,0
2048,IA,0.004787651,0,0
2049,IA,0.004753795,0,0
2050,IA,0.004713768,0,0
2010,IL,0.023579014,0,0
2011,IL,0.032331711,0,0
2012,IL,0.037487941,0,0
2013,IL,0.046755166,0,0
2014,IL,0.05352513,0,0
2015,IL,0.056286259,0,0
2016,IL,0.047161615,0,0
2017,IL,0.056818194,0,0
2018,IL,0.062034408,0,0
2019,IL,0.104093491,0,0
2020,IL,0.151600762,0,0
2021,IL,0.168447577,0.014739606,0.014739606
2022,IL,0.174544322,0.040383124,0.033040738
2023,IL,0.189431209,0.057384441,0.046950906
2024,IL,0.206359868,0.072788482,0.059554212
2025,IL,0.22161836,0.088857469,0.072701565
2026,IL,0.233760337,0.10444132,0.085451989
2027,IL,0.261686027,0.119893421,0.098094617
2028,IL,0.289974317,0.135224535,0.110638256
2029,IL,0.319208902,0.150507489,0.123142491
2030,IL,0.348585112,0.165599713,0.135490674
2031,IL,0.377151678,0.180462059,0.147650776
2032,IL,0.377000488,0.179747948,0.147066503
2033,IL,0.376948346,0.178917536,0.146387075
2034,IL,0.376340025,0.178034454,0.145664553
2035,IL,0.376081642,0.177132061,0.144926231
2036,IL,0.375155841,0.176083085,0.144067978
2037,IL,0.373613115,0.174795454,0.143014462
2038,IL,0.373374488,0.173821984,0.142217987
2039,IL,0.373324671,0.173144493,0.141663676
2040,IL,0.372679213,0.172160324,0.140858447
2041,IL,0.464711554,0.171102193,0.139992703
2042,IL,0.462648711,0.169940827,0.139042495
2043,IL,0.460710019,0.168759256,0.138075755
2044,IL,0.458625574,0.167413936,0.136975039
2045,IL,0.456364804,0.165879138,0.135719295
2046,IL,0.454421646,0.164357091,0.134473983
2047,IL,0.451759227,0.162662902,0.133087829
2048,IL,0.449352087,0.161026116,0.13174864
2049,IL,0.446707689,0.159199527,0.130254158
2050,IL,0.444150289,0.157188653,0.128608898
2010,KS,0,0,0
2011,KS,0.070817893,0,0
2012,KS,0.072153965,0,0
2013,KS,0.074305196,0,0
2014,KS,0.072627765,0,0
2015,KS,0,0,0
2016,KS,0,0,0
2017,KS,0,0,0
2018,KS,0,0,0
2019,KS,0,0,0
2020,KS,0,0,0
2021,KS,0,0,0
2022,KS,0,0,0
2023,KS,0,0,0
2024,KS,0,0,0
2025,KS,0,0,0
2026,KS,0,0,0
2027,KS,0,0,0
2028,KS,0,0,0
2029,KS,0,0,0
2030,KS,0,0,0
2031,KS,0,0,0
2032,KS,0,0,0
2033,KS,0,0,0
2034,KS,0,0,0
2035,KS,0,0,0
2036,KS,0,0,0
2037,KS,0,0,0
2038,KS,0,0,0
2039,KS,0,0,0
2040,KS,0,0,0
2041,KS,0,0,0
2042,KS,0,0,0
2043,KS,0,0,0
2044,KS,0,0,0
2045,KS,0,0,0
2046,KS,0,0,0
2047,KS,0,0,0
2048,KS,0,0,0
2049,KS,0,0,0
2050,KS,0,0,0
2010,MA,0.073658887,0.000598073,0
2011,MA,0.081944546,0.001414021,0
2012,MA,0.091792017,0.001474491,0
2013,MA,0.082184331,0.003425256,0
2014,MA,0.093317076,0.009370152,0
2015,MA,0.104370962,0.022629544,0
2016,MA,0.11716286,0.023662671,0
2017,MA,0.126147847,0.043994566,0
