h17,quarter,ccseason,year,hour,datetime
h9,wint,cold,2007,1,2007-01-01 00:00:00-05:00
h9,wint,cold,2007,2,2007-01-01 01:00:00-05:00
h9,wint,cold,2007,3,2007-01-01 02:00:00-05:00
h9,wint,cold,2007,4,2007-01-01 03:00:00-05:00
h9,wint,cold,2007,5,2007-01-01 04:00:00-05:00
h9,wint,cold,2007,6,2007-01-01 05:00:00-05:00
h10,wint,cold,2007,7,2007-01-01 06:00:00-05:00
h10,wint,cold,2007,8,2007-01-01 07:00:00-05:00
h10,wint,cold,2007,9,2007-01-01 08:00:00-05:00
h10,wint,cold,2007,10,2007-01-01 09:00:00-05:00
h10,wint,cold,2007,11,2007-01-01 10:00:00-05:00
h10,wint,cold,2007,12,2007-01-01 11:00:00-05:00
h10,wint,cold,2007,13,2007-01-01 12:00:00-05:00
h11,wint,cold,2007,14,2007-01-01 13:00:00-05:00
h11,wint,cold,2007,15,2007-01-01 14:00:00-05:00
h11,wint,cold,2007,16,2007-01-01 15:00:00-05:00
h11,wint,cold,2007,17,2007-01-01 16:00:00-05:00
h12,wint,cold,2007,18,2007-01-01 17:00:00-05:00
h12,wint,cold,2007,19,2007-01-01 18:00:00-05:00
h12,wint,cold,2007,20,2007-01-01 19:00:00-05:00
h12,wint,cold,2007,21,2007-01-01 20:00:00-05:00
h12,wint,cold,2007,22,2007-01-01 21:00:00-05:00
h9,wint,cold,2007,23,2007-01-01 22:00:00-05:00
h9,wint,cold,2007,24,2007-01-01 23:00:00-05:00
h9,wint,cold,2007,25,2007-01-02 00:00:00-05:00
h9,wint,cold,2007,26,2007-01-02 01:00:00-05:00
h9,wint,cold,2007,27,2007-01-02 02:00:00-05:00
h9,wint,cold,2007,28,2007-01-02 03:00:00-05:00
h9,wint,cold,2007,29,2007-01-02 04:00:00-05:00
h9,wint,cold,2007,30,2007-01-02 05:00:00-05:00
h10,wint,cold,2007,31,2007-01-02 06:00:00-05:00
h10,wint,cold,2007,32,2007-01-02 07:00:00-05:00
h10,wint,cold,2007,33,2007-01-02 08:00:00-05:00
h10,wint,cold,2007,34,2007-01-02 09:00:00-05:00
h10,wint,cold,2007,35,2007-01-02 10:00:00-05:00
h10,wint,cold,2007,36,2007-01-02 11:00:00-05:00
h10,wint,cold,2007,37,2007-01-02 12:00:00-05:00
h11,wint,cold,2007,38,2007-01-02 13:00:00-05:00
h11,wint,cold,2007,39,2007-01-02 14:00:00-05:00
h11,wint,cold,2007,40,2007-01-02 15:00:00-05:00
h11,wint,cold,2007,41,2007-01-02 16:00:00-05:00
h12,wint,cold,2007,42,2007-01-02 17:00:00-05:00
h12,wint,cold,2007,43,2007-01-02 18:00:00-05:00
h12,wint,cold,2007,44,2007-01-02 19:00:00-05:00
h12,wint,cold,2007,45,2007-01-02 20:00:00-05:00
h12,wint,cold,2007,46,2007-01-02 21:00:00-05:00
h9,wint,cold,2007,47,2007-01-02 22:00:00-05:00
h9,wint,cold,2007,48,2007-01-02 23:00:00-05:00
h9,wint,cold,2007,49,2007-01-03 00:00:00-05:00
h9,wint,cold,2007,50,2007-01-03 01:00:00-05:00
h9,wint,cold,2007,51,2007-01-03 02:00:00-05:00
h9,wint,cold,2007,52,2007-01-03 03:00:00-05:00
h9,wint,cold,2007,53,2007-01-03 04:00:00-05:00
h9,wint,cold,2007,54,2007-01-03 05:00:00-05:00
h10,wint,cold,2007,55,2007-01-03 06:00:00-05:00
h10,wint,cold,2007,56,2007-01-03 07:00:00-05:00
h10,wint,cold,2007,57,2007-01-03 08:00:00-05:00
h10,wint,cold,2007,58,2007-01-03 09:00:00-05:00
h10,wint,cold,2007,59,2007-01-03 10:00:00-05:00
h10,wint,cold,2007,60,2007-01-03 11:00:00-05:00
h10,wint,cold,2007,61,2007-01-03 12:00:00-05:00
h11,wint,cold,2007,62,2007-01-03 13:00:00-05:00
h11,wint,cold,2007,63,2007-01-03 14:00:00-05:00
h11,wint,cold,2007,64,2007-01-03 15:00:00-05:00
h11,wint,cold,2007,65,2007-01-03 16:00:00-05:00
h12,wint,cold,2007,66,2007-01-03 17:00:00-05:00
h12,wint,cold,2007,67,2007-01-03 18:00:00-05:00
h12,wint,cold,2007,68,2007-01-03 19:00:00-05:00
h12,wint,cold,2007,69,2007-01-03 20:00:00-05:00
h12,wint,cold,2007,70,2007-01-03 21:00:00-05:00
h9,wint,cold,2007,71,2007-01-03 22:00:00-05:00
h9,wint,cold,2007,72,2007-01-03 23:00:00-05:00
h9,wint,cold,2007,73,2007-01-04 00:00:00-05:00
h9,wint,cold,2007,74,2007-01-04 01:00:00-05:00
h9,wint,cold,2007,75,2007-01-04 02:00:00-05:00
h9,wint,cold,2007,76,2007-01-04 03:00:00-05:00
h9,wint,cold,2007,77,2007-01-04 04:00:00-05:00
h9,wint,cold,2007,78,2007-01-04 05:00:00-05:00
h10,wint,cold,2007,79,2007-01-04 06:00:00-05:00
h10,wint,cold,2007,80,2007-01-04 07:00:00-05:00
h10,wint,cold,2007,81,2007-01-04 08:00:00-05:00
h10,wint,cold,2007,82,2007-01-04 09:00:00-05:00
h10,wint,cold,2007,83,2007-01-04 10:00:00-05:00
h10,wint,cold,2007,84,2007-01-04 11:00:00-05:00
h10,wint,cold,2007,85,2007-01-04 12:00:00-05:00
h11,wint,cold,2007,86,2007-01-04 13:00:00-05:00
h11,wint,cold,2007,87,2007-01-04 14:00:00-05:00
h11,wint,cold,2007,88,2007-01-04 15:00:00-05:00
h11,wint,cold,2007,89,2007-01-04 16:00:00-05:00
h12,wint,cold,2007,90,2007-01-04 17:00:00-05:00
h12,wint,cold,2007,91,2007-01-04 18:00:00-05:00
h12,wint,cold,2007,92,2007-01-04 19:00:00-05:00
h12,wint,cold,2007,93,2007-01-04 20:00:00-05:00
h12,wint,cold,2007,94,2007-01-04 21:00:00-05:00
h9,wint,cold,2007,95,2007-01-04 22:00:00-05:00
h9,wint,cold,2007,96,2007-01-04 23:00:00-05:00
h9,wint,cold,2007,97,2007-01-05 00:00:00-05:00
h9,wint,cold,2007,98,2007-01-05 01:00:00-05:00
h9,wint,cold,2007,99,2007-01-05 02:00:00-05:00
h9,wint,cold,2007,100,2007-01-05 03:00:00-05:00
h9,wint,cold,2007,101,2007-01-05 04:00:00-05:00
h9,wint,cold,2007,102,2007-01-05 05:00:00-05:00
h10,wint,cold,2007,103,2007-01-05 06:00:00-05:00
h10,wint,cold,2007,104,2007-01-05 07:00:00-05:00
h10,wint,cold,2007,105,2007-01-05 08:00:00-05:00
h10,wint,cold,2007,106,2007-01-05 09:00:00-05:00
h10,wint,cold,2007,107,2007-01-05 10:00:00-05:00
h10,wint,cold,2007,108,2007-01-05 11:00:00-05:00
h10,wint,cold,2007,109,2007-01-05 12:00:00-05:00
h11,wint,cold,2007,110,2007-01-05 13:00:00-05:00
h11,wint,cold,2007,111,2007-01-05 14:00:00-05:00
h11,wint,cold,2007,112,2007-01-05 15:00:00-05:00
h11,wint,cold,2007,113,2007-01-05 16:00:00-05:00
h12,wint,cold,2007,114,2007-01-05 17:00:00-05:00
h12,wint,cold,2007,115,2007-01-05 18:00:00-05:00
h12,wint,cold,2007,116,2007-01-05 19:00:00-05:00
h12,wint,cold,2007,117,2007-01-05 20:00:00-05:00
h12,wint,cold,2007,118,2007-01-05 21:00:00-05:00
h9,wint,cold,2007,119,2007-01-05 22:00:00-05:00
h9,wint,cold,2007,120,2007-01-05 23:00:00-05:00
h9,wint,cold,2007,121,2007-01-06 00:00:00-05:00
h9,wint,cold,2007,122,2007-01-06 01:00:00-05:00
h9,wint,cold,2007,123,2007-01-06 02:00:00-05:00
h9,wint,cold,2007,124,2007-01-06 03:00:00-05:00
h9,wint,cold,2007,125,2007-01-06 04:00:00-05:00
h9,wint,cold,2007,126,2007-01-06 05:00:00-05:00
h10,wint,cold,2007,127,2007-01-06 06:00:00-05:00
h10,wint,cold,2007,128,2007-01-06 07:00:00-05:00
h10,wint,cold,2007,129,2007-01-06 08:00:00-05:00
h10,wint,cold,2007,130,2007-01-06 09:00:00-05:00
h10,wint,cold,2007,131,2007-01-06 10:00:00-05:00
h10,wint,cold,2007,132,2007-01-06 11:00:00-05:00
h10,wint,cold,2007,133,2007-01-06 12:00:00-05:00
h11,wint,cold,2007,134,2007-01-06 13:00:00-05:00
h11,wint,cold,2007,135,2007-01-06 14:00:00-05:00
h11,wint,cold,2007,136,2007-01-06 15:00:00-05:00
h11,wint,cold,2007,137,2007-01-06 16:00:00-05:00
h12,wint,cold,2007,138,2007-01-06 17:00:00-05:00
h12,wint,cold,2007,139,2007-01-06 18:00:00-05:00
h12,wint,cold,2007,140,2007-01-06 19:00:00-05:00
h12,wint,cold,2007,141,2007-01-06 20:00:00-05:00
h12,wint,cold,2007,142,2007-01-06 21:00:00-05:00
h9,wint,cold,2007,143,2007-01-06 22:00:00-05:00
h9,wint,cold,2007,144,2007-01-06 23:00:00-05:00
h9,wint,cold,2007,145,2007-01-07 00:00:00-05:00
h9,wint,cold,2007,146,2007-01-07 01:00:00-05:00
h9,wint,cold,2007,147,2007-01-07 02:00:00-05:00
h9,wint,cold,2007,148,2007-01-07 03:00:00-05:00
h9,wint,cold,2007,149,2007-01-07 04:00:00-05:00
h9,wint,cold,2007,150,2007-01-07 05:00:00-05:00
h10,wint,cold,2007,151,2007-01-07 06:00:00-05:00
h10,wint,cold,2007,152,2007-01-07 07:00:00-05:00
h10,wint,cold,2007,153,2007-01-07 08:00:00-05:00
h10,wint,cold,2007,154,2007-01-07 09:00:00-05:00
h10,wint,cold,2007,155,2007-01-07 10:00:00-05:00
h10,wint,cold,2007,156,2007-01-07 11:00:00-05:00
h10,wint,cold,2007,157,2007-01-07 12:00:00-05:00
h11,wint,cold,2007,158,2007-01-07 13:00:00-05:00
h11,wint,cold,2007,159,2007-01-07 14:00:00-05:00
h11,wint,cold,2007,160,2007-01-07 15:00:00-05:00
h11,wint,cold,2007,161,2007-01-07 16:00:00-05:00
h12,wint,cold,2007,162,2007-01-07 17:00:00-05:00
h12,wint,cold,2007,163,2007-01-07 18:00:00-05:00
h12,wint,cold,2007,164,2007-01-07 19:00:00-05:00
h12,wint,cold,2007,165,2007-01-07 20:00:00-05:00
h12,wint,cold,2007,166,2007-01-07 21:00:00-05:00
h9,wint,cold,2007,167,2007-01-07 22:00:00-05:00
h9,wint,cold,2007,168,2007-01-07 23:00:00-05:00
h9,wint,cold,2007,169,2007-01-08 00:00:00-05:00
h9,wint,cold,2007,170,2007-01-08 01:00:00-05:00
h9,wint,cold,2007,171,2007-01-08 02:00:00-05:00
h9,wint,cold,2007,172,2007-01-08 03:00:00-05:00
h9,wint,cold,2007,173,2007-01-08 04:00:00-05:00
h9,wint,cold,2007,174,2007-01-08 05:00:00-05:00
h10,wint,cold,2007,175,2007-01-08 06:00:00-05:00
h10,wint,cold,2007,176,2007-01-08 07:00:00-05:00
h10,wint,cold,2007,177,2007-01-08 08:00:00-05:00
h10,wint,cold,2007,178,2007-01-08 09:00:00-05:00
h10,wint,cold,2007,179,2007-01-08 10:00:00-05:00
h10,wint,cold,2007,180,2007-01-08 11:00:00-05:00
h10,wint,cold,2007,181,2007-01-08 12:00:00-05:00
h11,wint,cold,2007,182,2007-01-08 13:00:00-05:00
h11,wint,cold,2007,183,2007-01-08 14:00:00-05:00
h11,wint,cold,2007,184,2007-01-08 15:00:00-05:00
h11,wint,cold,2007,185,2007-01-08 16:00:00-05:00
h12,wint,cold,2007,186,2007-01-08 17:00:00-05:00
h12,wint,cold,2007,187,2007-01-08 18:00:00-05:00
h12,wint,cold,2007,188,2007-01-08 19:00:00-05:00
h12,wint,cold,2007,189,2007-01-08 20:00:00-05:00
h12,wint,cold,2007,190,2007-01-08 21:00:00-05:00
h9,wint,cold,2007,191,2007-01-08 22:00:00-05:00
h9,wint,cold,2007,192,2007-01-08 23:00:00-05:00
h9,wint,cold,2007,193,2007-01-09 00:00:00-05:00
h9,wint,cold,2007,194,2007-01-09 01:00:00-05:00
h9,wint,cold,2007,195,2007-01-09 02:00:00-05:00
h9,wint,cold,2007,196,2007-01-09 03:00:00-05:00
h9,wint,cold,2007,197,2007-01-09 04:00:00-05:00
h9,wint,cold,2007,198,2007-01-09 05:00:00-05:00
h10,wint,cold,2007,199,2007-01-09 06:00:00-05:00
h10,wint,cold,2007,200,2007-01-09 07:00:00-05:00
h10,wint,cold,2007,201,2007-01-09 08:00:00-05:00
h10,wint,cold,2007,202,2007-01-09 09:00:00-05:00
h10,wint,cold,2007,203,2007-01-09 10:00:00-05:00
h10,wint,cold,2007,204,2007-01-09 11:00:00-05:00
h10,wint,cold,2007,205,2007-01-09 12:00:00-05:00
h11,wint,cold,2007,206,2007-01-09 13:00:00-05:00
h11,wint,cold,2007,207,2007-01-09 14:00:00-05:00
h11,wint,cold,2007,208,2007-01-09 15:00:00-05:00
h11,wint,cold,2007,209,2007-01-09 16:00:00-05:00
h12,wint,cold,2007,210,2007-01-09 17:00:00-05:00
h12,wint,cold,2007,211,2007-01-09 18:00:00-05:00
h12,wint,cold,2007,212,2007-01-09 19:00:00-05:00
h12,wint,cold,2007,213,2007-01-09 20:00:00-05:00
h12,wint,cold,2007,214,2007-01-09 21:00:00-05:00
h9,wint,cold,2007,215,2007-01-09 22:00:00-05:00
h9,wint,cold,2007,216,2007-01-09 23:00:00-05:00
h9,wint,cold,2007,217,2007-01-10 00:00:00-05:00
h9,wint,cold,2007,218,2007-01-10 01:00:00-05:00
h9,wint,cold,2007,219,2007-01-10 02:00:00-05:00
h9,wint,cold,2007,220,2007-01-10 03:00:00-05:00
h9,wint,cold,2007,221,2007-01-10 04:00:00-05:00
h9,wint,cold,2007,222,2007-01-10 05:00:00-05:00
h10,wint,cold,2007,223,2007-01-10 06:00:00-05:00
h10,wint,cold,2007,224,2007-01-10 07:00:00-05:00
h10,wint,cold,2007,225,2007-01-10 08:00:00-05:00
h10,wint,cold,2007,226,2007-01-10 09:00:00-05:00
h10,wint,cold,2007,227,2007-01-10 10:00:00-05:00
h10,wint,cold,2007,228,2007-01-10 11:00:00-05:00
h10,wint,cold,2007,229,2007-01-10 12:00:00-05:00
h11,wint,cold,2007,230,2007-01-10 13:00:00-05:00
h11,wint,cold,2007,231,2007-01-10 14:00:00-05:00
h11,wint,cold,2007,232,2007-01-10 15:00:00-05:00
h11,wint,cold,2007,233,2007-01-10 16:00:00-05:00
h12,wint,cold,2007,234,2007-01-10 17:00:00-05:00
h12,wint,cold,2007,235,2007-01-10 18:00:00-05:00
h12,wint,cold,2007,236,2007-01-10 19:00:00-05:00
h12,wint,cold,2007,237,2007-01-10 20:00:00-05:00
h12,wint,cold,2007,238,2007-01-10 21:00:00-05:00
h9,wint,cold,2007,239,2007-01-10 22:00:00-05:00
h9,wint,cold,2007,240,2007-01-10 23:00:00-05:00
h9,wint,cold,2007,241,2007-01-11 00:00:00-05:00
h9,wint,cold,2007,242,2007-01-11 01:00:00-05:00
h9,wint,cold,2007,243,2007-01-11 02:00:00-05:00
h9,wint,cold,2007,244,2007-01-11 03:00:00-05:00
h9,wint,cold,2007,245,2007-01-11 04:00:00-05:00
