idx_hr,hr,d
10340,hr21,d431
10341,hr22,d431
10342,hr23,d431
10343,hr24,d431
10344,hr1,d432
10345,hr2,d432
10346,hr3,d432
10347,hr4,d432
10348,hr5,d432
10349,hr6,d432
10350,hr7,d432
10351,hr8,d432
10352,hr9,d432
10353,hr10,d432
10354,hr11,d432
10355,hr12,d432
10356,hr13,d432
10357,hr14,d432
10358,hr15,d432
10359,hr16,d432
10360,hr17,d432
10361,hr18,d432
10362,hr19,d432
10363,hr20,d432
10364,hr21,d432
10365,hr22,d432
10366,hr23,d432
10367,hr24,d432
10368,hr1,d433
10369,hr2,d433
10370,hr3,d433
10371,hr4,d433
10372,hr5,d433
10373,hr6,d433
10374,hr7,d433
10375,hr8,d433
10376,hr9,d433
10377,hr10,d433
10378,hr11,d433
10379,hr12,d433
10380,hr13,d433
10381,hr14,d433
10382,hr15,d433
10383,hr16,d433
10384,hr17,d433
10385,hr18,d433
10386,hr19,d433
10387,hr20,d433
10388,hr21,d433
10389,hr22,d433
10390,hr23,d433
10391,hr24,d433
10392,hr1,d434
10393,hr2,d434
10394,hr3,d434
10395,hr4,d434
10396,hr5,d434
10397,hr6,d434
10398,hr7,d434
10399,hr8,d434
10400,hr9,d434
10401,hr10,d434
10402,hr11,d434
10403,hr12,d434
10404,hr13,d434
10405,hr14,d434
10406,hr15,d434
10407,hr16,d434
10408,hr17,d434
10409,hr18,d434
10410,hr19,d434
10411,hr20,d434
10412,hr21,d434
10413,hr22,d434
10414,hr23,d434
10415,hr24,d434
10416,hr1,d435
10417,hr2,d435
10418,hr3,d435
10419,hr4,d435
10420,hr5,d435
10421,hr6,d435
10422,hr7,d435
10423,hr8,d435
10424,hr9,d435
10425,hr10,d435
10426,hr11,d435
10427,hr12,d435
10428,hr13,d435
10429,hr14,d435
10430,hr15,d435
10431,hr16,d435
10432,hr17,d435
10433,hr18,d435
10434,hr19,d435
10435,hr20,d435
10436,hr21,d435
10437,hr22,d435
10438,hr23,d435
10439,hr24,d435
10440,hr1,d436
10441,hr2,d436
10442,hr3,d436
10443,hr4,d436
10444,hr5,d436
10445,hr6,d436
10446,hr7,d436
10447,hr8,d436
10448,hr9,d436
10449,hr10,d436
10450,hr11,d436
10451,hr12,d436
10452,hr13,d436
10453,hr14,d436
10454,hr15,d436
10455,hr16,d436
10456,hr17,d436
10457,hr18,d436
10458,hr19,d436
10459,hr20,d436
10460,hr21,d436
10461,hr22,d436
10462,hr23,d436
10463,hr24,d436
10464,hr1,d437
10465,hr2,d437
10466,hr3,d437
10467,hr4,d437
10468,hr5,d437
10469,hr6,d437
10470,hr7,d437
10471,hr8,d437
10472,hr9,d437
10473,hr10,d437
10474,hr11,d437
10475,hr12,d437
10476,hr13,d437
10477,hr14,d437
10478,hr15,d437
10479,hr16,d437
10480,hr17,d437
10481,hr18,d437
10482,hr19,d437
10483,hr20,d437
10484,hr21,d437
10485,hr22,d437
10486,hr23,d437
10487,hr24,d437
10488,hr1,d438
10489,hr2,d438
10490,hr3,d438
10491,hr4,d438
10492,hr5,d438
10493,hr6,d438
10494,hr7,d438
10495,hr8,d438
10496,hr9,d438
10497,hr10,d438
10498,hr11,d438
10499,hr12,d438
10500,hr13,d438
10501,hr14,d438
10502,hr15,d438
10503,hr16,d438
10504,hr17,d438
10505,hr18,d438
10506,hr19,d438
10507,hr20,d438
10508,hr21,d438
10509,hr22,d438
10510,hr23,d438
10511,hr24,d438
10512,hr1,d439
10513,hr2,d439
10514,hr3,d439
10515,hr4,d439
10516,hr5,d439
10517,hr6,d439
10518,hr7,d439
10519,hr8,d439
10520,hr9,d439
10521,hr10,d439
10522,hr11,d439
10523,hr12,d439
10524,hr13,d439
10525,hr14,d439
10526,hr15,d439
10527,hr16,d439
10528,hr17,d439
10529,hr18,d439
10530,hr19,d439
10531,hr20,d439
10532,hr21,d439
10533,hr22,d439
10534,hr23,d439
10535,hr24,d439
10536,hr1,d440
10537,hr2,d440
10538,hr3,d440
10539,hr4,d440
10540,hr5,d440
10541,hr6,d440
10542,hr7,d440
10543,hr8,d440
10544,hr9,d440
10545,hr10,d440
10546,hr11,d440
10547,hr12,d440
10548,hr13,d440
10549,hr14,d440
10550,hr15,d440
10551,hr16,d440
10552,hr17,d440
10553,hr18,d440
10554,hr19,d440
10555,hr20,d440
10556,hr21,d440
10557,hr22,d440
10558,hr23,d440
10559,hr24,d440
10560,hr1,d441
10561,hr2,d441
10562,hr3,d441
10563,hr4,d441
10564,hr5,d441
10565,hr6,d441
10566,hr7,d441
10567,hr8,d441
10568,hr9,d441
10569,hr10,d441
10570,hr11,d441
10571,hr12,d441
10572,hr13,d441
10573,hr14,d441
10574,hr15,d441
10575,hr16,d441
10576,hr17,d441
10577,hr18,d441
10578,hr19,d441
10579,hr20,d441
10580,hr21,d441
10581,hr22,d441
10582,hr23,d441
10583,hr24,d441
10584,hr1,d442
10585,hr2,d442
10586,hr3,d442
10587,hr4,d442
10588,hr5,d442
10589,hr6,d442
10590,hr7,d442
10591,hr8,d442
10592,hr9,d442
10593,hr10,d442
10594,hr11,d442
10595,hr12,d442
10596,hr13,d442
10597,hr14,d442
10598,hr15,d442
10599,hr16,d442
10600,hr17,d442
10601,hr18,d442
10602,hr19,d442
10603,hr20,d442
10604,hr21,d442
10605,hr22,d442
10606,hr23,d442
10607,hr24,d442
10608,hr1,d443
10609,hr2,d443
10610,hr3,d443
10611,hr4,d443
10612,hr5,d443
10613,hr6,d443
10614,hr7,d443
10615,hr8,d443
10616,hr9,d443
10617,hr10,d443
10618,hr11,d443
10619,hr12,d443
10620,hr13,d443
10621,hr14,d443
10622,hr15,d443
10623,hr16,d443
10624,hr17,d443
10625,hr18,d443
10626,hr19,d443
10627,hr20,d443
10628,hr21,d443
10629,hr22,d443
10630,hr23,d443
10631,hr24,d443
10632,hr1,d444
10633,hr2,d444
10634,hr3,d444
10635,hr4,d444
10636,hr5,d444
10637,hr6,d444
10638,hr7,d444
10639,hr8,d444
10640,hr9,d444
10641,hr10,d444
10642,hr11,d444
10643,hr12,d444
10644,hr13,d444
10645,hr14,d444
10646,hr15,d444
10647,hr16,d444
10648,hr17,d444
10649,hr18,d444
10650,hr19,d444
10651,hr20,d444
10652,hr21,d444
10653,hr22,d444
10654,hr23,d444
10655,hr24,d444
10656,hr1,d445
10657,hr2,d445
10658,hr3,d445
10659,hr4,d445
10660,hr5,d445
10661,hr6,d445
10662,hr7,d445
10663,hr8,d445
10664,hr9,d445
10665,hr10,d445
10666,hr11,d445
10667,hr12,d445
10668,hr13,d445
10669,hr14,d445
10670,hr15,d445
10671,hr16,d445
10672,hr17,d445
10673,hr18,d445
10674,hr19,d445
10675,hr20,d445
10676,hr21,d445
10677,hr22,d445
10678,hr23,d445
10679,hr24,d445
10680,hr1,d446
10681,hr2,d446
10682,hr3,d446
10683,hr4,d446
10684,hr5,d446
10685,hr6,d446
10686,hr7,d446
10687,hr8,d446
10688,hr9,d446
10689,hr10,d446
10690,hr11,d446
10691,hr12,d446
10692,hr13,d446
10693,hr14,d446
10694,hr15,d446
10695,hr16,d446
10696,hr17,d446
10697,hr18,d446
10698,hr19,d446
10699,hr20,d446
10700,hr21,d446
10701,hr22,d446
10702,hr23,d446
10703,hr24,d446
10704,hr1,d447
10705,hr2,d447
10706,hr3,d447
10707,hr4,d447
10708,hr5,d447
10709,hr6,d447
10710,hr7,d447
10711,hr8,d447
10712,hr9,d447
10713,hr10,d447
10714,hr11,d447
10715,hr12,d447
10716,hr13,d447
10717,hr14,d447
10718,hr15,d447
10719,hr16,d447
10720,hr17,d447
10721,hr18,d447
10722,hr19,d447
10723,hr20,d447
10724,hr21,d447
10725,hr22,d447
10726,hr23,d447
10727,hr24,d447
10728,hr1,d448
10729,hr2,d448
10730,hr3,d448
10731,hr4,d448
10732,hr5,d448
10733,hr6,d448
10734,hr7,d448
10735,hr8,d448
10736,hr9,d448
10737,hr10,d448
10738,hr11,d448
10739,hr12,d448
10740,hr13,d448
10741,hr14,d448
10742,hr15,d448
10743,hr16,d448
10744,hr17,d448
10745,hr18,d448
10746,hr19,d448
10747,hr20,d448
10748,hr21,d448
10749,hr22,d448
10750,hr23,d448
10751,hr24,d448
10752,hr1,d449
10753,hr2,d449
10754,hr3,d449
10755,hr4,d449
10756,hr5,d449
10757,hr6,d449
10758,hr7,d449
10759,hr8,d449
10760,hr9,d449
10761,hr10,d449
10762,hr11,d449
10763,hr12,d449
10764,hr13,d449
10765,hr14,d449
10766,hr15,d449
10767,hr16,d449
10768,hr17,d449
10769,hr18,d449
10770,hr19,d449
10771,hr20,d449
10772,hr21,d449
10773,hr22,d449
10774,hr23,d449
10775,hr24,d449
10776,hr1,d450
10777,hr2,d450
10778,hr3,d450
10779,hr4,d450
10780,hr5,d450
10781,hr6,d450
10782,hr7,d450
10783,hr8,d450
10784,hr9,d450
10785,hr10,d450
10786,hr11,d450
10787,hr12,d450
10788,hr13,d450
10789,hr14,d450
10790,hr15,d450
10791,hr16,d450
10792,hr17,d450
10793,hr18,d450
10794,hr19,d450
10795,hr20,d450
10796,hr21,d450
10797,hr22,d450
10798,hr23,d450
10799,hr24,d450
10800,hr1,d451
10801,hr2,d451
10802,hr3,d451
10803,hr4,d451
10804,hr5,d451
10805,hr6,d451
10806,hr7,d451
10807,hr8,d451
10808,hr9,d451
10809,hr10,d451
10810,hr11,d451
10811,hr12,d451
10812,hr13,d451
10813,hr14,d451
10814,hr15,d451
10815,hr16,d451
10816,hr17,d451
10817,hr18,d451
10818,hr19,d451
10819,hr20,d451
10820,hr21,d451
10821,hr22,d451
10822,hr23,d451
10823,hr24,d451
10824,hr1,d452
10825,hr2,d452
10826,hr3,d452
10827,hr4,d452
10828,hr5,d452
10829,hr6,d452
10830,hr7,d452
10831,hr8,d452
10832,hr9,d452
10833,hr10,d452
10834,hr11,d452
10835,hr12,d452
10836,hr13,d452
10837,hr14,d452
10838,hr15,d452
10839,hr16,d452
10840,hr17,d452
10841,hr18,d452
10842,hr19,d452
10843,hr20,d452
10844,hr21,d452
10845,hr22,d452
10846,hr23,d452
10847,hr24,d452
10848,hr1,d453
10849,hr2,d453
10850,hr3,d453
10851,hr4,d453
10852,hr5,d453
10853,hr6,d453
10854,hr7,d453
10855,hr8,d453
10856,hr9,d453
10857,hr10,d453
10858,hr11,d453
10859,hr12,d453
10860,hr13,d453
10861,hr14,d453
10862,hr15,d453
10863,hr16,d453
10864,hr17,d453
10865,hr18,d453
10866,hr19,d453
10867,hr20,d453
10868,hr21,d453
10869,hr22,d453
10870,hr23,d453
10871,hr24,d453
10872,hr1,d454
10873,hr2,d454
10874,hr3,d454
10875,hr4,d454
10876,hr5,d454
10877,hr6,d454
10878,hr7,d454
10879,hr8,d454
10880,hr9,d454
10881,hr10,d454
10882,hr11,d454
10883,hr12,d454
10884,hr13,d454
10885,hr14,d454
10886,hr15,d454
10887,hr16,d454
10888,hr17,d454
10889,hr18,d454
10890,hr19,d454
10891,hr20,d454
10892,hr21,d454
10893,hr22,d454
10894,hr23,d454
10895,hr24,d454
10896,hr1,d455
10897,hr2,d455
10898,hr3,d455
10899,hr4,d455
10900,hr5,d455
10901,hr6,d455
10902,hr7,d455
10903,hr8,d455
10904,hr9,d455
10905,hr10,d455
10906,hr11,d455
10907,hr12,d455
10908,hr13,d455
10909,hr14,d455
10910,hr15,d455
10911,hr16,d455
10912,hr17,d455
10913,hr18,d455
10914,hr19,d455
10915,hr20,d455
10916,hr21,d455
10917,hr22,d455
10918,hr23,d455
10919,hr24,d455
10920,hr1,d456
10921,hr2,d456
10922,hr3,d456
10923,hr4,d456
10924,hr5,d456
10925,hr6,d456
10926,hr7,d456
10927,hr8,d456
10928,hr9,d456
10929,hr10,d456
10930,hr11,d456
10931,hr12,d456
10932,hr13,d456
10933,hr14,d456
10934,hr15,d456
10935,hr16,d456
10936,hr17,d456
10937,hr18,d456
10938,hr19,d456
10939,hr20,d456
10940,hr21,d456
10941,hr22,d456
10942,hr23,d456
10943,hr24,d456
10944,hr1,d457
10945,hr2,d457
10946,hr3,d457
10947,hr4,d457
10948,hr5,d457
10949,hr6,d457
10950,hr7,d457
10951,hr8,d457
10952,hr9,d457
10953,hr10,d457
10954,hr11,d457
10955,hr12,d457
10956,hr13,d457
10957,hr14,d457
10958,hr15,d457
10959,hr16,d457
10960,hr17,d457
10961,hr18,d457
10962,hr19,d457
10963,hr20,d457
10964,hr21,d457
10965,hr22,d457
10966,hr23,d457
10967,hr24,d457
10968,hr1,d458
10969,hr2,d458
10970,hr3,d458
10971,hr4,d458
10972,hr5,d458
10973,hr6,d458
10974,hr7,d458
10975,hr8,d458
10976,hr9,d458
10977,hr10,d458
10978,hr11,d458
10979,hr12,d458
10980,hr13,d458
10981,hr14,d458
10982,hr15,d458
10983,hr16,d458
10984,hr17,d458
10985,hr18,d458
10986,hr19,d458
10987,hr20,d458
10988,hr21,d458
10989,hr22,d458
10990,hr23,d458
10991,hr24,d458
10992,hr1,d459
10993,hr2,d459
10994,hr3,d459
10995,hr4,d459
10996,hr5,d459
10997,hr6,d459
10998,hr7,d459
10999,hr8,d459
11000,hr9,d459
11001,hr10,d459
11002,hr11,d459
11003,hr12,d459
11004,hr13,d459
11005,hr14,d459
11006,hr15,d459
11007,hr16,d459
11008,hr17,d459
11009,hr18,d459
11010,hr19,d459
11011,hr20,d459
11012,hr21,d459
11013,hr22,d459
11014,hr23,d459
11015,hr24,d459
11016,hr1,d460
11017,hr2,d460
11018,hr3,d460
11019,hr4,d460
11020,hr5,d460
11021,hr6,d460
11022,hr7,d460
11023,hr8,d460
11024,hr9,d460
11025,hr10,d460
11026,hr11,d460
11027,hr12,d460
11028,hr13,d460
11029,hr14,d460
11030,hr15,d460
11031,hr16,d460
11032,hr17,d460
11033,hr18,d460
11034,hr19,d460
11035,hr20,d460
11036,hr21,d460
11037,hr22,d460
11038,hr23,d460
11039,hr24,d460
11040,hr1,d461
11041,hr2,d461
11042,hr3,d461
11043,hr4,d461
11044,hr5,d461
11045,hr6,d461
11046,hr7,d461
11047,hr8,d461
11048,hr9,d461
11049,hr10,d461
11050,hr11,d461
11051,hr12,d461
11052,hr13,d461
11053,hr14,d461
11054,hr15,d461
11055,hr16,d461
11056,hr17,d461
11057,hr18,d461
11058,hr19,d461
11059,hr20,d461
11060,hr21,d461
11061,hr22,d461
11062,hr23,d461
11063,hr24,d461
11064,hr1,d462
11065,hr2,d462
11066,hr3,d462
11067,hr4,d462
11068,hr5,d462
11069,hr6,d462
11070,hr7,d462
11071,hr8,d462
11072,hr9,d462
11073,hr10,d462
11074,hr11,d462
11075,hr12,d462
11076,hr13,d462
11077,hr14,d462
11078,hr15,d462
11079,hr16,d462
11080,hr17,d462
11081,hr18,d462
11082,hr19,d462
11083,hr20,d462
11084,hr21,d462
11085,hr22,d462
11086,hr23,d462
11087,hr24,d462
11088,hr1,d463
11089,hr2,d463
11090,hr3,d463
11091,hr4,d463
11092,hr5,d463
11093,hr6,d463
11094,hr7,d463
11095,hr8,d463
11096,hr9,d463
11097,hr10,d463
11098,hr11,d463
11099,hr12,d463
11100,hr13,d463
11101,hr14,d463
11102,hr15,d463
11103,hr16,d463
11104,hr17,d463
11105,hr18,d463
11106,hr19,d463
11107,hr20,d463
11108,hr21,d463
11109,hr22,d463
11110,hr23,d463
11111,hr24,d463
11112,hr1,d464
11113,hr2,d464
11114,hr3,d464
11115,hr4,d464
11116,hr5,d464
11117,hr6,d464
11118,hr7,d464
11119,hr8,d464
11120,hr9,d464
11121,hr10,d464
11122,hr11,d464
11123,hr12,d464
11124,hr13,d464
11125,hr14,d464
11126,hr15,d464
11127,hr16,d464
11128,hr17,d464
11129,hr18,d464
11130,hr19,d464
11131,hr20,d464
11132,hr21,d464
11133,hr22,d464
11134,hr23,d464
11135,hr24,d464
11136,hr1,d465
11137,hr2,d465
11138,hr3,d465
11139,hr4,d465
11140,hr5,d465
11141,hr6,d465
11142,hr7,d465
11143,hr8,d465
11144,hr9,d465
11145,hr10,d465
11146,hr11,d465
11147,hr12,d465
11148,hr13,d465
11149,hr14,d465
11150,hr15,d465
11151,hr16,d465
11152,hr17,d465
11153,hr18,d465
11154,hr19,d465
11155,hr20,d465
11156,hr21,d465
11157,hr22,d465
11158,hr23,d465
11159,hr24,d465
11160,hr1,d466
11161,hr2,d466
11162,hr3,d466
11163,hr4,d466
11164,hr5,d466
11165,hr6,d466
11166,hr7,d466
11167,hr8,d466
11168,hr9,d466
11169,hr10,d466
11170,hr11,d466
11171,hr12,d466
11172,hr13,d466
11173,hr14,d466
11174,hr15,d466
11175,hr16,d466
11176,hr17,d466
11177,hr18,d466
11178,hr19,d466
11179,hr20,d466
11180,hr21,d466
11181,hr22,d466
11182,hr23,d466
11183,hr24,d466
11184,hr1,d467
11185,hr2,d467
11186,hr3,d467
11187,hr4,d467
11188,hr5,d467
11189,hr6,d467
11190,hr7,d467
11191,hr8,d467
11192,hr9,d467
11193,hr10,d467
11194,hr11,d467
11195,hr12,d467
11196,hr13,d467
11197,hr14,d467
11198,hr15,d467
11199,hr16,d467
11200,hr17,d467
11201,hr18,d467
11202,hr19,d467
11203,hr20,d467
11204,hr21,d467
11205,hr22,d467
11206,hr23,d467
11207,hr24,d467
11208,hr1,d468
11209,hr2,d468
11210,hr3,d468
11211,hr4,d468
11212,hr5,d468
11213,hr6,d468
11214,hr7,d468
11215,hr8,d468
11216,hr9,d468
11217,hr10,d468
11218,hr11,d468
11219,hr12,d468
11220,hr13,d468
11221,hr14,d468
11222,hr15,d468
11223,hr16,d468
11224,hr17,d468
11225,hr18,d468
11226,hr19,d468
11227,hr20,d468
11228,hr21,d468
11229,hr22,d468
11230,hr23,d468
11231,hr24,d468
11232,hr1,d469
11233,hr2,d469
11234,hr3,d469
11235,hr4,d469
11236,hr5,d469
11237,hr6,d469
11238,hr7,d469
11239,hr8,d469
11240,hr9,d469
11241,hr10,d469
11242,hr11,d469
11243,hr12,d469
11244,hr13,d469
11245,hr14,d469
11246,hr15,d469
11247,hr16,d469
11248,hr17,d469
11249,hr18,d469
11250,hr19,d469
11251,hr20,d469
11252,hr21,d469
11253,hr22,d469
11254,hr23,d469
11255,hr24,d469
11256,hr1,d470
11257,hr2,d470
11258,hr3,d470
11259,hr4,d470
11260,hr5,d470
11261,hr6,d470
11262,hr7,d470
11263,hr8,d470
11264,hr9,d470
11265,hr10,d470
11266,hr11,d470
11267,hr12,d470
11268,hr13,d470
11269,hr14,d470
11270,hr15,d470
11271,hr16,d470
11272,hr17,d470
11273,hr18,d470
11274,hr19,d470
11275,hr20,d470
11276,hr21,d470
11277,hr22,d470
11278,hr23,d470
11279,hr24,d470
11280,hr1,d471
11281,hr2,d471
11282,hr3,d471
11283,hr4,d471
11284,hr5,d471
11285,hr6,d471
11286,hr7,d471
11287,hr8,d471
11288,hr9,d471
11289,hr10,d471
11290,hr11,d471
11291,hr12,d471
11292,hr13,d471
11293,hr14,d471
11294,hr15,d471
11295,hr16,d471
11296,hr17,d471
11297,hr18,d471
11298,hr19,d471
11299,hr20,d471
11300,hr21,d471
11301,hr22,d471
11302,hr23,d471
11303,hr24,d471
11304,hr1,d472
11305,hr2,d472
11306,hr3,d472
11307,hr4,d472
11308,hr5,d472
11309,hr6,d472
11310,hr7,d472
11311,hr8,d472
11312,hr9,d472
11313,hr10,d472
11314,hr11,d472
11315,hr12,d472
11316,hr13,d472
11317,hr14,d472
11318,hr15,d472
11319,hr16,d472
11320,hr17,d472
11321,hr18,d472
11322,hr19,d472
11323,hr20,d472
11324,hr21,d472
11325,hr22,d472
11326,hr23,d472
11327,hr24,d472
11328,hr1,d473
11329,hr2,d473
11330,hr3,d473
11331,hr4,d473
11332,hr5,d473
11333,hr6,d473
11334,hr7,d473
11335,hr8,d473
11336,hr9,d473
11337,hr10,d473
11338,hr11,d473
11339,hr12,d473
11340,hr13,d473
11341,hr14,d473
11342,hr15,d473
11343,hr16,d473
11344,hr17,d473
11345,hr18,d473
11346,hr19,d473
11347,hr20,d473
11348,hr21,d473
11349,hr22,d473
11350,hr23,d473
11351,hr24,d473
11352,hr1,d474
11353,hr2,d474
11354,hr3,d474
11355,hr4,d474
11356,hr5,d474
11357,hr6,d474
11358,hr7,d474
11359,hr8,d474
11360,hr9,d474
11361,hr10,d474
11362,hr11,d474
11363,hr12,d474
11364,hr13,d474
11365,hr14,d474
11366,hr15,d474
11367,hr16,d474
11368,hr17,d474
11369,hr18,d474
11370,hr19,d474
11371,hr20,d474
11372,hr21,d474
11373,hr22,d474
11374,hr23,d474
11375,hr24,d474
11376,hr1,d475
11377,hr2,d475
11378,hr3,d475
11379,hr4,d475
11380,hr5,d475
11381,hr6,d475
11382,hr7,d475
11383,hr8,d475
11384,hr9,d475
11385,hr10,d475
11386,hr11,d475
11387,hr12,d475
11388,hr13,d475
11389,hr14,d475
11390,hr15,d475
11391,hr16,d475
11392,hr17,d475
11393,hr18,d475
11394,hr19,d475
11395,hr20,d475
11396,hr21,d475
11397,hr22,d475
11398,hr23,d475
11399,hr24,d475
11400,hr1,d476
11401,hr2,d476
11402,hr3,d476
11403,hr4,d476
11404,hr5,d476
11405,hr6,d476
11406,hr7,d476
11407,hr8,d476
11408,hr9,d476
11409,hr10,d476
11410,hr11,d476
11411,hr12,d476
11412,hr13,d476
11413,hr14,d476
11414,hr15,d476
11415,hr16,d476
11416,hr17,d476
11417,hr18,d476
11418,hr19,d476
11419,hr20,d476
11420,hr21,d476
11421,hr22,d476
11422,hr23,d476
11423,hr24,d476
11424,hr1,d477
11425,hr2,d477
11426,hr3,d477
11427,hr4,d477
11428,hr5,d477
11429,hr6,d477
11430,hr7,d477
11431,hr8,d477
11432,hr9,d477
11433,hr10,d477
11434,hr11,d477
11435,hr12,d477
11436,hr13,d477
11437,hr14,d477
11438,hr15,d477
11439,hr16,d477
11440,hr17,d477
11441,hr18,d477
11442,hr19,d477
11443,hr20,d477
11444,hr21,d477
11445,hr22,d477
11446,hr23,d477
11447,hr24,d477
11448,hr1,d478
11449,hr2,d478
11450,hr3,d478
11451,hr4,d478
11452,hr5,d478
11453,hr6,d478
11454,hr7,d478
11455,hr8,d478
11456,hr9,d478
11457,hr10,d478
11458,hr11,d478
11459,hr12,d478
11460,hr13,d478
11461,hr14,d478
11462,hr15,d478
11463,hr16,d478
11464,hr17,d478
11465,hr18,d478
11466,hr19,d478
11467,hr20,d478
11468,hr21,d478
11469,hr22,d478
11470,hr23,d478
11471,hr24,d478
11472,hr1,d479
11473,hr2,d479
11474,hr3,d479
11475,hr4,d479
11476,hr5,d479
11477,hr6,d479
11478,hr7,d479
11479,hr8,d479
11480,hr9,d479
11481,hr10,d479
11482,hr11,d479
11483,hr12,d479
11484,hr13,d479
11485,hr14,d479
11486,hr15,d479
11487,hr16,d479
11488,hr17,d479
11489,hr18,d479
11490,hr19,d479
11491,hr20,d479
11492,hr21,d479
11493,hr22,d479
11494,hr23,d479
11495,hr24,d479
11496,hr1,d480
11497,hr2,d480
11498,hr3,d480
11499,hr4,d480
11500,hr5,d480
11501,hr6,d480
11502,hr7,d480
11503,hr8,d480
11504,hr9,d480
11505,hr10,d480
11506,hr11,d480
11507,hr12,d480
11508,hr13,d480
11509,hr14,d480
11510,hr15,d480
11511,hr16,d480
11512,hr17,d480
11513,hr18,d480
11514,hr19,d480
11515,hr20,d480
11516,hr21,d480
11517,hr22,d480
11518,hr23,d480
11519,hr24,d480
11520,hr1,d481
11521,hr2,d481
11522,hr3,d481
11523,hr4,d481
11524,hr5,d481
11525,hr6,d481
11526,hr7,d481
11527,hr8,d481
11528,hr9,d481
11529,hr10,d481
11530,hr11,d481
11531,hr12,d481
11532,hr13,d481
11533,hr14,d481
11534,hr15,d481
11535,hr16,d481
11536,hr17,d481
11537,hr18,d481
11538,hr19,d481
11539,hr20,d481
11540,hr21,d481
11541,hr22,d481
11542,hr23,d481
11543,hr24,d481
11544,hr1,d482
11545,hr2,d482
11546,hr3,d482
11547,hr4,d482
11548,hr5,d482
11549,hr6,d482
11550,hr7,d482
11551,hr8,d482
11552,hr9,d482
11553,hr10,d482
11554,hr11,d482
11555,hr12,d482
11556,hr13,d482
11557,hr14,d482
11558,hr15,d482
11559,hr16,d482
11560,hr17,d482
11561,hr18,d482
11562,hr19,d482
11563,hr20,d482
11564,hr21,d482
11565,hr22,d482
11566,hr23,d482
11567,hr24,d482
11568,hr1,d483
11569,hr2,d483
11570,hr3,d483
11571,hr4,d483
11572,hr5,d483
11573,hr6,d483
11574,hr7,d483
11575,hr8,d483
11576,hr9,d483
11577,hr10,d483
11578,hr11,d483
11579,hr12,d483
11580,hr13,d483
11581,hr14,d483
11582,hr15,d483
11583,hr16,d483
11584,hr17,d483
11585,hr18,d483
11586,hr19,d483
11587,hr20,d483
11588,hr21,d483
11589,hr22,d483
11590,hr23,d483
11591,hr24,d483
11592,hr1,d484
11593,hr2,d484
11594,hr3,d484
11595,hr4,d484
11596,hr5,d484
11597,hr6,d484
11598,hr7,d484
11599,hr8,d484
11600,hr9,d484
11601,hr10,d484
11602,hr11,d484
11603,hr12,d484
11604,hr13,d484
11605,hr14,d484
11606,hr15,d484
11607,hr16,d484
11608,hr17,d484
11609,hr18,d484
11610,hr19,d484
11611,hr20,d484
11612,hr21,d484
11613,hr22,d484
11614,hr23,d484
11615,hr24,d484
11616,hr1,d485
11617,hr2,d485
11618,hr3,d485
11619,hr4,d485
11620,hr5,d485
11621,hr6,d485
11622,hr7,d485
11623,hr8,d485
11624,hr9,d485
11625,hr10,d485
11626,hr11,d485
11627,hr12,d485
11628,hr13,d485
11629,hr14,d485
11630,hr15,d485
11631,hr16,d485
11632,hr17,d485
11633,hr18,d485
11634,hr19,d485
11635,hr20,d485
11636,hr21,d485
11637,hr22,d485
11638,hr23,d485
11639,hr24,d485
11640,hr1,d486
11641,hr2,d486
11642,hr3,d486
11643,hr4,d486
11644,hr5,d486
11645,hr6,d486
11646,hr7,d486
11647,hr8,d486
11648,hr9,d486
11649,hr10,d486
11650,hr11,d486
11651,hr12,d486
11652,hr13,d486
11653,hr14,d486
11654,hr15,d486
11655,hr16,d486
11656,hr17,d486
11657,hr18,d486
11658,hr19,d486
11659,hr20,d486
11660,hr21,d486
11661,hr22,d486
11662,hr23,d486
11663,hr24,d486
11664,hr1,d487
11665,hr2,d487
11666,hr3,d487
11667,hr4,d487
11668,hr5,d487
11669,hr6,d487
11670,hr7,d487
11671,hr8,d487
11672,hr9,d487
11673,hr10,d487
11674,hr11,d487
11675,hr12,d487
11676,hr13,d487
11677,hr14,d487
11678,hr15,d487
11679,hr16,d487
11680,hr17,d487
11681,hr18,d487
11682,hr19,d487
11683,hr20,d487
11684,hr21,d487
11685,hr22,d487
11686,hr23,d487
11687,hr24,d487
11688,hr1,d488
11689,hr2,d488
11690,hr3,d488
11691,hr4,d488
11692,hr5,d488
11693,hr6,d488
11694,hr7,d488
11695,hr8,d488
11696,hr9,d488
11697,hr10,d488
11698,hr11,d488
11699,hr12,d488
11700,hr13,d488
11701,hr14,d488
11702,hr15,d488
11703,hr16,d488
11704,hr17,d488
11705,hr18,d488
11706,hr19,d488
11707,hr20,d488
11708,hr21,d488
11709,hr22,d488
11710,hr23,d488
11711,hr24,d488
11712,hr1,d489
11713,hr2,d489
11714,hr3,d489
11715,hr4,d489
11716,hr5,d489
11717,hr6,d489
11718,hr7,d489
11719,hr8,d489
11720,hr9,d489
11721,hr10,d489
11722,hr11,d489
11723,hr12,d489
11724,hr13,d489
11725,hr14,d489
11726,hr15,d489
11727,hr16,d489
11728,hr17,d489
11729,hr18,d489
11730,hr19,d489
11731,hr20,d489
11732,hr21,d489
11733,hr22,d489
11734,hr23,d489
11735,hr24,d489
11736,hr1,d490
11737,hr2,d490
