tech,class,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200,p201,p202,p203,p204,p205
hydSD,hydclass1,5823.131682,5707.034216,5626.580216,398967.625,5113.207377,5519.182,398967.625,5386.32689,5436.812308,5718.674405,398967.625,5956.700125,398967.625,5627.418179,6065.322411,4957.029352,5632.708421,5718.442084,398967.625,5356.324429,5894.581326,398967.625,398967.625,6045.386418,5921.002347,5876.568804,398967.625,5534.916668,398967.625,398967.625,5309.391125,5585.056084,5760.022757,5706.298409,4969.063218,5426.761124,398967.625,5426.482722,5908.519273,6188.276062,6157.368782,5687.377164,5882.509718,6315.482861,5640.062725,5902.442312,398967.625,5570.689436,398967.625,5498.382261,5207.15931,6174.302805,6031.961228,5523.396242,5653.074667,5550.989189,398967.625,5724.269619,398967.625,398967.625,4587.490738,398967.625,5382.738624,5697.282058,5029.013037,6345.297777,398967.625,6913.112395,5753.508232,5684.782393,5668.724092,4779.145118,5481.183811,398967.625,6269.419662,398967.625,5690.680985,398967.625,398967.625,6092.360231,5929.330736,398967.625,6036.211213,5312.993434,5207.402493,398967.625,5619.39635,5818.122609,5536.989405,5462.426777,6102.287847,5300.380612,5440.528164,5579.414365,5264.353365,6033.699376,4958.239822,5303.297606,5258.792635,5223.941696,6267.435066,398967.625,6087.585661,398967.625,5721.27,6302.437028,5329.372545,6200.750946,5233.481948,5231.3532,398967.625,5600.97136,5706.285755,5861.547069,4930.217865,5313.247953,5104.681049,5101.28318,4902.889543,398967.625,5652.352124,4963.149075,398967.625,398967.625,398967.625,398967.625,5564.276219,398967.625,5553.416601,5408.753836,5858.132746,5665.273502,398967.625,5506.752339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydSD,hydclass2,5916.840809,5792.39502,5791.597134,398967.625,5194.549893,5603.742605,398967.625,5403.964587,5503.986318,5758.558521,398967.625,5962.803355,398967.625,5658.583003,6154.789272,5004.034833,5725.932696,5797.625025,398967.625,5412.164341,5963.436614,398967.625,398967.625,6060.340706,5931.209591,6154.44452,398967.625,5578.017126,398967.625,398967.625,5391.383732,5587.239766,5961.041025,5814.960478,5015.168274,5997.869679,398967.625,5568.250934,5913.445266,6199.569025,6167.416261,6020.2089,5998.248501,6414.309666,5960.716026,5944.025878,398967.625,5582.311857,398967.625,5525.042515,5431.794206,6186.832033,6122.143215,5897.099527,5691.62371,5560.536438,398967.625,5887.583702,398967.625,398967.625,4956.327752,398967.625,5601.872417,5832.148917,5168.066146,6383.678896,398967.625,398967.625,5935.633713,5785.711421,5682.323556,5376.07925,5508.472051,398967.625,6505.746969,398967.625,5792.596362,398967.625,398967.625,6212.005695,5957.811866,398967.625,6123.843232,5438.071304,5442.631949,398967.625,5729.065279,5927.481267,5613.87385,5523.599255,6467.942203,5388.141614,5618.825778,5632.960668,5596.708399,6086.73492,5123.381464,5488.752085,5359.452979,5253.605554,6395.250417,398967.625,6110.506613,398967.625,5913.341642,398967.625,5544.999967,398967.625,5319.777164,5352.849088,398967.625,5712.650548,5714.03928,6279.294326,5191.349021,5424.943406,5449.576029,5196.879786,5120.998435,398967.625,5684.204232,5082.548913,398967.625,398967.625,398967.625,398967.625,5756.90015,398967.625,5711.602232,5500.698519,5876.272753,5761.211194,398967.625,5684.642689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydSD,hydclass3,5995.070623,5888.408567,6006.095708,398967.625,5250.583475,5659.565683,398967.625,5713.571735,5658.77561,5842.254658,398967.625,5980.214917,398967.625,5793.35191,6183.915562,5125.980504,5855.525256,5871.490568,398967.625,5483.384301,5991.341243,398967.625,398967.625,6093.793043,5941.967634,6174.850705,398967.625,5609.457322,398967.625,398967.625,5702.204193,5620.177793,6266.82325,5876.669023,5235.154436,6069.65566,398967.625,5575.126053,5939.307559,6213.229973,6193.401861,6112.104849,6210.780649,398967.625,5976.698444,6095.54896,398967.625,5592.74371,398967.625,5612.7933,5679.218488,6223.652356,6139.820933,6395.768358,5750.777706,5604.386636,398967.625,6002.613537,398967.625,398967.625,5027.301617,398967.625,5797.98134,5933.141367,5311.520492,398967.625,398967.625,398967.625,6114.868449,5891.724115,5722.290449,5671.852108,5509.638421,398967.625,6591.314207,398967.625,6068.430785,398967.625,398967.625,6278.536783,6064.298727,398967.625,398967.625,5553.120495,5794.242014,398967.625,5893.759361,6200.854233,5694.295912,5653.960955,398967.625,5499.421033,5998.421228,5716.203583,5638.917641,6237.309229,5368.749026,5648.050671,5497.870942,5889.418734,398967.625,398967.625,6283.144657,398967.625,6024.803808,398967.625,5622.632052,398967.625,5431.457252,5443.179813,398967.625,5848.012103,6205.104254,6726.969684,5530.187436,5494.002331,5564.877473,5392.790854,5389.989643,398967.625,5876.322408,5202.687008,398967.625,398967.625,398967.625,398967.625,5825.07071,398967.625,5776.620876,5648.735476,5902.345269,5872.847735,398967.625,5807.54845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydSD,hydclass4,6073.101917,5971.04556,6091.623129,398967.625,5477.573816,5810.404541,398967.625,6016.130352,5870.572891,6159.203432,398967.625,6006.301471,398967.625,5941.086533,6265.161901,5444.075763,5999.871416,5983.385417,398967.625,5647.170995,6076.889646,398967.625,398967.625,6194.726432,5957.363067,6215.072985,398967.625,5686.027234,398967.625,398967.625,5988.535915,5794.303265,6321.354642,5926.612625,5321.547627,398967.625,398967.625,5698.831704,6148.23233,6281.069411,6317.453393,398967.625,6542.136407,398967.625,6231.80395,6285.259921,398967.625,5633.34367,398967.625,5729.376875,5750.482355,6262.277091,6156.11303,6515.726222,5794.47221,5729.605546,398967.625,6195.8389,398967.625,398967.625,5403.177,398967.625,5972.829647,6108.782244,5464.736975,398967.625,398967.625,398967.625,398967.625,6127.032014,6352.748262,5716.169198,5520.408662,398967.625,6663.59207,398967.625,6271.730229,398967.625,398967.625,6437.249917,6173.839277,398967.625,398967.625,5777.265278,6091.088308,398967.625,6039.420587,6345.768723,5749.30389,5800.175767,398967.625,5690.082505,398967.625,5871.487562,5828.780849,6298.987602,5556.687506,5935.224861,5576.339869,6251.983532,398967.625,398967.625,6515.271701,398967.625,6194.992103,398967.625,6106.928929,398967.625,5717.659173,5749.747988,398967.625,5986.891216,398967.625,6741.412407,5848.971371,5546.486414,5695.470864,5566.955047,5571.691403,398967.625,6085.303125,5384.549709,398967.625,398967.625,398967.625,398967.625,5909.047958,398967.625,5922.127143,5726.351187,5986.502741,5971.908234,398967.625,5972.831145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydSD,hydclass5,6226.834824,6173.696938,6279.574557,398967.625,5950.840799,6061.456962,398967.625,6223.447148,6121.859066,6629.952726,398967.625,6054.467425,398967.625,6197.066446,6544.250646,5911.036051,6199.568094,6279.520254,398967.625,6037.352273,6316.407195,398967.625,398967.625,6373.265133,6130.550219,6401.774687,398967.625,5870.603611,398967.625,398967.625,6216.128683,398967.625,6451.987121,6186.674738,5823.835531,398967.625,398967.625,398967.625,6517.022545,6575.05161,6586.370683,398967.625,6753.129226,398967.625,6545.019395,6434.768306,398967.625,5688.010166,398967.625,6020.313626,6042.878426,6448.033819,6354.898125,6851.995753,5872.845728,5741.715835,398967.625,6331.474863,398967.625,398967.625,5902.248581,398967.625,6453.025746,6276.452169,5961.578187,398967.625,398967.625,398967.625,398967.625,6534.579137,398967.625,5959.072606,5910.559934,398967.625,6676.780217,398967.625,398967.625,398967.625,398967.625,6768.17803,6308.346576,398967.625,398967.625,398967.625,6447.984356,398967.625,6270.332701,6488.068354,5901.562794,6095.437083,398967.625,6204.43904,398967.625,6181.41508,6601.671965,6403.206118,5887.306621,6417.387841,6009.744389,398967.625,398967.625,398967.625,398967.625,398967.625,6385.971646,398967.625,6372.752276,398967.625,6159.05153,6086.082538,398967.625,6219.156443,398967.625,398967.625,6072.07777,5879.52119,5943.532716,6135.457462,6191.751215,398967.625,398967.625,5804.234875,398967.625,398967.625,398967.625,398967.625,6183.687619,398967.625,6127.206263,6117.440306,6101.464996,6223.7303,398967.625,6187.018697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydSND,hydclass1,5823.131682,5707.034216,5626.580216,398967.625,5113.207377,5519.182,398967.625,5386.32689,5436.812308,5718.674405,398967.625,5956.700125,398967.625,5627.418179,6065.322411,4957.029352,5632.708421,5718.442084,398967.625,5356.324429,5894.581326,398967.625,398967.625,6045.386418,5921.002347,5876.568804,398967.625,5534.916668,398967.625,398967.625,5309.391125,5585.056084,5760.022757,5706.298409,4969.063218,5426.761124,398967.625,5426.482722,5908.519273,6188.276062,6157.368782,5687.377164,5882.509718,6315.482861,5640.062725,5902.442312,398967.625,5570.689436,398967.625,5498.382261,5207.15931,6174.302805,6031.961228,5523.396242,5653.074667,5550.989189,398967.625,5724.269619,398967.625,398967.625,4587.490738,398967.625,5382.738624,5697.282058,5029.013037,6345.297777,398967.625,6913.112395,5753.508232,5684.782393,5668.724092,4779.145118,5481.183811,398967.625,6269.419662,398967.625,5690.680985,398967.625,398967.625,6092.360231,5929.330736,398967.625,6036.211213,5312.993434,5207.402493,398967.625,5619.39635,5818.122609,5536.989405,5462.426777,6102.287847,5300.380612,5440.528164,5579.414365,5264.353365,6033.699376,4958.239822,5303.297606,5258.792635,5223.941696,6267.435066,398967.625,6087.585661,398967.625,5721.27,6302.437028,5329.372545,6200.750946,5233.481948,5231.3532,398967.625,5600.97136,5706.285755,5861.547069,4930.217865,5313.247953,5104.681049,5101.28318,4902.889543,398967.625,5652.352124,4963.149075,398967.625,398967.625,398967.625,398967.625,5564.276219,398967.625,5553.416601,5408.753836,5858.132746,5665.273502,398967.625,5506.752339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydSND,hydclass2,5916.840809,5792.39502,5791.597134,398967.625,5194.549893,5603.742605,398967.625,5403.964587,5503.986318,5758.558521,398967.625,5962.803355,398967.625,5658.583003,6154.789272,5004.034833,5725.932696,5797.625025,398967.625,5412.164341,5963.436614,398967.625,398967.625,6060.340706,5931.209591,6154.44452,398967.625,5578.017126,398967.625,398967.625,5391.383732,5587.239766,5961.041025,5814.960478,5015.168274,5997.869679,398967.625,5568.250934,5913.445266,6199.569025,6167.416261,6020.2089,5998.248501,6414.309666,5960.716026,5944.025878,398967.625,5582.311857,398967.625,5525.042515,5431.794206,6186.832033,6122.143215,5897.099527,5691.62371,5560.536438,398967.625,5887.583702,398967.625,398967.625,4956.327752,398967.625,5601.872417,5832.148917,5168.066146,6383.678896,398967.625,398967.625,5935.633713,5785.711421,5682.323556,5376.07925,5508.472051,398967.625,6505.746969,398967.625,5792.596362,398967.625,398967.625,6212.005695,5957.811866,398967.625,6123.843232,5438.071304,5442.631949,398967.625,5729.065279,5927.481267,5613.87385,5523.599255,6467.942203,5388.141614,5618.825778,5632.960668,5596.708399,6086.73492,5123.381464,5488.752085,5359.452979,5253.605554,6395.250417,398967.625,6110.506613,398967.625,5913.341642,398967.625,5544.999967,398967.625,5319.777164,5352.849088,398967.625,5712.650548,5714.03928,6279.294326,5191.349021,5424.943406,5449.576029,5196.879786,5120.998435,398967.625,5684.204232,5082.548913,398967.625,398967.625,398967.625,398967.625,5756.90015,398967.625,5711.602232,5500.698519,5876.272753,5761.211194,398967.625,5684.642689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydSND,hydclass3,5995.070623,5888.408567,6006.095708,398967.625,5250.583475,5659.565683,398967.625,5713.571735,5658.77561,5842.254658,398967.625,5980.214917,398967.625,5793.35191,6183.915562,5125.980504,5855.525256,5871.490568,398967.625,5483.384301,5991.341243,398967.625,398967.625,6093.793043,5941.967634,6174.850705,398967.625,5609.457322,398967.625,398967.625,5702.204193,5620.177793,6266.82325,5876.669023,5235.154436,6069.65566,398967.625,5575.126053,5939.307559,6213.229973,6193.401861,6112.104849,6210.780649,398967.625,5976.698444,6095.54896,398967.625,5592.74371,398967.625,5612.7933,5679.218488,6223.652356,6139.820933,6395.768358,5750.777706,5604.386636,398967.625,6002.613537,398967.625,398967.625,5027.301617,398967.625,5797.98134,5933.141367,5311.520492,398967.625,398967.625,398967.625,6114.868449,5891.724115,5722.290449,5671.852108,5509.638421,398967.625,6591.314207,398967.625,6068.430785,398967.625,398967.625,6278.536783,6064.298727,398967.625,398967.625,5553.120495,5794.242014,398967.625,5893.759361,6200.854233,5694.295912,5653.960955,398967.625,5499.421033,5998.421228,5716.203583,5638.917641,6237.309229,5368.749026,5648.050671,5497.870942,5889.418734,398967.625,398967.625,6283.144657,398967.625,6024.803808,398967.625,5622.632052,398967.625,5431.457252,5443.179813,398967.625,5848.012103,6205.104254,6726.969684,5530.187436,5494.002331,5564.877473,5392.790854,5389.989643,398967.625,5876.322408,5202.687008,398967.625,398967.625,398967.625,398967.625,5825.07071,398967.625,5776.620876,5648.735476,5902.345269,5872.847735,398967.625,5807.54845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydSND,hydclass4,6073.101917,5971.04556,6091.623129,398967.625,5477.573816,5810.404541,398967.625,6016.130352,5870.572891,6159.203432,398967.625,6006.301471,398967.625,5941.086533,6265.161901,5444.075763,5999.871416,5983.385417,398967.625,5647.170995,6076.889646,398967.625,398967.625,6194.726432,5957.363067,6215.072985,398967.625,5686.027234,398967.625,398967.625,5988.535915,5794.303265,6321.354642,5926.612625,5321.547627,398967.625,398967.625,5698.831704,6148.23233,6281.069411,6317.453393,398967.625,6542.136407,398967.625,6231.80395,6285.259921,398967.625,5633.34367,398967.625,5729.376875,5750.482355,6262.277091,6156.11303,6515.726222,5794.47221,5729.605546,398967.625,6195.8389,398967.625,398967.625,5403.177,398967.625,5972.829647,6108.782244,5464.736975,398967.625,398967.625,398967.625,398967.625,6127.032014,6352.748262,5716.169198,5520.408662,398967.625,6663.59207,398967.625,6271.730229,398967.625,398967.625,6437.249917,6173.839277,398967.625,398967.625,5777.265278,6091.088308,398967.625,6039.420587,6345.768723,5749.30389,5800.175767,398967.625,5690.082505,398967.625,5871.487562,5828.780849,6298.987602,5556.687506,5935.224861,5576.339869,6251.983532,398967.625,398967.625,6515.271701,398967.625,6194.992103,398967.625,6106.928929,398967.625,5717.659173,5749.747988,398967.625,5986.891216,398967.625,6741.412407,5848.971371,5546.486414,5695.470864,5566.955047,5571.691403,398967.625,6085.303125,5384.549709,398967.625,398967.625,398967.625,398967.625,5909.047958,398967.625,5922.127143,5726.351187,5986.502741,5971.908234,398967.625,5972.831145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydSND,hydclass5,6226.834824,6173.696938,6279.574557,398967.625,5950.840799,6061.456962,398967.625,6223.447148,6121.859066,6629.952726,398967.625,6054.467425,398967.625,6197.066446,6544.250646,5911.036051,6199.568094,6279.520254,398967.625,6037.352273,6316.407195,398967.625,398967.625,6373.265133,6130.550219,6401.774687,398967.625,5870.603611,398967.625,398967.625,6216.128683,398967.625,6451.987121,6186.674738,5823.835531,398967.625,398967.625,398967.625,6517.022545,6575.05161,6586.370683,398967.625,6753.129226,398967.625,6545.019395,6434.768306,398967.625,5688.010166,398967.625,6020.313626,6042.878426,6448.033819,6354.898125,6851.995753,5872.845728,5741.715835,398967.625,6331.474863,398967.625,398967.625,5902.248581,398967.625,6453.025746,6276.452169,5961.578187,398967.625,398967.625,398967.625,398967.625,6534.579137,398967.625,5959.072606,5910.559934,398967.625,6676.780217,398967.625,398967.625,398967.625,398967.625,6768.17803,6308.346576,398967.625,398967.625,398967.625,6447.984356,398967.625,6270.332701,6488.068354,5901.562794,6095.437083,398967.625,6204.43904,398967.625,6181.41508,6601.671965,6403.206118,5887.306621,6417.387841,6009.744389,398967.625,398967.625,398967.625,398967.625,398967.625,6385.971646,398967.625,6372.752276,398967.625,6159.05153,6086.082538,398967.625,6219.156443,398967.625,398967.625,6072.07777,5879.52119,5943.532716,6135.457462,6191.751215,398967.625,398967.625,5804.234875,398967.625,398967.625,398967.625,398967.625,6183.687619,398967.625,6127.206263,6117.440306,6101.464996,6223.7303,398967.625,6187.018697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydUD,hydclass1,755.8025965,739.0591579,789.8481038,696.5976027,714.4766914,1570.200274,1106.522343,398967.625,998.6271326,1894.130313,398967.625,398967.625,398967.625,1525.549475,884.9358564,1277.601278,901.7334871,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1543.007413,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,916.2452575,398967.625,872.9287006,398967.625,2068.926749,398967.625,398967.625,1340.696314,398967.625,398967.625,1543.007413,398967.625,398967.625,398967.625,1314.926751,1204.35307,398967.625,398967.625,398967.625,1816.424015,1030.303732,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1412.197652,398967.625,398967.625,1498.886859,398967.625,398967.625,398967.625,398967.625,398967.625,1082.654102,398967.625,1816.424015,2072.342708,1688.386772,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1373.573826,398967.625,398967.625,398967.625,995.5964977,1184.49061,398967.625,1124.766937,1124.944885,987.946749,1773.809797,1242.856707,1091.229058,1121.492469,1058.519028,398967.625,1553.544406,398967.625,2214.873287,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1010.303618,398967.625,398967.625,398967.625,1510.725959,398967.625,398967.625,398967.625,398967.625,668.0860641,398967.625,1564.529009,2068.926749,1783.90768,1532.88574,398967.625,1327.087369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydUD,hydclass2,932.3000959,867.3069797,1332.004346,837.3325731,958.4160523,1647.258204,398967.625,398967.625,1066.020522,1952.006397,398967.625,398967.625,398967.625,1852.84679,1254.598042,1395.158198,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1603.787343,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,956.5903188,398967.625,398967.625,398967.625,398967.625,1924.991034,398967.625,398967.625,1561.738992,398967.625,398967.625,398967.625,1342.923501,398967.625,398967.625,398967.625,398967.625,398967.625,1285.479669,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1673.991366,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1924.991034,2165.527235,1736.561046,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1412.197652,398967.625,398967.625,398967.625,1148.793935,1196.948555,398967.625,1186.623914,398967.625,1073.999273,1773.809797,1361.586894,1228.364808,1257.589982,1510.725959,398967.625,398967.625,398967.625,3024.868532,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1695.870676,398967.625,398967.625,398967.625,1600.551888,398967.625,398967.625,398967.625,398967.625,810.5936794,398967.625,2082.963085,398967.625,1952.006397,1595.24526,398967.625,1342.923501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydUD,hydclass3,1100.627354,1010.437395,1350.512176,398967.625,1050.326945,1773.809797,398967.625,398967.625,1154.415799,2549.932161,398967.625,398967.625,398967.625,398967.625,1318.315197,1429.482555,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1745.437792,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1042.795436,398967.625,398967.625,398967.625,398967.625,2337.595285,398967.625,398967.625,1703.558018,398967.625,398967.625,398967.625,1587.989733,398967.625,398967.625,398967.625,398967.625,398967.625,1325.702431,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,2110.804305,2275.546668,1840.219202,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,2040.245023,398967.625,398967.625,398967.625,1278.265232,1291.290955,398967.625,1218.293274,398967.625,1192.61423,1840.219202,398967.625,1438.907219,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1952.006397,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1466.698659,398967.625,2271.84815,398967.625,2207.70256,3341.699443,398967.625,1515.460911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydUD,hydclass4,1237.626054,1326.375124,1997.231931,398967.625,1229.308425,1840.219202,398967.625,398967.625,1239.32772,3024.868532,398967.625,398967.625,398967.625,398967.625,1471.493191,1722.222307,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,2404.940032,398967.625,398967.625,1709.861297,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,2315.368106,2419.391354,2049.542217,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1475.457658,1339.591022,398967.625,1306.200943,398967.625,1369.913676,2215.797562,398967.625,1561.676765,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1955.546775,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,398967.625,1676.212155,398967.625,2467.079516,398967.625,2317.476292,398967.625,398967.625,1808.107112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
