region,class,timeslice,cfmean
o100280,6,H1,0.26595
o100280,6,H10,0.38066
o100280,6,H11,0.35075
o100280,6,H12,0.40952
o100280,6,H13,0.40337
o100280,6,H14,0.31423
o100280,6,H15,0.33567
o100280,6,H16,0.39932
o100280,6,H17,0.30866
o100280,6,H2,0.19487
o100280,6,H3,0.30866
o100280,6,H4,0.34035
o100280,6,H5,0.29544
o100280,6,H6,0.25855
o100280,6,H7,0.28111
o100280,6,H8,0.31737
o100280,6,H9,0.43203
o100281,6,H1,0.26615
o100281,6,H10,0.39161
o100281,6,H11,0.36076
o100281,6,H12,0.41268
o100281,6,H13,0.40306
o100281,6,H14,0.32411
o100281,6,H15,0.3337
o100281,6,H16,0.39871
o100281,6,H17,0.30313
o100281,6,H2,0.2051
o100281,6,H3,0.30313
o100281,6,H4,0.33703
o100281,6,H5,0.29908
o100281,6,H6,0.26322
o100281,6,H7,0.28008
o100281,6,H8,0.31813
o100281,6,H9,0.43146
o100282,6,H1,0.26793
o100282,6,H10,0.39933
o100282,6,H11,0.37048
o100282,6,H12,0.41523
o100282,6,H13,0.40364
o100282,6,H14,0.32954
o100282,6,H15,0.33083
o100282,6,H16,0.40163
o100282,6,H17,0.2951
o100282,6,H2,0.20975
o100282,6,H3,0.2951
o100282,6,H4,0.33128
o100282,6,H5,0.30029
o100282,6,H6,0.26469
o100282,6,H7,0.27675
o100282,6,H8,0.32001
o100282,6,H9,0.43174
o100283,6,H1,0.27339
o100283,6,H10,0.4087
o100283,6,H11,0.38447
o100283,6,H12,0.41833
o100283,6,H13,0.40217
o100283,6,H14,0.33366
o100283,6,H15,0.3296
o100283,6,H16,0.3981
o100283,6,H17,0.28362
o100283,6,H2,0.21222
o100283,6,H3,0.28362
o100283,6,H4,0.32609
o100283,6,H5,0.30177
o100283,6,H6,0.2716
o100283,6,H7,0.28054
o100283,6,H8,0.31903
o100283,6,H9,0.43339
o100284,6,H1,0.2762
o100284,6,H10,0.41155
o100284,6,H11,0.39016
o100284,6,H12,0.42135
o100284,6,H13,0.40465
o100284,6,H14,0.33646
o100284,6,H15,0.33026
o100284,6,H16,0.39723
o100284,6,H17,0.27955
o100284,6,H2,0.21304
o100284,6,H3,0.27955
o100284,6,H4,0.32712
o100284,6,H5,0.30112
o100284,6,H6,0.27168
o100284,6,H7,0.28254
