,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17
p126,0.003,0.369,0.334,0.029,0.0,0.316,0.254,0.004,0.0,0.235,0.202,0.001,0.002,0.355,0.325,0.019,0.344
p127,0.004,0.364,0.347,0.034,0.0,0.287,0.244,0.005,0.0,0.192,0.177,0.001,0.002,0.343,0.323,0.022,0.332
p128,0.005,0.378,0.327,0.029,0.0,0.319,0.235,0.004,0.0,0.219,0.163,0.0,0.003,0.363,0.303,0.018,0.328
p129,0.006,0.366,0.319,0.029,0.0,0.289,0.225,0.004,0.0,0.198,0.157,0.0,0.004,0.354,0.304,0.017,0.34
p13,0.004,0.49,0.438,0.02,0.0,0.461,0.35,0.002,0.0,0.357,0.278,0.0,0.002,0.506,0.436,0.011,0.38
p130,0.007,0.389,0.287,0.024,0.001,0.323,0.203,0.002,0.0,0.234,0.155,0.0,0.004,0.382,0.275,0.014,0.293
p131,0.006,0.378,0.321,0.025,0.0,0.321,0.227,0.002,0.0,0.234,0.173,0.0,0.003,0.369,0.299,0.014,0.321
p132,0.005,0.361,0.323,0.03,0.0,0.3,0.237,0.004,0.0,0.224,0.184,0.0,0.003,0.345,0.307,0.018,0.325
p133,0.006,0.386,0.306,0.025,0.001,0.319,0.211,0.002,0.0,0.227,0.16,0.0,0.004,0.368,0.281,0.014,0.295
p134,0.008,0.372,0.306,0.026,0.001,0.316,0.22,0.002,0.0,0.225,0.159,0.0,0.005,0.365,0.294,0.014,0.356
p14,0.009,0.448,0.405,0.029,0.0,0.354,0.26,0.002,0.0,0.183,0.148,0.0,0.003,0.374,0.323,0.016,0.382
p15,0.002,0.416,0.536,0.071,0.0,0.352,0.434,0.02,0.0,0.183,0.254,0.005,0.0,0.365,0.467,0.049,0.453
p16,0.003,0.434,0.488,0.062,0.0,0.357,0.394,0.015,0.0,0.169,0.203,0.003,0.001,0.371,0.424,0.044,0.466
p17,0.003,0.393,0.454,0.066,0.0,0.299,0.322,0.013,0.0,0.161,0.192,0.002,0.001,0.33,0.375,0.043,0.391
p18,0.004,0.414,0.441,0.053,0.0,0.306,0.318,0.009,0.0,0.179,0.194,0.001,0.001,0.353,0.384,0.034,0.444
p19,0.006,0.427,0.4,0.043,0.0,0.333,0.271,0.005,0.0,0.181,0.138,0.0,0.003,0.392,0.347,0.025,0.446
p2,0.005,0.385,0.434,0.049,0.0,0.295,0.283,0.006,0.0,0.14,0.143,0.0,0.002,0.321,0.337,0.026,0.421
p20,0.005,0.427,0.409,0.045,0.0,0.324,0.284,0.007,0.0,0.202,0.179,0.001,0.002,0.366,0.353,0.029,0.41
p21,0.006,0.432,0.437,0.048,0.0,0.383,0.38,0.01,0.0,0.245,0.259,0.002,0.002,0.404,0.435,0.034,0.401
p22,0.008,0.434,0.366,0.047,0.0,0.342,0.249,0.007,0.0,0.205,0.173,0.001,0.004,0.381,0.322,0.031,0.36
p23,0.007,0.461,0.404,0.036,0.0,0.365,0.289,0.005,0.0,0.22,0.185,0.001,0.003,0.409,0.356,0.022,0.346
p24,0.007,0.478,0.355,0.034,0.0,0.405,0.277,0.006,0.0,0.254,0.213,0.001,0.003,0.426,0.337,0.022,0.292
p25,0.002,0.413,0.496,0.059,0.0,0.355,0.409,0.016,0.0,0.215,0.272,0.004,0.001,0.379,0.465,0.042,0.46
p26,0.004,0.446,0.447,0.052,0.0,0.379,0.369,0.013,0.0,0.216,0.235,0.003,0.002,0.398,0.411,0.039,0.405
p27,0.001,0.383,0.544,0.065,0.0,0.361,0.463,0.02,0.0,0.282,0.391,0.009,0.0,0.4,0.546,0.05,0.458
p28,0.0,0.405,0.492,0.043,0.0,0.392,0.422,0.012,0.0,0.31,0.371,0.005,0.0,0.435,0.521,0.034,0.391
p29,0.003,0.385,0.425,0.044,0.0,0.395,0.426,0.014,0.0,0.32,0.4,0.005,0.001,0.434,0.526,0.04,0.309
p3,0.007,0.438,0.433,0.035,0.0,0.346,0.284,0.003,0.0,0.162,0.145,0.0,0.003,0.374,0.342,0.018,0.409
p30,0.0,0.414,0.458,0.036,0.0,0.404,0.408,0.01,0.0,0.336,0.385,0.005,0.0,0.457,0.519,0.032,0.316
p31,0.002,0.463,0.423,0.03,0.0,0.436,0.381,0.006,0.0,0.358,0.344,0.002,0.001,0.472,0.465,0.023,0.351
p32,0.007,0.416,0.409,0.037,0.0,0.34,0.309,0.005,0.0,0.24,0.26,0.001,0.004,0.388,0.392,0.022,0.411
p33,0.005,0.453,0.358,0.028,0.0,0.396,0.308,0.005,0.0,0.29,0.266,0.001,0.002,0.427,0.367,0.02,0.306
p34,0.006,0.467,0.373,0.029,0.0,0.418,0.339,0.006,0.0,0.312,0.292,0.002,0.003,0.453,0.402,0.023,0.362
p35,0.006,0.432,0.418,0.037,0.0,0.33,0.285,0.004,0.0,0.174,0.18,0.0,0.003,0.383,0.374,0.021,0.437
p36,0.002,0.371,0.459,0.064,0.0,0.279,0.328,0.014,0.0,0.132,0.222,0.003,0.001,0.326,0.415,0.041,0.429
p37,0.002,0.356,0.438,0.058,0.0,0.276,0.323,0.012,0.0,0.132,0.218,0.003,0.001,0.323,0.412,0.038,0.413
p38,0.002,0.363,0.452,0.057,0.0,0.291,0.339,0.012,0.0,0.173,0.257,0.003,0.001,0.33,0.416,0.037,0.426
p39,0.006,0.451,0.414,0.027,0.0,0.38,0.313,0.004,0.0,0.253,0.249,0.0,0.003,0.409,0.375,0.015,0.393
p4,0.005,0.467,0.453,0.036,0.0,0.36,0.298,0.003,0.0,0.17,0.158,0.0,0.002,0.401,0.37,0.019,0.409
p40,0.001,0.355,0.477,0.062,0.0,0.302,0.384,0.018,0.0,0.202,0.31,0.006,0.0,0.331,0.435,0.042,0.437
p41,0.001,0.362,0.456,0.052,0.0,0.304,0.364,0.012,0.0,0.198,0.279,0.003,0.0,0.336,0.41,0.034,0.423
p42,0.003,0.351,0.413,0.057,0.0,0.25,0.284,0.01,0.0,0.127,0.187,0.002,0.001,0.318,0.388,0.037,0.429
p43,0.004,0.355,0.416,0.048,0.0,0.263,0.298,0.009,0.0,0.164,0.221,0.002,0.002,0.325,0.382,0.031,0.384
p44,0.002,0.353,0.428,0.054,0.0,0.282,0.326,0.011,0.0,0.164,0.247,0.003,0.001,0.324,0.395,0.036,0.432
p45,0.002,0.357,0.437,0.048,0.0,0.294,0.342,0.01,0.0,0.182,0.259,0.003,0.001,0.333,0.407,0.032,0.42
p46,0.005,0.355,0.381,0.044,0.0,0.266,0.267,0.008,0.0,0.164,0.197,0.001,0.003,0.329,0.35,0.028,0.347
p47,0.002,0.447,0.413,0.029,0.0,0.418,0.362,0.008,0.0,0.348,0.333,0.003,0.001,0.462,0.436,0.022,0.396
p48,0.0,0.36,0.534,0.073,0.0,0.322,0.461,0.031,0.0,0.261,0.425,0.018,0.0,0.359,0.532,0.06,0.469
p49,0.0,0.375,0.519,0.067,0.0,0.327,0.437,0.024,0.0,0.252,0.385,0.013,0.0,0.361,0.5,0.05,0.487
p5,0.004,0.369,0.46,0.057,0.0,0.275,0.295,0.008,0.0,0.127,0.147,0.001,0.001,0.288,0.332,0.028,0.425
p50,0.0,0.35,0.484,0.055,0.0,0.304,0.388,0.016,0.0,0.234,0.336,0.007,0.0,0.321,0.439,0.039,0.429
p51,0.001,0.34,0.457,0.05,0.0,0.292,0.36,0.012,0.0,0.222,0.305,0.005,0.0,0.317,0.414,0.032,0.412
p52,0.001,0.365,0.517,0.071,0.0,0.317,0.429,0.025,0.0,0.238,0.383,0.012,0.0,0.345,0.485,0.05,0.501
p53,0.001,0.347,0.463,0.054,0.0,0.304,0.371,0.015,0.0,0.229,0.323,0.006,0.0,0.324,0.418,0.037,0.418
p54,0.002,0.331,0.417,0.047,0.0,0.306,0.342,0.011,0.0,0.218,0.281,0.003,0.001,0.322,0.374,0.03,0.383
p55,0.001,0.349,0.425,0.044,0.0,0.306,0.347,0.01,0.0,0.21,0.271,0.003,0.001,0.317,0.388,0.029,0.394
p56,0.001,0.348,0.434,0.044,0.0,0.296,0.343,0.01,0.0,0.214,0.268,0.003,0.0,0.312,0.388,0.028,0.383
p57,0.001,0.363,0.425,0.038,0.0,0.305,0.346,0.01,0.0,0.225,0.285,0.004,0.0,0.319,0.396,0.027,0.383
p58,0.001,0.365,0.335,0.023,0.0,0.334,0.301,0.005,0.0,0.259,0.262,0.003,0.001,0.358,0.363,0.019,0.316
p59,0.001,0.423,0.455,0.031,0.0,0.405,0.423,0.008,0.0,0.352,0.394,0.003,0.0,0.45,0.512,0.026,0.417
p6,0.006,0.446,0.452,0.055,0.0,0.339,0.305,0.009,0.0,0.158,0.166,0.001,0.002,0.35,0.348,0.031,0.433
p60,0.0,0.352,0.508,0.066,0.0,0.321,0.439,0.027,0.0,0.253,0.401,0.015,0.0,0.346,0.507,0.052,0.41
p61,0.0,0.348,0.49,0.057,0.0,0.322,0.433,0.025,0.0,0.267,0.415,0.016,0.0,0.349,0.509,0.049,0.409
p62,0.0,0.357,0.516,0.068,0.0,0.331,0.455,0.031,0.0,0.261,0.415,0.018,0.0,0.363,0.531,0.056,0.439
p63,0.0,0.35,0.456,0.048,0.0,0.302,0.381,0.015,0.0,0.233,0.333,0.008,0.0,0.308,0.432,0.036,0.413
p64,0.0,0.336,0.441,0.048,0.0,0.289,0.378,0.019,0.0,0.221,0.33,0.01,0.0,0.288,0.421,0.038,0.386
p65,0.0,0.335,0.451,0.047,0.0,0.298,0.388,0.019,0.0,0.221,0.339,0.011,0.0,0.293,0.434,0.036,0.386
p66,0.0,0.345,0.378,0.031,0.0,0.32,0.339,0.009,0.0,0.239,0.293,0.005,0.0,0.317,0.386,0.025,0.354
p67,0.0,0.331,0.402,0.038,0.0,0.298,0.349,0.011,0.0,0.218,0.296,0.006,0.0,0.304,0.402,0.03,0.36
p68,0.004,0.371,0.387,0.042,0.0,0.285,0.282,0.009,0.0,0.165,0.201,0.002,0.002,0.339,0.344,0.028,0.366
p69,0.003,0.366,0.405,0.04,0.0,0.295,0.3,0.007,0.0,0.177,0.219,0.001,0.001,0.338,0.376,0.024,0.389
p7,0.006,0.434,0.488,0.063,0.0,0.355,0.372,0.015,0.0,0.169,0.208,0.003,0.002,0.371,0.42,0.041,0.428
p70,0.003,0.349,0.419,0.044,0.0,0.297,0.321,0.009,0.0,0.183,0.237,0.002,0.001,0.326,0.379,0.029,0.389
p71,0.003,0.355,0.407,0.039,0.0,0.309,0.313,0.008,0.0,0.204,0.238,0.002,0.001,0.336,0.363,0.024,0.349
p72,0.003,0.368,0.397,0.035,0.0,0.324,0.306,0.006,0.0,0.216,0.235,0.001,0.001,0.342,0.358,0.021,0.412
p73,0.003,0.365,0.391,0.036,0.0,0.323,0.329,0.007,0.0,0.213,0.242,0.001,0.001,0.337,0.365,0.024,0.373
p74,0.004,0.335,0.428,0.065,0.0,0.236,0.288,0.015,0.0,0.141,0.212,0.004,0.002,0.31,0.395,0.044,0.416
p75,0.006,0.389,0.366,0.031,0.0,0.296,0.24,0.003,0.0,0.177,0.176,0.0,0.003,0.359,0.342,0.018,0.374
p76,0.006,0.367,0.355,0.036,0.0,0.285,0.242,0.005,0.0,0.162,0.177,0.001,0.004,0.341,0.334,0.023,0.349
p77,0.004,0.359,0.376,0.035,0.0,0.301,0.289,0.005,0.0,0.188,0.211,0.001,0.002,0.34,0.358,0.022,0.359
p78,0.006,0.383,0.353,0.032,0.0,0.313,0.255,0.006,0.0,0.174,0.167,0.0,0.003,0.355,0.321,0.02,0.361
p79,0.006,0.394,0.344,0.028,0.0,0.327,0.247,0.003,0.0,0.199,0.18,0.0,0.003,0.364,0.329,0.017,0.361
p8,0.004,0.495,0.489,0.04,0.0,0.41,0.359,0.006,0.0,0.227,0.226,0.001,0.002,0.423,0.415,0.023,0.445
p80,0.005,0.384,0.361,0.029,0.0,0.305,0.253,0.003,0.0,0.19,0.18,0.0,0.003,0.351,0.324,0.016,0.355
p81,0.003,0.376,0.382,0.032,0.0,0.325,0.289,0.005,0.0,0.21,0.209,0.001,0.002,0.346,0.341,0.019,0.402
p82,0.004,0.381,0.375,0.029,0.0,0.331,0.286,0.004,0.0,0.218,0.215,0.0,0.002,0.359,0.341,0.016,0.38
p83,0.004,0.376,0.375,0.031,0.0,0.334,0.283,0.005,0.0,0.213,0.205,0.001,0.002,0.346,0.334,0.018,0.393
p84,0.002,0.381,0.381,0.031,0.0,0.339,0.315,0.006,0.0,0.238,0.246,0.001,0.001,0.354,0.355,0.02,0.365
p85,0.001,0.36,0.408,0.035,0.0,0.308,0.326,0.007,0.0,0.224,0.259,0.002,0.001,0.327,0.382,0.024,0.385
p86,0.001,0.37,0.367,0.026,0.0,0.326,0.31,0.006,0.0,0.251,0.26,0.002,0.001,0.346,0.369,0.02,0.341
p87,0.002,0.385,0.343,0.021,0.0,0.341,0.286,0.004,0.0,0.262,0.243,0.001,0.001,0.368,0.353,0.017,0.326
p88,0.002,0.38,0.366,0.023,0.0,0.325,0.292,0.003,0.0,0.247,0.239,0.001,0.001,0.358,0.363,0.017,0.37
p89,0.003,0.387,0.344,0.019,0.0,0.345,0.275,0.002,0.0,0.262,0.228,0.001,0.002,0.366,0.347,0.013,0.347
p9,0.003,0.459,0.483,0.04,0.0,0.381,0.352,0.006,0.0,0.223,0.217,0.001,0.001,0.42,0.427,0.024,0.429
p90,0.003,0.385,0.333,0.016,0.0,0.351,0.275,0.002,0.0,0.29,0.25,0.001,0.002,0.391,0.355,0.012,0.301
p91,0.003,0.379,0.328,0.015,0.0,0.351,0.275,0.002,0.0,0.292,0.246,0.001,0.002,0.406,0.367,0.012,0.257
p92,0.002,0.361,0.368,0.031,0.0,0.325,0.305,0.007,0.0,0.234,0.244,0.003,0.001,0.339,0.356,0.023,0.365
p93,0.004,0.383,0.344,0.025,0.0,0.335,0.269,0.004,0.0,0.231,0.208,0.001,0.002,0.356,0.323,0.016,0.358
p94,0.0,0.337,0.41,0.045,0.0,0.293,0.35,0.016,0.0,0.235,0.311,0.008,0.0,0.334,0.421,0.039,0.396
p95,0.001,0.354,0.398,0.039,0.0,0.315,0.335,0.012,0.0,0.261,0.304,0.006,0.0,0.349,0.398,0.032,0.322
p96,0.001,0.359,0.374,0.035,0.0,0.308,0.309,0.01,0.0,0.257,0.289,0.005,0.0,0.365,0.393,0.031,0.333
p97,0.001,0.349,0.387,0.04,0.0,0.308,0.323,0.012,0.0,0.251,0.293,0.005,0.0,0.345,0.386,0.032,0.318
p98,0.001,0.361,0.372,0.033,0.0,0.306,0.297,0.008,0.0,0.247,0.27,0.003,0.001,0.359,0.374,0.027,0.336
p99,0.002,0.353,0.368,0.037,0.0,0.304,0.292,0.008,0.0,0.233,0.255,0.002,0.001,0.344,0.362,0.027,0.351
