avail_cspns,0.96,"--fraction-- availability of csp without storage"
bio_cofire_perc,0.15,"--fraction-- fraction of total fuel that is biomass used in cofire plants"
CA_import_emit,0.217,--metric ton CO2/MWh--emissions measured on imports to California (assuming 2019 value from figure 8 of: https://ww3.arb.ca.gov/cc/inventory/pubs/reports/2000_2019/ghg_inventory_trends_00-19.pdf with data at https://ww3.arb.ca.gov/cc/inventory/pubs/rep
CarbPolicyStartyear,2020,"--year-- start year for carbon policy"
co2_emissions_2022,1557.726,"--million metric tonnes CO2-- 2022 emissions (used for tax credit phaseout)"
converter_efficiency_ac,1,"--fraction-- AC substation efficiency"
converter_efficiency_lcc,0.993,"--fraction-- LCC AC/DC converter efficiency [https://doi.org/10.1016/j.rser.2019.04.062]"
converter_efficiency_vsc,0.99,"--fraction-- VSC AC/DC converter efficiency [https://doi.org/10.1016/j.rser.2019.04.062]"
cost_acdc_lcc,98469,"--$ per MW-- cost for a single LCC AC/DC converter station (will be applied twice for each LCC DC line) [MISO 2020 https://legalectric.org/f/2021/07/20200414-PSC-Item-07-Transmission-Cost-Estimation-Guide-for-MTEP-2020_DRAFT_April_clean441565.pdf]"
cost_acdc_vsc,127428,"--$ per MW-- cost for a single VSC AC/DC converter station (will be applied once for each VSC AC/DC converter) [MISO 2020 https://legalectric.org/f/2021/07/20200414-PSC-Item-07-Transmission-Cost-Estimation-Guide-for-MTEP-2020_DRAFT_April_clean441565.pdf]"
cost_fom_psh,13030,"--2004$/MW-year-- FOM cost for PSH"
cost_upgrade_gasct2rect,0.2,"--fraction-- Sets upgrade costs for RE-CT and RE-CC plants based relative to capital cost for RE-CT."
cost_vom_psh,0.375,"--2004$/MWh-- VOM cost for PSH"
csapr_startyr,2017,"--year-- start year for CSAPR policy"
csp_sm_1,2.7,"--fraction-- solar multiple for csp1"
csp_sm_2,2.4,"--fraction-- solar multiple for csp2"
csp_sm_3,1.3,"--fraction-- solar multiple for csp3"
csp_sm_4,1.0,"--fraction-- solar multiple for csp4"
csp_sm_baseline,2.4,"--fraction-- baseline solar multiple to normalize other CSP solar multiples by"
csp_sm_ns,1.4,"--fraction-- solar multiple for cspns"
distloss,0.05,"--fraction-- distribution loss rate from bus to final consumption. A generic estimate of distribution losses taken many years ago from AEO 2006"
dupv_cost_cap_mult,1.29,"--fraction-- price premium for dupv over upv. Cost premium is the ratio of the 5 MW system cost to the 100 MW system cost from figure 28 of the U.S. Solar PV System Cost Benchmark: Q1 2018 (https://www.nrel.gov/docs/fy19osti/72399.pdf)"
euros_dollar,1.124,"--USD/Euro-- dollars per euro exchange rate from treasury department (https://fiscal.treasury.gov/files/reports-statements/treasury-reporting-rates-exchange/ratesofexchangeasofdecember312019.pdf)"
firstyear_trans,2023,"first year transmission expansion is allowed"
gas_elasticity,0.76,"--fraction-- gas supply curve elasticity. long run price elasticity as estimated by: https://www.diw.de/documents/publikationen/73/diw_01.c.441773.de/dp1372.pdf"
gas_scale,1000000,"--unitless-- conversion factor for gas-related parameters to help in scaling the problem"
gasprice_ref_frac_adder,0.04,"--fraction-- fraction by which to multiply gasprice_ref for winter"
gassupplyscale,-0.5,"shifting of reference gas price bin. gassupply scale determines how far the bins reference quantity should deviate from its reference price. With gassupply scale = -0.5, the center of the reference price bin will be the reference quantity. with gassupplyscale = 0, the end of the reference gas price's bin will the limit for that reference bin."
geothermal_availability,0.75,"--fraction-- Existing geothermal plants have a 75% availability rate based on historical capacity factors"
h2_energy_intensity,60920,"--btu/lb-- H2 energy intensity (HHV, from https://www.engineeringtoolbox.com/fuels-higher-calorific-values-d_169.html)"
ilr_dist,1.1,"--MW_dc/MW_ac-- inverter-loading ratio for distpv"
ilr_utility,1.3,"--MW_dc/MW_ac-- inverter-loading ratio for UPV and DUPV"
industrialGasMult,1.21,"--fraction-- accounts for differences in the gas price for electricity generators and industrial customers. Accounts for the cost differences between electricity and industrial gas prices in the AEO 2022 Reference Scenario data"
inverter_efficiency,0.98,"--fraction-- one-way efficiency of AC-DC or DC-AC conversion"
lb_per_tonne,2204.62,"--lb/tonne-- pound per metric tonne"
maxage_default,100,"--years-- maximum age for technogies (default if no entry in maxage.csv)"
minCF_nuclear_flex,0.06,"--fraction-- fleet mincf for nuclear when using flexible nuclear"
mingen_firstyear,2020,"--integer-- first year for mingen considerations"
minloadfrac_coal,0.5,"--fraction-- coal mingen"
minloadfrac_csp,0.15,"--fraction-- CSP mingen"
minloadfrac_nuclear_flex,0.4,"--fraction-- nuclear mingen if running with flexible nuclear"
molWeightCH4,16.043,"--g/mol--molecular weight of CH4"
molWeightCO2,44.009,"--g/mol--molecular weight of CO2"
nat_beta_energy,0.1276,"--$/MMBtu per Quad-- beta value for national natural gas supply curves; see documentation for how value is calculated"
nat_beta_nonenergy,0.1352,"--$/MMBtu per Quad-- beta value for national natural gas supply curves; see documentation for how value is calculated"
normfuelbinmax,1.4,"top cutoff for natural gas supply curve"
normfuelbinmin,0.6,"bottom cutoff for natural gas supply curve"
reduced_resource_frac,0.5,"--fraction-- fraction by which to reduce resource when Sw_ReducedResource=1"
reg_energy_frac,0.15,"--fraction-- fraction of regulating reserves that produces energy. from Page 7 (pdf page 16) of https://www.nrel.gov/docs/fy14osti/60568.pdf"
RGGI_start_yr,2012,"--year-- RGGI start year"
RPS_StartYear,2020,"--year-- Start year for states RPS policies"
smr_capture_rate,0.9,"--fraction-- capture rate of CO2 for SMR with CCS"
