i,region,t,cap_new,capex
hydND,p17,1906,2.0,10432992.365236
hydND,p17,1906,2.0,10432992.365236
hydND,p134,1906,0.8,4056070.389760494
hydND,p14,1906,2.8,15040359.436063305
hydND,p43,1906,0.5,2757886.368542857
hydND,p34,1906,3.6,20025240.8657
hydND,p43,1906,0.5,2757886.368542857
hydND,p132,1906,0.4,2161593.21563
hydND,p132,1906,0.4,2161593.21563
hydND,p33,1906,0.8,4367857.977881081
hydND,p1,1906,2.8,15088869.9834753
hydND,p10,1906,2.0,10611744.606567165
hydND,p34,1906,2.3,12793903.886419443
hydND,p8,1907,0.4,2019223.276942857
hydND,p129,1907,0.3,1508693.3479453125
hydND,p134,1907,0.7,3549061.5910404325
hydND,p25,1907,1.2,6497060.980467326
hydND,p95,1907,3.0,14600122.075124998
hydND,p95,1907,3.0,14600122.075124998
hydND,p95,1907,3.0,14600122.075124998
hydND,p95,1907,3.0,14600122.075124998
hydND,p95,1907,3.0,14600122.075124998
hydND,p95,1907,3.0,14600122.075124998
hydND,p25,1907,1.3,7038482.728839603
hydND,p43,1907,12.5,68947159.21357143
hydND,p43,1907,12.5,68947159.21357143
hydND,p95,1907,3.0,14600122.075124998
hydND,p103,1907,1.2,7092011.37144
hydND,p131,1907,0.5,2801393.208287879
hydND,p103,1907,1.2,7092011.37144
hydND,p5,1907,3.9,18350242.201694027
hydND,p5,1907,3.9,18350242.201694027
hydND,p103,1907,0.8,4728007.580960001
hydND,p76,1907,1.0,5822253.358714284
hydND,p76,1907,1.0,5822253.358714284
hydND,p46,1907,0.2,1128161.5317666668
hydND,p46,1907,0.2,1128161.5317666668
hydND,p129,1907,0.4,2011591.13059375
hydND,p43,1907,12.5,68947159.21357143
hydND,p129,1907,0.4,2011591.13059375
hydND,p95,1907,3.0,14600122.075124998
hydND,p14,1907,2.8,15040359.436063305
hydND,p10,1907,2.2,11672919.067223882
hydND,p10,1907,6.6,35018757.201671645
hydND,p10,1907,6.6,35018757.201671645
hydND,p10,1907,6.6,35018757.201671645
hydND,p10,1907,6.6,35018757.201671645
hydND,p15,1907,0.4,2004894.2271336832
hydND,p9,1907,0.9,4650883.347187428
hydND,p127,1907,0.4,1993987.8196869113
hydND,p9,1907,0.9,4650883.347187428
hydND,p9,1907,0.9,4650883.347187428
hydND,p9,1907,0.9,4650883.347187428
hydND,p10,1908,1.2,6367046.763940299
hydND,p95,1908,2.0,9733414.716749998
hydND,p95,1908,2.0,9733414.716749998
hydND,p95,1908,1.0,4866707.358374999
hydND,p127,1908,4.0,19939878.196869113
hydND,p5,1908,3.4,15997647.047630692
hydND,p10,1908,2.5,13264680.758208957
hydND,p9,1908,5.7,29455594.53218704
hydND,p14,1908,2.8,15040359.436063305
hydND,p10,1908,2.5,13264680.758208957
hydND,p127,1908,4.1,20438375.15179084
hydND,p3,1908,8.8,41057645.93875117
hydND,p17,1908,2.0,10432992.365236
hydND,p33,1908,0.8,4367857.977881081
hydND,p34,1908,0.6,3337540.1442833333
hydND,p127,1908,3.8,18942884.287025657
hydND,p127,1908,4.0,19939878.196869113
hydND,p96,1909,4.8,24056282.826411948
hydND,p96,1909,2.9,14534004.207623884
hydND,p129,1909,2.4,12069546.783562498
hydND,p129,1909,2.4,12069546.783562498
hydND,p5,1909,5.6,26349065.72550937
hydND,p10,1909,2.0,10611744.606567165
hydND,p96,1909,2.9,14534004.207623884
hydND,p96,1909,2.9,14534004.207623884
hydND,p96,1909,2.9,14534004.207623884
hydND,p129,1909,2.4,12069546.783562498
hydND,p129,1909,2.4,12069546.783562498
hydND,p96,1909,4.8,24056282.826411948
hydND,p96,1909,2.9,14534004.207623884
hydND,p127,1909,1.1,5483466.504139006
hydND,p96,1909,2.9,14534004.207623884
hydND,p75,1909,1.9,11324248.7556
hydND,p33,1909,7.5,40948668.542635135
hydND,p116,1909,0.5,2449910.3311491804
hydND,p116,1909,0.5,2449910.3311491804
hydND,p10,1909,1.3,6897633.994268658
hydND,p33,1909,7.5,40948668.542635135
hydND,p127,1909,1.4,6978957.368904189
hydND,p10,1909,1.3,6897633.994268658
hydND,p10,1909,1.2,6367046.763940299
hydND,p15,1909,0.7,3508564.897483946
hydND,p134,1910,0.9,4563079.188480556
hydND,p127,1910,0.4,1993987.8196869113
hydND,p131,1910,1.3,7283622.341548486
hydND,p5,1910,5.1,23996470.571446035
hydND,p122,1910,10.0,44034598.36128204
hydND,p46,1910,1.2,6768969.190599999
hydND,p75,1910,0.3,1788039.2772
hydND,p75,1910,0.3,1788039.2772
hydND,p75,1910,0.3,1788039.2772
hydND,p75,1910,0.3,1788039.2772
hydND,p75,1910,0.3,1788039.2772
hydND,p134,1910,1.1,5577096.78592068
hydND,p131,1910,1.4,7843900.983206061
hydND,p3,1910,8.8,41057645.93875117
hydND,p1,1910,13.9,74905461.70368096
hydND,p3,1910,9.5,44323595.04751546
hydND,p3,1910,9.5,44323595.04751546
hydND,p134,1910,0.7,3549061.5910404325
hydND,p134,1910,0.6,3042052.7923203707
hydND,p134,1910,0.5,2535043.993600309
hydND,p134,1910,0.6,3042052.7923203707
hydND,p134,1910,0.6,3042052.7923203707
hydND,p134,1910,0.6,3042052.7923203707
hydND,p17,1910,0.8,4173196.9460944
hydND,p134,1910,0.6,3042052.7923203707
hydND,p134,1910,0.5,2535043.993600309
hydND,p3,1910,9.5,44323595.04751546
hydND,p134,1910,1.1,5577096.78592068
hydND,p46,1910,2.0,11281615.317666668
hydND,p134,1910,1.1,5577096.78592068
hydND,p95,1910,4.2,20440170.905174997
hydND,p95,1910,2.4,11680097.660099996
hydND,p95,1910,2.4,11680097.660099996
hydND,p26,1910,0.5,2683433.331637255
hydND,p8,1910,1.1,5552864.011592858
hydND,p9,1910,5.0,25838240.81770793
hydND,p9,1910,5.0,25838240.81770793
hydND,p9,1910,5.0,25838240.81770793
hydND,p9,1910,5.0,25838240.81770793
hydND,p9,1910,2.0,10335296.327083172
hydND,p95,1910,3.4,16546805.018474996
hydND,p134,1910,1.5,7605131.980800927
hydND,p134,1910,1.5,7605131.980800927
hydND,p134,1910,1.5,7605131.980800927
hydND,p134,1910,1.5,7605131.980800927
hydND,p134,1910,1.5,7605131.980800927
hydND,p46,1910,1.9,10717534.551783333
hydND,p134,1910,1.2,6084105.584640741
hydND,p25,1910,2.3,12452700.212562373
hydND,p25,1910,2.3,12452700.212562373
hydND,p25,1910,2.0,10828434.967445545
hydND,p25,1910,2.0,10828434.967445545
hydND,p134,1910,1.5,7605131.980800927
hydND,p95,1910,3.4,16546805.018474996
hydND,p26,1910,0.5,2683433.331637255
hydND,p18,1910,4.0,22000040.256118692
hydND,p95,1910,4.2,20440170.905174997
hydND,p18,1910,4.0,22000040.256118692
hydND,p18,1910,4.0,22000040.256118692
hydND,p18,1910,4.0,22000040.256118692
hydND,p134,1910,1.1,5577096.78592068
hydND,p94,1910,0.2,1045054.995431285
hydND,p18,1910,4.0,22000040.256118692
hydND,p94,1910,0.2,1045054.995431285
hydND,p94,1910,0.2,1045054.995431285
hydND,p134,1910,0.7,3549061.5910404325
hydND,p18,1910,4.0,22000040.256118692
hydND,p94,1910,0.2,1045054.995431285
hydND,p134,1910,1.0,5070087.987200618
hydND,p103,1911,3.0,17730028.428600002
hydND,p46,1911,1.1,6204888.424716667
hydND,p122,1911,12.5,55043247.95160255
hydND,p122,1911,12.7,55923939.91882819
hydND,p10,1911,1.5,7958808.454925373
hydND,p12,1911,0.6,3275036.0602125004
hydND,p103,1911,1.5,8865014.214300001
hydND,p12,1911,0.6,3275036.0602125004
hydND,p12,1911,2.1,11462626.210743751
hydND,p12,1911,0.6,3275036.0602125004
hydND,p103,1911,2.7,15957025.585740002
hydND,p94,1911,3.8,19856044.913194414
hydND,p94,1911,3.8,19856044.913194414
hydND,p122,1911,12.1,53281864.01715127
hydND,p5,1911,4.3,20232318.324944697
hydND,p5,1911,4.3,20232318.324944697
hydND,p134,1911,0.7,3549061.5910404325
hydND,p122,1911,11.7,51520480.082699984
hydND,p3,1911,9.0,41990774.25554097
hydND,p94,1911,3.8,19856044.913194414
hydND,p75,1911,1.9,11324248.7556
hydND,p33,1911,5.0,27299112.361756757
hydND,p94,1911,3.8,19856044.913194414
hydND,p10,1911,2.3,12203506.29755224
hydND,p122,1911,11.2,49318750.16463588
hydND,p104,1911,0.4,2441264.0879999995
hydND,p18,1911,2.8,15400028.179283084
hydND,p18,1911,3.0,16500030.19208902
hydND,p18,1911,2.8,15400028.179283084
hydND,p104,1911,0.4,2441264.0879999995
hydND,p18,1911,2.8,15400028.179283084
hydND,p127,1911,0.9,4486472.59429555
hydND,p127,1911,1.0,4984969.549217278
hydND,p127,1911,0.9,4486472.59429555
hydND,p18,1911,2.6,14300026.166477151
hydND,p127,1911,0.9,4486472.59429555
hydND,p25,1911,2.0,10828434.967445545
hydND,p103,1912,0.6,3546005.68572
hydND,p1,1912,6.0,32333292.82173279
hydND,p97,1912,5.0,22594961.333459124
hydND,p97,1912,4.0,18075969.066767298
hydND,p131,1912,2.0,11205572.833151516
hydND,p131,1912,2.0,11205572.833151516
hydND,p1,1912,6.0,32333292.82173279
hydND,p97,1912,4.0,18075969.066767298
hydND,p131,1912,2.0,11205572.833151516
hydND,p131,1912,2.0,11205572.833151516
hydND,p131,1912,2.0,11205572.833151516
hydND,p118,1912,3.0,13780402.7887541
hydND,p92,1912,4.8,22837027.205123596
hydND,p1,1912,6.0,32333292.82173279
hydND,p25,1912,1.2,6497060.980467326
hydND,p92,1912,4.8,22837027.205123596
hydND,p127,1912,1.2,5981963.459060733
hydND,p127,1912,1.2,5981963.459060733
hydND,p10,1912,1.5,7958808.454925373
hydND,p127,1912,2.8,13957914.737808378
hydND,p127,1912,3.4,16948896.467338745
hydND,p32,1912,2.0,10868913.580999998
hydND,p32,1912,2.0,10868913.580999998
hydND,p134,1912,0.5,2535043.993600309
hydND,p134,1912,0.5,2535043.993600309
hydND,p134,1912,0.5,2535043.993600309
hydND,p134,1912,0.6,3042052.7923203707
hydND,p134,1912,0.5,2535043.993600309
hydND,p134,1912,0.5,2535043.993600309
hydND,p131,1912,2.0,11205572.833151516
hydND,p92,1912,4.8,22837027.205123596
hydND,p1,1912,6.0,32333292.82173279
hydND,p15,1912,0.8,4009788.4542673663
hydND,p118,1912,7.9,36288394.0103858
hydND,p92,1912,1.4,6660799.601494382
hydND,p129,1912,0.7,3520284.478539062
hydND,p129,1912,0.7,3520284.478539062
hydND,p6,1912,4.6,23495489.335999414
hydND,p97,1912,5.0,22594961.333459124
hydND,p74,1912,1.3,8514400.577614287
hydND,p92,1912,4.8,22837027.205123596
hydND,p118,1912,7.9,36288394.0103858
hydND,p118,1912,7.9,36288394.0103858
hydND,p92,1912,1.4,6660799.601494382
hydND,p118,1912,7.9,36288394.0103858
hydND,p103,1912,3.1,18321029.376220003
hydND,p118,1912,3.0,13780402.7887541
hydND,p74,1912,1.3,8514400.577614287
hydND,p97,1912,5.0,22594961.333459124
hydND,p118,1912,3.0,13780402.7887541
hydND,p15,1912,0.8,4009788.4542673663
hydND,p103,1912,3.1,18321029.376220003
hydND,p5,1912,4.3,20232318.324944697
hydND,p74,1912,1.3,8514400.577614287
hydND,p97,1912,4.0,18075969.066767298
hydND,p46,1913,0.5,2820403.829416666
hydND,p46,1913,0.5,2820403.829416666
hydND,p5,1913,0.2,941038.0616253348
hydND,p134,1913,0.9,4563079.188480556
hydND,p127,1913,0.5,2492484.774608639
hydND,p131,1913,1.7,9524736.908178788
hydND,p103,1913,2.7,15957025.585740002
hydND,p105,1913,0.6,3007078.180391666
hydND,p103,1913,2.5,14775023.6905
hydND,p94,1913,12.1,63225827.223592736
hydND,p94,1913,12.1,63225827.223592736
hydND,p94,1913,12.2,63748354.72130838
hydND,p94,1913,12.2,63748354.72130838
hydND,p116,1913,0.6,2939892.3973790165
hydND,p134,1913,0.9,4563079.188480556
hydND,p134,1913,0.9,4563079.188480556
hydND,p131,1913,2.2,12326130.116466668
hydND,p43,1913,0.6,3309463.642251428
hydND,p9,1913,13.2,68212955.75874893
hydND,p9,1913,13.2,68212955.75874893
hydND,p131,1913,1.9,10645294.19149394
hydND,p131,1913,0.4,2241114.5666303034
hydND,p129,1913,0.6,3017386.6958906245
hydND,p129,1913,0.6,3017386.6958906245
hydND,p127,1913,0.9,4486472.59429555
hydND,p127,1913,1.1,5483466.504139006
hydND,p9,1913,19.8,102319433.6381234
hydND,p9,1913,15.8,81648840.98395707
hydND,p134,1913,0.9,4563079.188480556
hydND,p9,1913,15.8,81648840.98395707
hydND,p10,1913,2.8,14856442.449194027
hydND,p10,1913,2.8,14856442.449194027
hydND,p10,1913,2.8,14856442.449194027
hydND,p134,1913,0.7,3549061.5910404325
hydND,p131,1913,2.2,12326130.116466668
hydND,p131,1913,2.2,12326130.116466668
hydND,p10,1913,1.6,8489395.685253732
hydND,p10,1913,2.4,12734093.527880598
hydND,p10,1913,2.1,11142331.836895524
hydND,p43,1913,0.6,3309463.642251428
hydND,p127,1913,1.1,5483466.504139006
hydND,p134,1913,0.9,4563079.188480556
hydND,p127,1913,0.5,2492484.774608639
hydND,p134,1913,0.5,2535043.993600309
hydND,p92,1913,12.6,59947196.41344944
hydND,p81,1913,10.0,55213487.56966387
hydND,p81,1913,8.0,44170790.055731095
hydND,p81,1913,8.0,44170790.055731095
hydND,p81,1913,8.0,44170790.055731095
hydND,p81,1913,10.0,55213487.56966387
hydND,p81,1913,10.0,55213487.56966387
hydND,p92,1913,10.8,51383311.21152809
hydND,p81,1913,10.0,55213487.56966387
hydND,p2,1913,7.4,40281579.96501972
hydND,p81,1913,10.0,55213487.56966387
hydND,p81,1913,10.0,55213487.56966387
hydND,p2,1913,7.7,41914616.99062862
hydND,p81,1913,10.0,55213487.56966387
hydND,p81,1913,10.0,55213487.56966387
hydND,p81,1913,10.0,55213487.56966387
hydND,p81,1913,10.0,55213487.56966387
hydND,p81,1913,10.0,55213487.56966387
hydND,p122,1913,10.3,45355636.312120505
hydND,p81,1913,8.0,44170790.055731095
hydND,p134,1913,0.5,2535043.993600309
hydND,p74,1914,2.2,14408985.592885718
hydND,p132,1914,3.3,17833144.0289475
hydND,p74,1914,2.2,14408985.592885718
hydND,p127,1914,0.9,4486472.59429555
hydND,p127,1914,0.9,4486472.59429555
hydND,p127,1914,1.4,6978957.368904189
hydND,p132,1914,3.3,17833144.0289475
hydND,p132,1914,3.3,17833144.0289475
hydND,p131,1914,0.9,5042507.774918182
hydND,p10,1914,3.2,16978791.370507464
hydND,p2,1914,3.0,16330370.256089073
hydND,p10,1914,3.2,16978791.370507464
hydND,p96,1914,2.5,12529313.972089555
hydND,p129,1914,1.3,6537671.174429688
hydND,p96,1914,2.5,12529313.972089555
hydND,p96,1914,2.5,12529313.972089555
hydND,p96,1914,2.5,12529313.972089555
hydND,p9,1914,15.8,81648840.98395707
hydND,p96,1914,2.5,12529313.972089555
hydND,p94,1914,1.5,7837912.465734637
hydND,p94,1914,1.5,7837912.465734637
hydND,p127,1914,1.4,6978957.368904189
hydND,p2,1914,3.0,16330370.256089073
hydND,p94,1914,1.5,7837912.465734637
hydND,p94,1914,1.5,7837912.465734637
hydND,p130,1914,2.4,11498618.112166667
hydND,p127,1914,0.4,1993987.8196869113
hydND,p74,1914,0.3,1964861.671757143
hydND,p134,1914,0.1,507008.7987200618
hydND,p134,1914,0.2,1014017.5974401236
hydND,p43,1914,12.1,66740850.11873714
hydND,p129,1914,0.5,2514488.9132421874
hydND,p12,1914,2.5,13645983.584218752
hydND,p43,1914,0.8,4412618.189668572
hydND,p127,1914,0.4,1993987.8196869113
hydND,p122,1914,13.2,58125669.83689229
hydND,p94,1914,12.1,63225827.223592736
hydND,p122,1914,10.5,46236328.279346146
hydND,p129,1914,1.3,6537671.174429688
hydND,p129,1914,0.6,3017386.6958906245
hydND,p134,1914,0.5,2535043.993600309
hydND,p127,1914,1.4,6978957.368904189
hydND,p127,1914,3.6,17945890.3771822
hydND,p127,1914,1.4,6978957.368904189
hydND,p94,1914,1.5,7837912.465734637
hydND,p131,1914,0.9,5042507.774918182
hydND,p92,1914,4.8,22837027.205123596
hydND,p127,1914,0.4,1993987.8196869113
hydND,p17,1915,6.0,31298977.095708
Gas-CT,p40,1915,0.5,383651.75138782506
hydND,p18,1915,3.8,20900038.243312757
hydND,p131,1915,10.3,57708700.09073031
hydND,p131,1915,10.3,57708700.09073031
hydND,p103,1915,0.6,3546005.68572
hydND,p127,1915,5.9,29411320.340381943
hydND,p3,1915,22.5,104976935.6388524
hydND,p127,1915,1.4,6978957.368904189
hydND,p97,1915,9.0,40670930.40022642
hydND,p97,1915,9.0,40670930.40022642
hydND,p97,1915,9.0,40670930.40022642
hydND,p77,1915,3.7,20611868.54761389
hydND,p77,1915,3.0,16712325.849416666
hydND,p127,1915,0.5,2492484.774608639
hydND,p129,1915,0.3,1508693.3479453125
hydND,p129,1915,0.3,1508693.3479453125
hydND,p99,1915,0.4,1977816.2024076432
hydND,p99,1915,0.4,1977816.2024076432
hydND,p127,1915,0.5,2492484.774608639
hydND,p127,1915,0.5,2492484.774608639
hydND,p99,1915,0.8,3955632.4048152864
hydND,p127,1915,0.5,2492484.774608639
hydND,p90,1915,5.0,25224139.017598037
hydND,p3,1915,0.9,4199077.425554097
hydND,p43,1915,0.6,3309463.642251428
hydND,p3,1915,22.4,104510371.4804575
hydND,p18,1915,12.0,66000120.76835608
hydND,p127,1915,1.2,5981963.459060733
hydND,p127,1915,6.1,30408314.250225395
hydND,p17,1915,53.0,276474297.678754
hydND,p17,1915,6.5,33907225.187016994
hydND,p16,1915,9.3,45537586.169071235
hydND,p3,1915,0.3,1399692.4751846988
hydND,p18,1915,12.0,66000120.76835608
hydND,p127,1915,1.4,6978957.368904189
hydND,p18,1915,10.0,55000100.64029673
hydND,p127,1915,1.4,6978957.368904189
hydND,p127,1915,1.4,6978957.368904189
hydND,p46,1915,1.3,7333049.956483333
hydND,p127,1915,7.5,37387271.61912958
hydND,p18,1915,12.0,66000120.76835608
hydND,p127,1915,1.4,6978957.368904189
hydND,p5,1916,0.3,1411557.092438002
hydND,p17,1916,7.5,39123721.369635
hydND,p131,1916,0.4,2241114.5666303034
hydND,p130,1916,0.9,4311981.7920625005
hydND,p92,1916,15.9,75647652.61697191
hydND,p18,1916,11.5,63250115.73634124
hydND,p9,1916,11.0,56844129.798957445
hydND,p130,1916,0.9,4311981.7920625005
hydND,p18,1916,10.0,55000100.64029673
hydND,p131,1916,0.4,2241114.5666303034
hydND,p17,1916,6.5,33907225.187016994
hydND,p16,1916,9.3,45537586.169071235
hydND,p103,1916,0.4,2364003.7904800004
hydND,p76,1916,0.4,2328901.343485714
hydND,p103,1916,0.4,2364003.7904800004
hydND,p103,1916,0.4,2364003.7904800004
hydND,p134,1916,0.6,3042052.7923203707
hydND,p103,1916,0.4,2364003.7904800004
hydND,p103,1916,0.4,2364003.7904800004
hydND,p103,1916,0.4,2364003.7904800004
hydND,p95,1916,10.0,48667073.58374999
hydND,p95,1916,10.0,48667073.58374999
hydND,p95,1916,11.0,53533780.942124985
hydND,p103,1916,0.4,2364003.7904800004
hydND,p130,1916,2.4,11498618.112166667
hydND,p95,1916,11.0,53533780.942124985
hydND,p103,1916,0.4,2364003.7904800004
hydND,p75,1916,2.4,14304314.2176
hydND,p103,1916,0.4,2364003.7904800004
hydND,p103,1916,0.4,2364003.7904800004
hydND,p134,1916,0.5,2535043.993600309
hydND,p76,1916,0.5,2911126.679357142
hydND,p76,1916,0.5,2911126.679357142
hydND,p74,1916,1.2,7859446.687028572
hydND,p74,1916,1.2,7859446.687028572
hydND,p94,1916,3.8,19856044.913194414
hydND,p95,1916,8.0,38933658.86699999
hydND,p103,1916,0.4,2364003.7904800004
hydND,p134,1916,0.6,3042052.7923203707
hydND,p127,1916,1.0,4984969.549217278
hydND,p103,1916,0.8,4728007.580960001
hydND,p103,1916,0.8,4728007.580960001
hydND,p103,1916,0.4,2364003.7904800004
hydND,p131,1916,10.3,57708700.09073031
hydND,p131,1916,10.3,57708700.09073031
hydND,p103,1916,0.4,2364003.7904800004
hydND,p103,1916,0.4,2364003.7904800004
hydND,p103,1916,0.4,2364003.7904800004
hydND,p103,1916,0.4,2364003.7904800004
hydND,p103,1916,0.4,2364003.7904800004
hydND,p103,1916,0.4,2364003.7904800004
hydND,p103,1916,0.4,2364003.7904800004
hydND,p127,1916,1.0,4984969.549217278
hydND,p10,1916,5.9,31304646.589373138
hydND,p103,1916,0.4,2364003.7904800004
hydND,p43,1917,0.6,3309463.642251428
hydND,p18,1917,6.0,33000060.38417804
hydND,p134,1917,3.1,15717272.760321915
hydND,p74,1917,0.5,3274769.452928572
hydND,p43,1917,0.6,3309463.642251428
hydND,p16,1917,2.7,13220589.532956164
hydND,p131,1917,10.3,57708700.09073031
hydND,p131,1917,10.3,57708700.09073031
hydND,p5,1917,0.5,2352595.154063337
hydND,p134,1917,5.3,26871466.33216327
hydND,p134,1917,4.9,24843431.137283027
hydND,p134,1917,5.3,26871466.33216327
hydND,p18,1917,6.0,33000060.38417804
hydND,p10,1917,9.8,51997548.57217911
hydND,p74,1917,0.5,3274769.452928572
hydND,p43,1917,0.9,4964195.463377142
hydND,p43,1917,0.8,4412618.189668572
hydND,p98,1917,30.0,144550947.13443038
hydND,p10,1917,1.5,7958808.454925373
hydND,p10,1917,1.5,7958808.454925373
hydND,p129,1917,0.6,3017386.6958906245
hydND,p129,1917,0.8,4023182.2611875
hydND,p129,1917,0.6,3017386.6958906245
hydND,p98,1917,30.0,144550947.13443038
hydND,p98,1917,30.0,144550947.13443038
hydND,p10,1917,5.5,29182297.668059703
hydND,p46,1917,3.0,16922422.9765
hydND,p129,1917,1.0,5028977.826484375
hydND,p46,1917,3.1,17486503.742383335
hydND,p46,1917,3.0,16922422.9765
hydND,p46,1917,3.0,16922422.9765
hydND,p130,1917,0.4,1916436.352027778
hydND,p130,1917,0.4,1916436.352027778
hydND,p46,1917,2.9,16358342.210616669
hydND,p46,1917,3.0,16922422.9765
hydND,p127,1917,1.7,8474448.233669372
hydND,p127,1917,1.7,8474448.233669372
hydND,p127,1917,1.7,8474448.233669372
hydND,p17,1917,7.5,39123721.369635
hydND,p17,1917,6.5,33907225.187016994
hydND,p75,1917,0.2,1192026.1848000002
hydND,p75,1917,0.2,1192026.1848000002
hydND,p46,1917,1.8,10153453.7859
hydND,p9,1917,2.7,13952650.041562283
hydND,p94,1917,3.8,19856044.913194414
hydND,p9,1917,14.0,72347074.28958221
hydND,p9,1917,3.2,16536474.123333076
hydND,p129,1917,1.8,9052160.087671874
hydND,p46,1917,1.9,10717534.551783333
hydND,p46,1917,1.9,10717534.551783333
hydND,p46,1917,1.8,10153453.7859
hydND,p129,1917,1.8,9052160.087671874
hydND,p129,1917,1.8,9052160.087671874
hydND,p129,1917,2.2,11063751.218265625
hydND,p129,1917,1.2,6034773.391781249
hydND,p129,1917,1.8,9052160.087671874
hydND,p131,1918,1.6,8964458.266521214
hydND,p103,1918,2.1,12411019.90002
hydND,p103,1918,2.1,12411019.90002
hydND,p103,1918,2.1,12411019.90002
hydND,p103,1918,1.0,5910009.4762
hydND,p131,1918,1.6,8964458.266521214
hydND,p103,1918,1.0,5910009.4762
