,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,-54.78,-98.08,-95.53,-37.88,-67.72,-110.19,-51.00,-81.92,-140.52,-164.83,-112.34,-148.95,-99.81,-134.18,-65.37,-104.05
2,-16.20,-27.60,-27.92,-16.48,-21.64,-32.24,-12.79,-25.09,-53.97,-56.88,-41.02,-51.48,-34.81,-40.69,-18.87,-32.29
3,-13.58,-14.65,-21.13,-10.09,-11.58,-15.25,-5.83,-11.66,-27.47,-30.57,-21.81,-27.60,-17.48,-19.00,-8.26,-15.35
4,-1.83,-3.02,-3.40,-2.01,-2.80,-3.94,-1.64,-3.07,-6.55,-7.30,-5.38,-6.59,-4.30,-4.73,-2.14,-3.72
5,-25.23,-59.45,-32.33,-25.27,-49.16,-77.54,-33.06,-63.76,-112.33,-127.10,-84.44,-116.88,-80.22,-101.52,-52.31,-84.67
6,-3.36,-5.69,-5.30,-3.59,-6.63,-11.14,-5.31,-9.60,-13.49,-15.82,-10.95,-16.25,-10.87,-14.49,-7.81,-12.30
7,-0.96,-1.55,-1.63,-0.92,-0.74,-1.04,-0.36,-0.84,-1.85,-1.93,-1.27,-1.83,-1.19,-1.30,-0.54,-1.14
8,-0.38,-0.64,-1.07,-0.15,-0.54,-1.20,-0.62,-1.05,-1.36,-1.64,-1.02,-1.68,-1.05,-1.54,-0.76,-1.33
9,-61.42,-234.59,-386.85,-125.85,-70.34,-212.98,-179.81,-186.32,-87.43,-115.30,-41.44,-122.63,-69.09,-127.64,-30.08,-88.78
10,-97.68,-239.13,-354.63,-92.13,-133.09,-421.12,-462.08,-283.66,-126.78,-227.34,-116.94,-216.61,-107.35,-246.62,-114.95,-132.35
11,-13.50,-32.43,-45.80,-12.62,-21.41,-51.87,-52.86,-40.23,-22.16,-30.68,-13.02,-51.56,-12.24,-25.84,-6.36,-32.97
12,-6.65,-15.00,-21.19,-5.53,-2.27,-14.52,-9.76,-6.85,-8.33,-8.69,-2.83,-9.45,-5.55,-9.48,-1.11,-6.74
13,-18.74,-38.15,-60.95,-16.68,-22.44,-42.04,-42.15,-35.98,-29.22,-28.74,-10.75,-30.22,-13.40,-16.70,0.00,-13.15
14,-3.94,-4.62,-5.80,-3.15,-3.62,-4.74,-1.82,-3.67,-8.47,-9.57,-6.72,-8.75,-5.49,-6.08,-2.68,-5.01
15,-17.38,-24.62,-29.70,-14.12,-9.31,-12.38,-3.71,-9.88,-24.87,-25.43,-16.29,-23.84,-14.81,-14.43,-5.09,-13.19
16,-3.66,-4.33,-4.41,-1.61,-2.62,-3.22,-0.44,-2.49,-6.82,-6.75,-4.09,-6.03,-4.20,-4.07,-1.31,-3.83
17,-2.69,-2.54,-4.28,-1.58,-2.09,-2.65,-0.90,-2.18,-5.14,-5.50,-3.80,-5.12,-3.20,-3.47,-1.39,-3.03
18,-2.91,-4.86,-9.50,-4.53,-2.48,-2.90,-1.88,-3.34,-5.64,-5.57,-4.59,-5.90,-3.05,-3.59,-1.87,-3.92
19,-0.03,-0.15,-0.29,-0.09,-0.04,-0.09,-0.02,-0.09,-0.10,-0.13,-0.12,-0.14,-0.09,-0.13,-0.06,-0.14
20,-1.36,-2.64,-5.42,-2.71,-1.11,-1.29,-0.63,-1.44,-2.71,-2.77,-2.34,-2.90,-1.55,-1.87,-1.05,-2.03
21,-0.84,-3.38,-5.45,-1.26,-1.87,-2.51,-0.90,-2.16,-4.26,-3.37,-2.80,-2.76,-2.51,-3.16,-1.60,-3.04
22,-0.19,-0.89,-1.53,-0.35,-0.43,-0.59,-0.27,-0.53,-0.91,-0.67,-0.65,-0.55,-0.57,-0.72,-0.39,-0.68
23,-0.01,-1.17,-1.93,-0.38,-0.54,-0.84,-0.41,-0.73,-1.12,-0.90,-0.83,-0.70,-0.76,-0.93,-0.52,-0.88
24,-0.35,-3.70,-6.21,-1.55,-1.84,-2.83,-1.21,-2.52,-4.37,-3.87,-3.58,-3.56,-2.67,-3.08,-1.63,-3.09
25,-21.68,-23.02,-46.28,-19.49,-12.50,-20.23,-7.99,-18.61,-39.69,-40.76,-22.12,-41.07,-20.90,-29.73,-12.44,-28.06
26,-0.62,-1.35,-2.22,-0.69,-0.60,-0.87,-0.24,-0.78,-1.84,-1.75,-1.12,-1.70,-0.95,-1.44,-0.70,-1.41
27,-1.73,-3.38,-5.45,-1.72,-1.83,-3.40,-3.57,-3.09,-3.31,-3.61,-1.10,-3.38,-1.65,-2.41,-0.59,-1.70
28,-66.93,-126.03,-209.16,-81.52,-49.51,-78.35,-98.59,-92.38,-143.88,-164.36,-42.37,-131.56,-67.66,-99.79,-31.53,-61.49
29,-0.92,-1.83,-2.73,-1.17,-0.58,-1.04,-0.67,-0.88,-1.56,-1.52,-0.66,-1.55,-0.74,-1.06,-0.44,-0.85
30,-14.14,-30.55,-46.71,-16.72,-10.96,-13.72,-26.08,-22.40,-23.69,-29.41,-6.12,-24.06,-11.34,-20.64,-1.09,-9.04
31,-20.55,-44.77,-66.88,-21.54,-10.65,-28.68,-15.53,-24.64,-33.56,-36.87,-20.73,-39.85,-16.91,-26.33,-12.59,-21.60
32,-0.18,-3.07,-4.43,-0.70,-1.19,-1.74,-0.99,-1.46,-2.13,-2.11,-1.74,-1.99,-1.62,-1.88,-1.11,-1.69
33,-4.48,-27.62,-44.56,-0.83,-9.03,-17.98,-5.27,-13.26,-23.13,-25.87,-21.28,-28.79,-13.64,-21.08,-9.92,-18.18
34,-5.05,-19.22,-30.10,-3.02,-6.25,-10.63,-3.85,-8.53,-13.96,-15.66,-12.94,-17.89,-8.54,-11.60,-6.28,-11.02
35,-0.34,-0.84,-1.67,-0.85,-0.48,-0.79,-0.20,-0.76,-1.04,-1.17,-0.97,-1.15,-0.87,-1.11,-0.51,-1.10
36,-4.35,-5.55,-7.72,-3.53,-3.67,-4.98,-2.81,-4.17,-6.28,-6.33,-4.95,-5.86,-5.31,-6.07,-3.49,-5.38
37,-4.56,-7.15,-9.93,-5.25,-6.74,-8.22,-6.30,-6.75,-9.69,-8.56,-6.82,-8.28,-8.35,-8.19,-5.54,-6.97
38,-7.77,-13.47,-16.41,-6.70,-9.13,-11.45,-8.29,-9.50,-12.90,-12.08,-9.45,-11.74,-11.29,-11.47,-7.06,-9.85
39,-0.20,-1.71,-2.80,-0.67,-0.92,-1.32,-0.71,-1.11,-1.88,-1.83,-1.58,-1.85,-1.14,-1.34,-0.80,-1.26
40,-10.24,-15.17,-21.04,-9.15,-6.97,-9.85,-6.52,-8.02,-12.46,-12.93,-10.19,-12.61,-9.04,-10.12,-5.75,-8.41
41,-3.86,-8.40,-12.72,-3.30,-6.54,-8.78,-3.76,-7.89,-12.19,-12.70,-11.07,-13.84,-8.65,-9.08,-4.07,-8.64
42,-2.00,-4.08,-5.23,-3.11,-2.78,-3.21,-2.62,-2.62,-3.50,-2.91,-2.29,-2.92,-3.28,-2.90,-2.10,-2.51
43,-38.81,-77.25,-111.66,-76.65,-36.50,-44.90,-34.56,-47.93,-45.55,-41.36,-33.45,-44.40,-39.41,-40.66,-24.23,-38.22
44,-1.42,-3.01,-4.21,-2.35,-2.18,-2.38,-1.99,-2.01,-2.25,-1.98,-1.58,-2.14,-2.39,-2.14,-1.40,-1.79
45,-1.96,-4.01,-4.78,-1.45,-5.10,-6.57,-4.50,-5.56,-7.21,-7.24,-5.77,-7.35,-5.87,-5.87,-3.26,-5.26
46,-8.89,-15.08,-20.97,-11.69,-4.18,-6.32,-3.71,-5.09,-6.56,-6.74,-5.00,-6.32,-5.25,-5.57,-3.38,-5.53
47,-3.87,-7.68,-12.34,-3.13,-1.44,-4.14,-3.10,-2.53,-6.35,-7.69,-4.61,-6.91,-3.11,-5.56,-3.04,-3.59
48,-17.83,-34.71,-57.09,-12.66,-5.64,-12.58,-9.61,-10.18,-30.35,-36.05,-23.18,-32.32,-16.27,-24.31,-13.98,-19.12
49,-0.67,-1.33,-2.13,-0.45,-0.22,-0.52,-0.32,-0.47,-0.98,-1.15,-0.79,-1.10,-0.47,-0.73,-0.43,-0.65
50,-34.72,-68.99,-124.33,-27.57,-25.29,-42.87,-19.85,-18.65,-83.88,-94.88,-68.88,-85.10,-54.48,-66.29,-40.19,-47.59
51,-5.63,-11.31,-21.54,-4.12,-5.53,-9.87,-2.36,-4.55,-18.20,-20.18,-13.96,-17.47,-10.73,-13.38,-7.18,-10.08
52,-1.68,-3.62,-5.51,-1.40,-0.88,-1.75,-1.02,-1.42,-1.71,-2.30,-1.91,-2.35,-1.04,-1.83,-1.08,-1.41
53,-23.34,-44.58,-77.11,-17.98,-21.24,-38.38,-26.68,-27.52,-44.20,-54.06,-46.71,-50.95,-26.34,-34.38,-22.04,-26.92
54,-12.10,-23.53,-44.68,-6.21,-17.93,-27.61,-14.39,-22.45,-35.32,-40.27,-33.42,-39.77,-23.67,-27.46,-15.18,-24.61
55,-4.46,-8.92,-16.98,-2.81,-4.85,-7.86,-3.46,-5.23,-12.87,-14.49,-10.67,-13.28,-8.27,-9.94,-5.29,-7.84
56,-4.75,-9.41,-18.38,-3.28,-4.78,-8.26,-2.44,-3.81,-14.80,-16.38,-11.19,-14.03,-9.28,-11.37,-6.28,-8.56
57,-5.99,-11.88,-23.70,-4.29,-4.41,-11.09,-5.45,-3.50,-17.35,-20.27,-12.29,-15.81,-11.78,-15.41,-8.91,-10.26
58,-39.24,-88.45,-176.76,-26.25,-31.87,-102.13,-17.64,-28.72,-154.63,-186.51,-87.30,-142.50,-124.09,-157.36,-63.48,-95.67
59,-7.17,-14.78,-22.35,-7.37,-3.35,-14.05,-10.09,-6.11,-9.68,-12.50,-6.06,-11.50,-2.94,-10.55,-5.15,-3.46
60,-3.02,-5.84,-10.03,-2.35,-1.08,-2.20,-2.03,-1.38,-6.28,-7.55,-4.67,-6.40,-3.75,-5.41,-3.12,-3.82
61,-6.96,-13.37,-23.04,-5.51,-2.17,-4.56,-4.66,-2.33,-15.13,-18.29,-10.83,-15.07,-9.11,-13.23,-7.27,-8.80
