region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_reinforcement_km
p1,1,2319,42.0,298757.95534613077,620711.4,139099.7196,19.3996,128.8076
p1,1,2320,54.0,261188.55527485046,677663.94,101143.2903,17.2769,145.0124
p1,1,2321,36.0,247164.4062213786,756984.4,202825.4377,1.7228,180.4741
p1,1,2699,54.0,365452.94474613084,567948.3,258557.809,17.3285,128.8076
p1,1,3079,54.0,304494.0508157673,565366.8,100326.5939,21.9633,99.582
p1,1,3081,42.0,292926.24363523675,631834.5,194367.3262,6.8012,146.0121
p1,1,3458,42.0,409848.30478691706,430683.72,272647.7676,19.6915,82.1896
p1,1,3459,60.0,248138.93990220863,479862.22,137238.8418,7.1574,102.273
p1,1,3461,54.0,188561.01479125314,546752.75,141798.2135,1.0491,137.9637
p1,1,3840,30.0,362959.6540193435,495007.6,297497.9244,2.8774,117.6551
p1,1,4979,54.0,307438.2705126656,408430.0,167382.5476,15.8576,73.3813
p1,1,5738,54.0,424571.5788119824,387863.7,215527.7458,29.2672,40.8783
p1,1,6508,54.0,352241.2355682015,543383.56,313662.2303,0.3446,154.7181
p1,2,2700,54.0,369185.40737485036,619718.06,267086.0224,14.9422,145.0124
p1,2,5358,102.0,613689.087268498,338950.28,453488.3623,25.2278,45.8629
p1,2,6887,54.0,299263.33317129983,491931.47,242549.7891,1.9992,133.2304
p1,2,7634,30.0,3128281.1618525675,237161.16,3028302.0623,16.142,42.9664
p1,2,7644,90.0,298547.7531635025,533490.2,89674.8,21.1059,109.6418
p1,2,7645,60.0,261485.23316350247,438554.44,147548.04,8.3184,109.6418
p1,2,7646,54.0,1720624.6840492499,378092.2,1681276.5447,0.18,112.2235
p1,2,8015,240.0,317511.37842300325,335710.78,199802.6109,16.0659,59.9029
p1,2,8775,90.0,316478.58768316905,505641.7,129724.1944,25.1027,94.4876
p1,2,9543,138.0,172761.20646530928,199319.55,125937.2253,1.3191,46.9716
p1,3,6129,54.0,302603.6495210865,618520.7,186846.8207,12.2539,180.0625
p1,3,6507,120.0,262938.8640593407,555879.3,106669.2491,16.9531,130.4456
p1,3,7256,60.0,579934.387940604,235318.39,517268.528,4.7737,48.7764
p1,3,7257,66.0,238324.7306429729,286531.2,167059.3134,2.1446,63.1259
p1,3,7636,210.0,348635.09019675606,313229.06,198650.5974,19.6696,44.7099
p1,3,8014,114.0,621237.1629939992,295085.9,518506.4521,14.2467,61.5586
p1,3,8016,162.0,220823.33392300323,348157.88,90667.4664,17.7732,59.9029
p1,3,8017,144.0,313276.67262300325,405823.9,125454.7851,26.6662,59.9029
p1,3,8022,60.0,351061.80638547,426022.12,192031.7783,23.4443,86.7172
p1,3,8393,42.0,603997.7649739408,380259.16,477218.3419,18.0086,79.5736
p1,3,8394,252.0,270761.97599399916,371683.66,91433.5051,26.8632,61.5586
