r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p16,39611.36,37983.62,40003.18,39134.05,38738,38838.07,38148.87,38879.94,39572.29,39071.62,38546.76,39081.04,38866.48,38631.29,39141.28
p17,67531.61,65997.42,67690.56,67897.51,66702.72,66362.47,67160.69,67625.34,65882.31,67868.48,66873.79,66757.6,66938.33,67258.84,67219.37
p18,79972.25,78792.45,78792.45,78792.45,78792.45,78792.45,78792.45,78792.45,78792.45,78792.45,80067.12,78491.54,78891.28,78864.81,79422.93
p20,3004.41,975.87,2118.92,2043.08,2105.15,2117.06,1655.1,2302.77,1165.91,2232.47,2155.48,1461.06,2288.26,1920.96,2236.05
p21,48908.39,49175.62,47956.63,49444.35,48100.23,49524.6,48837.62,48334.98,48907.08,48553.67,48917.01,49097.05,48500.19,48626.8,49096.59
p22,9407.42,9135.15,8662.51,9617.68,8015.06,9566.46,7747.32,9097.37,9151.66,8937.58,8786.58,8862.4,9047.61,8236.45,9471.69
p23,1785.54,736.8,935.26,1393.43,693.66,1007.46,1889.5,518.58,1437.78,1299.75,650.13,1376.52,1048,1341.13,1193.7
p24,10918.31,10048.05,9801.5,9393.58,10424.79,9884.64,9757.85,9675.27,10270.96,9785.2,9301.78,10202.74,9996.29,9521.12,10342.14
p25,153698.81,152547.13,152227.29,152684.88,151765.94,152715.72,151512.99,153566.58,152059.94,152504.96,152403.18,152037.31,152450.47,152758.49,152445.97
p26,35465.1,34568.6,34934.68,34069.4,34833.57,35208.92,34624.24,34477.02,35023.92,34738.6,34449.95,34204.55,35186.48,34664.65,34904.58
p27,31705.39,32448.59,32049.87,32372.55,32016.84,31864.3,31592.17,31929.57,31629.39,32320.48,32248.76,32108.26,31684.35,32063.16,32376.53
p28,37168.47,35934.52,34553.87,36802.57,35031.35,36363.99,35767.88,35199.46,36213.49,35463.67,35776.24,35839.09,35920.37,35534.91,36097.72
p29,9024.88,7107.37,9269.06,8060.1,7499.64,8148.9,7284.25,8077.84,8348.86,8229.17,7817.49,7849.57,7922.33,8223.11,8163.79
p30,1042.45,0,0,0,723.19,0,0,0,0,941.09,0,0,568.14,0,375.25
p31,26507.81,25930.22,26496.6,25173.69,26481.91,26271.04,26045.37,25946.89,25928.81,26001.58,26178.18,26152.86,26121.78,25336.09,26893.2
p32,628.6,0,0,0,0,0,0,0,0,729.56,0,0,0,0,447.39
p33,39412.33,39130.4,38927.76,39149.54,38389.03,38483.8,39074.66,39213.41,38792.56,38993.54,38473.06,39171.31,38758.63,38956.72,39244.2
p34,30211.18,29357.79,28788.94,29198.71,29565.59,28919.98,28722.76,28603.48,30331.88,28454.43,29481.7,28940.31,29271.37,29508.12,29204.3
p38,0,0,0,0,0,0,0,486.12,0,0,0,0,0,0,0
p47,865.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1121.58
p56,565.33,0,0,417.82,0,0,0,0,0,0,725.83,0,0,0,467.98
p61,16681.71,15609.87,16505.34,14966.48,15741.17,16033.55,16309.76,15159.28,16031.7,15862.7,16418.21,15674.45,15591.59,15806.94,16306.75
p85,799.22,0,0,916.62,0,0,0,0,1025.75,0,0,0,912.64,0,700.63
p89,537.8,0,0,0,0,0,0,639.76,0,0,0,0,0,0,622.29
p90,703.34,0,0,0,0,0,782.77,0,0,413.39,0,0,350.26,0,372.97
p92,3608.88,3700.84,3613.54,3203.51,3748.98,2889.44,3720.28,3635.37,3469.66,3112.33,3635.3,3444.19,3244.72,3435.55,3825.11
p94,3183.8,4375.88,3155.8,3694.47,3411.93,3665.54,3756.75,3472.01,2757.84,3962.64,3248.54,3499.54,4029.28,3014.29,3979.32
p95,3196.45,1366.83,2615.5,2100.78,2619.25,1803.25,2483.44,1732.93,2643.99,1931.6,1726.63,2596.36,2385.4,2180.65,2182.73
p97,8278.66,8500.82,8555.74,8694.69,8060.84,8007.59,8636.71,8054.97,8018.51,8471.15,8464.51,8103.71,7950.9,8444.45,8767.37
p99,4558.98,3461.18,3168.94,3041.01,4336.39,3441.96,3546.65,3038.03,3523.05,3167.66,3616.05,3588.94,3226.13,3693.95,3488.03
p109,605.64,1132.1,0,800.32,612.71,866.14,394.87,425.16,1077.49,378.72,488.71,905.15,372.55,820.05,621.01
p110,559.46,787.62,817.74,1064.87,684.41,718.29,420.31,603.12,1123.78,623.49,502.68,1114.72,437.63,753.46,1011.69
p116,3543.38,3297.45,3211.61,2114.75,2586.19,3619.25,2314.02,2932.43,3227.21,2166.25,3423.54,1822.05,3883.28,2731.39,2926.54
p117,0,0,0,0,0,0,0,394.97,0,0,0,0,0,0,0
p118,8679.89,7525.04,7661.45,7592.7,7643.95,7901.45,7210.66,7992.04,7261.88,7958.51,7942.6,7398.38,8092.75,7492.41,7917.67
p119,1661.77,932.16,415.37,0,931.14,865.53,436.64,633.88,0,818.96,654.68,431.18,852.21,468.7,879.24
p120,1102.35,0,0,0,0,0,0,0,0,0,0,0,0,0,822.73
p121,1554.01,0,0,0,0,0,0,0,0,0,1066.5,0,0,0,400.49
p122,3486.33,3247.31,3224.9,2465.15,2786.12,2491.28,2612.59,1931.67,2805.27,3278.2,2239.08,2959.91,2779.98,2179.55,3159.78
p127,3869.38,3002.18,3387.1,2987.65,3813.94,3344.93,3232.75,3167.26,3067.91,2955.67,3358.78,2466.15,3460.14,3726.38,3177.22
p129,711.61,1339.31,618.95,0,908.87,861.63,865.17,469.47,922.29,630.08,868.28,350.16,402.63,673.22,1347.86
p130,3324.85,2516.67,3040.28,2541.58,2255.39,2292.3,2963.31,2627.7,2686.79,2724.17,2618.23,2222.46,2797.2,2331.28,3165.5
p131,0,0,0,0,0,0,0,722.58,0,0,0,0,0,0,0
p134,3185.11,1992.72,1896.2,1900.61,1933.41,1819.25,1544.86,1829.26,1864.69,2061.76,2117.76,1234.94,2534.41,1635.17,2083.26
